"Precipitation (mm)","Historical Ref Period, 1995-2014","2020-2039","2040-2059","2060-2079","2080-2099"
574.803378053035,,,,,0.00012973336600744225
586.1904471582533,,,,,0.00033359435802419497
597.5775162634716,,,,,0.0007675925751515408
608.847254648528,,,,0.00010630334771815447
608.9645853686899,,,,,0.001580475947887393
620.3516544739082,,,,,0.002911991308549583
622.744115243136,,,,0.00027334677368832255
631.7387235791265,,,,,0.004801062010499601
636.640975837744,,,,0.0006289643361101684
643.1257926843448,,,,,0.007083201781579133
650.537836432352,,,,0.001295039891578984
654.5128617895631,,,,,0.009351191911064502
664.4346970269601,,,,0.002386081808801869
665.8999308947814,,,,,0.011047127936841076
677.2869999999997,,,,,0.011678225441950645
678.3315576215681,,,,0.003933983831802278
680.806835690913,,,0.00010085817957199465
688.674069105218,,,,,0.011047127936841148
692.2284182161761,,,,0.005803966127741329
695.4539650585893,,,0.0002593451530724837
700.0611382104363,,,,,0.009351191911064627
706.1252788107842,,,,0.007662354226160004
710.1010944262657,,,0.000596746944639695
711.4482073156546,,,,,0.007083201781579276
720.0221394053922,,,,0.0090520019521392
722.8352764208729,,,,,0.004801062010499728
724.7482237939421,,,0.0012287041635233773
733.9190000000002,,,,0.009569122409230154
734.2223455260912,,,,,0.0029119913085496802
739.3953531616185,,,0.0022638597251298954
745.6094146313095,,,,,0.0015804759478874558
747.8158605946082,,,,0.009052001952139167
754.0424825292948,,,0.003732473682703003
756.9964837365278,,,,,0.0007675925751515765
761.7127211892163,,,,0.007662354226159948
768.3835528417461,,,,,0.0003335943580242126
768.6896118969712,,,0.0055066700203415956
775.6095817838243,,,,0.005803966127741266
779.7706219469644,,,,,0.00012973336600744997
783.3367412646476,,,0.007269866049141337
789.5064423784323,,,,0.003933983831802222
790.280071354888,,0.00012532571241248938
797.9838706323239,,,0.008588331957291537
802.0676189821227,,0.00032226058617619536
803.4033029730404,,,,0.0023860818088018254
812.6310000000003,,,0.009078963993263849
813.8551666093573,,0.0007415138393764136
817.3001635676484,,,,0.0012950398915789556
825.6427142365919,,0.001526779734586004
827.2781293676767,,,0.008588331957291492
831.1970241622564,,,,0.0006289643361101522
837.4302618638266,,0.002813057245905555
841.040681738511,0.00012627980293661618
841.925258735353,,,0.007269866049141261
845.0938847568644,,,,0.0002733467736883146
849.2178094910612,,0.00463794731702161
852.739170092352,0.00032471391969931336
856.5723881030294,,,0.0055066700203415106
858.9907453514725,,,,0.00010630334771815097
861.0053571182958,,0.006842552049307749
864.4376584461929,0.0007471589006654269
871.2195174707058,,,0.0037324736827029264
872.7929047455304,,0.009033487869981215
876.1361468000339,0.0015384029366341386
884.5804523727651,,0.010671804959697837
885.8666468383822,,,0.0022638597251298364
887.8346351538748,0.002834472733681198
896.3679999999997,,0.011281461109566512
899.5331235077158,0.004673255487239729
900.5137762060585,,,0.0012287041635233396
908.1555476272343,,0.010671804959697904
911.2316118615568,0.006894643626889193
915.1609055737349,,,0.0005967469446396734
919.943095254469,,0.009033487869981332
922.9301002153977,0.009102258795042392
929.8080349414113,,,0.00025934515307247285
931.7306428817036,,0.006842552049307881
934.6285885692387,0.010753048208121258
943.5181905089382,,0.004637947317021729
944.4551643090876,,,0.00010085817957199
946.3270769230796,0.01136734560154936
955.3057381361729,,0.0028130572459056456
958.0255652769206,0.010753048208121329
967.0932857634075,,0.0015267797345860626
969.7240536307615,0.009102258795042508
978.8808333906421,,0.0007415138393764471
981.4225419846025,0.006894643626889327
990.6683810178768,,0.00032226058617621195
993.1210303384435,0.00467325548723985
1002.4559286451114,,0.00012532571241249661
1004.8195186922844,0.0028344727336812904
1016.5180070461254,0.0015384029366341983
1028.2164953999663,0.0007471589006654608
1039.9149837538073,0.0003247139196993304
1051.6134721076482,0.0001262798029366236
