"Precipitation (mm)","Historical Ref Period, 1995-2014","2020-2039","2040-2059","2060-2079","2080-2099"
1444.502516598066,,,,0.000050601314840658887
1473.697070309392,,,,0.00013011543336107916
1479.657597553068,0.000060937795448907144
1502.8916240207182,,,,0.00029939247519691583
1503.900069619816,0.0001566944987076164
1522.2245945427449,,,0.00006002099591613981
1528.1425416865638,0.00036055026376176184
1532.0861777320442,,,,0.0006164502124499857
1546.8373618157732,,,0.00015433705465923785
1552.3850137533118,0.000742374325034892
1561.2807314433703,,,,0.0011357956210642712
1571.4501290888015,,,0.00035512584184231463
1575.7475758553242,,0.00006932727687087074
1576.6274858200597,0.0013678079600525457
1590.4752851546964,,,,0.0018726103996167267
1595.220376799322,,,,,0.00007854910411257598
1596.0628963618299,,,0.0007312054202637816
1597.0564007602882,,0.00017826708065199717
1600.8699578868077,0.0022551340779715834
1614.0275015993973,,,,,0.00020197994368162275
1618.3652256652522,,0.00041018825472009216
1619.6698388660225,,,,0.002762738179544681
1620.6756636348582,,,0.0013472295047695256
1625.1124299535556,0.0033270908986084745
1632.8346263994727,,,,,0.00046475098085530545
1639.6740505702162,,0.0008445791317913992
1645.2884309078865,,,0.002221205941028317
1648.8643925773486,,,,0.0036473470209664937
1649.3549020203036,0.00439240141080771
1651.641751199548,,,,,0.0009569239864701311
1660.9828754751802,,0.0015561180127077368
1669.901198180915,,,0.0032770353401681443
1670.4488759996234,,,,,0.0017631108750932936
1673.5973740870515,0.005189009144143449
1678.0589462886746,,,,0.004308831382553253
1682.2917003801442,,0.0025656048672708567
1689.2560007996988,,,,,0.0029068784023690316
1694.5139654539432,,,0.0043263184235337385
1697.8398461537995,0.00548544553408862
1703.6005252851082,,0.0037851410639851185
1707.2535000000007,,,,0.004554985201990642
1708.0631255997741,,,,,0.0042886357713075255
1719.1267327269716,,,0.0051109413190140686
1722.0823182205474,0.005189009144143471
1724.9093501900722,,0.004997115935879003
1726.8702503998495,,,,,0.005661826017500794
1736.4480537113268,,,,0.004308831382553231
1743.7395,,,0.00540291787017125
1745.6773751999249,,,,,0.00668865712160819
1746.2181750950363,,0.005903394945147512
1746.3247902872954,0.004392401410807746
1764.4845000000003,,,,,0.007070765018440153
1765.6426074226529,,,,0.003647347020966455
1767.5270000000003,,0.006240642584792761
1768.3522672730282,,,0.0051109413190140686
1770.5672623540434,0.0033270908986085166
1783.2916248000756,,,,,0.006688657121608172
1788.8358249049643,,0.005903394945147498
1792.9650345460566,,,0.0043263184235337385
1794.8097344207913,0.0022551340779716207
1794.837161133979,,,,0.0027627381795446377
1802.098749600151,,,,,0.005661826017500764
1810.1446498099283,,0.004997115935878979
1817.577801819085,,,0.0032770353401681443
1819.0522064875393,0.001367807960052574
1820.9058744002264,,,,,0.004288635771307491
1824.031714845305,,,,0.001872610399616688
1831.4534747148923,,0.0037851410639850925
1839.7129992003017,,,,,0.0029068784023690004
1842.1905690921133,,,0.002221205941028317
1843.2946785542872,0.0007423743250349105
1852.7622996198563,,0.0025656048672708324
1853.226268556631,,,,0.001135795621064242
1858.520124000377,,,,,0.0017631108750932702
1866.8033363651416,,,0.0013472295047695256
1867.5371506210352,0.00036055026376177225
1874.0711245248203,,0.0015561180127077186
1877.3272488004525,,,,,0.0009569239864701154
1882.4208222679572,,,,0.0006164502124499666
1891.41610363817,,,0.0007312054202637816
1891.779622687783,0.00015669449870762156
1895.3799494297843,,0.0008445791317913872
1896.1343736005279,,,,,0.00046475098085529666
1911.6153759792833,,,,0.00029939247519690477
1914.9414984006032,,,,,0.00020197994368161844
1916.022094754531,0.000060937795448909414
1916.0288709111983,,,0.00035512584184231463
1916.6887743347484,,0.0004101882547200852
1933.7486232006786,,,,,0.00007854910411257408
1937.9975992397124,,0.00017826708065199376
1940.6416381842266,,,0.00015433705465923785
1940.8099296906094,,,,0.0001301154333610738
1959.3064241446764,,0.00006932727687086926
1965.254405457255,,,0.00006002099591613981
1970.0044834019354,,,,0.00005060131484065655
