"Precipitation (mm)","Historical Ref Period, 1995-2014","2020-2039","2040-2059","2060-2079","2080-2099"
680.181063885195,,,,,0.00011598667578858435
692.9177234535067,,,,,0.0002982463327655715
705.6543830218184,,,,,0.0006862576212407789
718.39104259013,,,,,0.0014130069773165008
731.1277021584417,,,,,0.0026034335051827906
731.535987705825,,,,0.00010437168736601038
743.8643617267534,,,,,0.004292336196848259
745.6900446274001,,,,0.0002683797323255218
756.601021295065,,,,,0.006332657926550787
759.8441015489751,,,,0.0006175352936852964
769.3376808633767,,,,,0.008360329326252518
773.9981584705502,,,,0.0012715074510048566
782.0743404316884,,,,,0.009876562104554442
788.1522153921252,,,,0.002342723817487658
794.811,,,,,0.010440787823572053
802.3062723137002,,,,0.003862498589267705
807.5476595683117,,,,,0.009876562104554442
811.8794389935081,,,0.00011063803386140415
816.4603292352753,,,,0.005698501046021871
820.2843191366234,,,,,0.008360329326252518
825.2318346608961,,,0.00028449291816676556
830.6143861568503,,,,0.007523119985842355
833.020978704935,,,,,0.006332657926550787
838.5842303282841,,,0.0006546113458314731
844.7684430784253,,,,0.0088875161325125
845.7576382732467,,,,,0.004292336196848259
851.9366259956721,,,0.0013478471793406629
853.5730829061939,,0.00011770873721457059
858.4942978415584,,,,,0.0026034335051827906
858.9225000000004,,,,0.009395239885683136
865.2890216630601,,,0.002483378046176207
866.1234070277279,,0.00030267441471210126
871.23095740987,,,,,0.0014130069773165008
873.0765569215754,,,,0.008887516132512454
878.6414173304481,,,0.004094398207920436
878.6737311492619,,0.0006964465310426422
883.9676169781817,,,,,0.0006862576212407789
887.2306138431504,,,,0.007523119985842275
891.2240552707959,,0.0014339859802385403
891.9938129978361,,,0.006040631972137034
893.0599016517391,0.00012211076881706807
896.7042765464934,,,,,0.0002982463327655715
901.3846707647255,,,,0.005698501046021781
903.7743793923299,,0.002642086845179945
905.1577929212015,0.00031399373025620895
905.3462086652241,,,0.007974798767199885
909.440936114805,,,,,0.00011598667578858435
915.5387276863005,,,,0.0038624985892676228
916.3247035138639,,0.004356064780685173
917.2556841906638,0.0007224920032110429
918.6986043326121,,,0.009421111564139694
928.8750276353979,,0.006426679294653089
929.3535754601262,0.0014876137036507965
929.6927846078755,,,,0.0023427238174875955
932.0510000000002,,,0.009959318420933571
941.425351756932,,0.008484455658379889
941.4514667295886,0.0027408947167470716
943.8468415294506,,,,0.0012715074510048156
945.4033956673882,,,0.009421111564139677
953.5493579990509,0.004518971420250498
953.975675878466,,0.010023200039523932
958.0008984510256,,,,0.0006175352936852734
958.7557913347762,,,0.007974798767199856
965.6472492685133,0.006667022076536894
966.526,,0.010595802853062648
972.1081870021642,,,0.006040631972137
972.1549553726006,,,,0.00026837973232551036
977.7451405379757,0.008801754465775066
979.076324121534,,0.010023200039523932
985.4605826695522,,,0.004094398207920404
986.3090122941757,,,,0.00010437168736600527
989.843031807438,0.010398044289630053
991.626648243068,,0.008484455658379889
998.8129783369402,,,0.0024833780461761827
1001.9409230769004,0.010992061109813642
1004.176972364602,,0.006426679294653089
1012.1653740043282,,,0.0013478471793406475
1014.0388143463628,0.010398044289629987
1016.727296486136,,0.004356064780685173
1025.5177696717162,,,0.0006546113458314646
1026.1367056158251,0.008801754465774957
1029.2776206076699,,0.0026420868451799587
1038.2345968852874,0.00666702207653679
1038.8701653391042,,,0.0002844929181667614
1041.8279447292039,,0.001433985980238549
1050.3324881547496,0.004518971420250422
1052.2225610064922,,,0.00011063803386140219
1054.3782688507379,,0.0006964465310426471
1062.4303794242119,0.0027408947167470287
1066.9285929722719,,0.0003026744147121038
1074.5282706936741,0.0014876137036507772
1079.4789170938059,,0.00011770873721457163
1086.6261619631364,0.0007224920032110377
1098.7240532325986,0.00031399373025620895
1110.821944502061,0.00012211076881706926
