"Precipitation (mm)","Historical Ref Period, 1995-2014","2020-2039","2040-2059","2060-2079","2080-2099"
672.863199789152,,,,,0.00012437681035526059
684.7406775903573,,,,,0.0003198205941961008
689.9966857199879,,,,0.00008689029133047224
696.6181553915627,,,,,0.0007358994766562477
706.9983873066559,,,,0.00022342834266137333
708.4956331927681,,,,,0.0015152197410045348
720.3731109939735,,,,,0.002791758218304966
724.0000888933239,,,,0.000514103229805961
732.2505887951788,,,,,0.004602831157171291
741.0017904799919,,,,0.001058540449377242
744.1280665963842,,,,,0.0067907437524205
756.0055443975896,,,,,0.00896509093004959
758.0034920666599,,,,0.0019503369174678018
767.883022198795,,,,,0.010591003522501419
775.0051936533279,,,,0.003215561960860885
779.7605000000003,,,,,0.011196043668489614
788.9752170306341,,,0.00009149415819902296
791.6379778012057,,,,,0.010591003522501351
792.0068952399959,,,,0.004744049162484732
803.5154556024111,,,,,0.008965090930049475
805.1214151383414,,,0.00023526665426700037
809.0085968266638,,,,0.006263059492289273
815.3929334036164,,,,,0.006790743752420371
821.2676132460487,,,0.0005413428993993842
826.0102984133318,,,,0.007398930547612963
827.2704112048218,,,,,0.004602831157171173
837.4138113537559,,,0.001114627029699237
839.1478890060272,,,,,0.002791758218304877
843.0119999999998,,,,0.007821614763435718
851.0253668072326,,,,,0.0015152197410044771
853.5600094614632,,,0.0020536751774661434
860.0137015866678,,,,0.007398930547612974
862.9028446084379,,,,,0.0007358994766562148
869.7062075691705,,,0.0033859379481972897
874.7803224096433,,,,,0.0003198205941960846
877.0154031733358,,,,0.006263059492289292
885.8524056768778,,,0.004995411776506447
886.6578002108487,,,,,0.0001243768103552535
894.0171047600038,,,,0.004744049162484752
901.998603784585,,,0.006594906602602696
911.0188063466718,,,,0.0032155619608609043
918.1448018922923,,,0.007790961586861112
921.2107371977961,,0.00012392992954820645
928.0205079333398,,,,0.0019503369174678161
933.1310441758187,,0.0003186714918446338
934.2909999999996,,,0.008236041651832143
945.0222095200078,,,,0.0010585404493772513
945.0513511538413,,0.0007332554198493489
950.4371981077069,,,0.00779096158686116
956.9716581318639,,0.0015097756182714157
962.0239111066758,,,,0.0005141032298059662
966.142494436172,0.00011411358192887123
966.5833962154142,,,0.006594906602602779
968.8919651098865,,0.0027817275448848975
979.0256126933438,,,,0.00022342834266137602
979.0882172765973,0.0002934298883698081
980.8122720879092,,0.004586293372544173
982.7295943231214,,,0.0049954117765065404
992.0339401170227,0.0006751750988063015
992.7325790659318,,0.006766344887069887
996.0273142800118,,,,0.0000868902913304734
998.8757924308287,,,0.003385937948197374
1004.6528860439544,,0.00893287972396776
1004.979662957448,0.001390188022682715
1015.021990538536,,,0.0020536751774662076
1016.573193021977,,0.010552950478785739
1017.9253857978733,0.002561390095631008
1028.4934999999996,,0.011155816740205268
1030.8711086382987,0.004223018333227478
1031.1681886462434,,,0.0011146270296992732
1040.4138069780222,,0.010552950478785827
1043.816831478724,0.0062303904669720085
1047.3143867539507,,,0.0005413428993994049
1052.3341139560448,,0.008932879723967911
1056.7625543191493,0.008225316563625138
1063.460584861658,,,0.00023526665426701072
1064.2544209340674,,0.006766344887070059
1069.7082771595747,0.009717063371554828
1076.17472791209,,0.004586293372544329
1079.6067829693652,,,0.00009149415819902743
1082.654,0.010272177287664056
1088.0950348901126,,0.0027817275448850155
1095.5997228404253,0.009717063371554828
1100.0153418681352,,0.001509775618271492
1108.5454456808507,0.008225316563625138
1111.9356488461578,,0.0007332554198493926
1121.491168521276,0.0062303904669720085
1123.8559558241805,,0.0003186714918446553
1134.4368913617013,0.004223018333227478
1135.776262802203,,0.000123929929548216
1147.3826142021267,0.002561390095631008
1160.328337042552,0.001390188022682715
1173.2740598829773,0.0006751750988063015
1186.2197827234027,0.0002934298883698081
1199.165505563828,0.00011411358192887123
