"Precipitation (mm)","Historical Ref Period, 1995-2014","2020-2039","2040-2059","2060-2079","2080-2099"
1209.3961518364579,0.00014238271883594284
1219.7715879571958,0.0003661207069975429
1230.1470240779338,0.0008424349199579804
1239.847406060096,,0.0001621238043119866
1240.5224601986718,0.0017345766123274052
1248.9594720534187,,0.0004168826269164606
1250.8978963194097,0.0031959183092045815
1253.739628719466,,,,0.00012000469964216632
1258.0715380467414,,0.000959236873866841
1261.2733324401477,0.005269178495805587
1266.0498366395254,,,,0.0003085782167612801
1267.183604040064,,0.0019750722669170254
1270.482998165771,,,,,0.00010839967254762854
1271.6487685608856,0.0077738330451317785
1276.2956700333866,,0.0036390261317848734
1277.753102242016,,,0.0001801713371940089
1278.3600445595848,,,,0.0007100310372224075
1282.0242046816236,0.010262958324673858
1284.1111094806854,,,,,0.00027873723072509125
1285.4077360267092,,0.005999739788107321
1285.9524242151253,,,0.00046328977205562205
1290.6702524796442,,,,0.0014619565286467366
1292.3996408023615,0.01212425268365967
1294.1517461882347,,,0.0010660185959972218
1294.5198020200319,,0.008851659791769828
1297.7392207955997,,,,,0.0006413676477926659
1302.351068161344,,,0.0021949362272579024
1302.7750769230995,0.012816883896380448
1302.9804603997036,,,,0.002693621950139251
1303.6318680133545,,0.011685897422766801
1310.5503901344534,,,0.004044120522769912
1311.367332110514,,,,,0.0013205783561537187
1312.7439340066771,,0.013805256604065395
1313.1505130438375,0.012124252683659789
1315.290668319763,,,,0.004441031804419343
1318.7497121075628,,,0.006667627527165678
1321.8559999999998,,0.014593919779692046
1323.5259491645754,0.010262958324674058
1324.9954434254284,,,,,0.0024331358541195038
1326.9490340806722,,,0.009837021699790827
1327.6008762398224,,,,0.0065520345957454556
1330.9680659933224,,0.013805256604065473
1333.9013852853134,0.007773833045132007
1335.1483560537815,,,0.012986765107733788
1338.6235547403428,,,,,0.004011562837189947
1339.9110841598817,,,,0.008649948822874001
1340.080131986645,,0.011685897422766931
1343.347678026891,,,0.015342050189461522
1344.2768214060513,0.0052691784958057925
1349.1921979799677,,0.008851659791769976
1351.5470000000003,,,0.016218506916783774
1352.2212920799411,,,,0.01021870711265711
1352.2516660552571,,,,,0.005918421585299119
1354.6522575267893,0.0031959183092047363
1358.3042639732903,,0.005999739788107454
1359.7463219731096,,,0.015342050189461429
1364.5315000000005,,,,0.010802478804368559
1365.0276936475273,0.0017345766123275065
1365.8797773701715,,,,,0.007813457495824721
1367.416329966613,,0.0036390261317849745
1367.945643946219,,,0.012986765107733627
1375.4031297682652,0.0008424349199580381
1376.1449659193283,,,0.009837021699790645
1376.5283959599356,,0.0019750722669170913
1376.84170792006,,,,0.010218707112657027
1379.5078886850858,,,,,0.009230509373175655
1384.3442878924377,,,0.006667627527165514
1385.6404619532582,,0.0009592368738668781
1385.7785658890032,0.00036612070699757154
1389.1519158401193,,,,0.008649948822873859
1392.543609865547,,,0.004044120522769786
1393.1360000000002,,,,,0.009757827556653387
1394.7525279465808,,0.00041688262691647916
1396.1540020097411,0.00014238271883595523
1400.7429318386564,,,0.0021949362272578217
1401.4621237601787,,,,0.006552034595745295
1403.8645939399034,,0.00016212380431199466
1406.7641113149145,,,,,0.009230509373175622
1408.9422538117658,,,0.0010660185959971758
1413.772331680238,,,,0.004441031804419197
1417.1415757848752,,,0.0004632897720555992
1420.392222629829,,,,,0.007813457495824662
1425.3408977579845,,,0.00018017133719399895
1426.0825396002974,,,,0.00269362195013914
1434.0203339447432,,,,,0.005918421585299053
1438.3927475203568,,,,0.0014619565286466644
1447.6484452596576,,,,,0.004011562837189888
1450.7029554404162,,,,0.0007100310372223668
1461.276556574572,,,,,0.0024331358541194587
1463.0131633604756,,,,0.0003085782167612598
1474.9046678894863,,,,,0.0013205783561536896
1475.323371280535,,,,0.00012000469964215736
1488.5327792044006,,,,,0.0006413676477926496
1502.160890519315,,,,,0.00027873723072508307
1515.7890018342293,,,,,0.00010839967254762488
