"Precipitation (mm)","Historical Ref Period, 1995-2014","2020-2039","2040-2059","2060-2079","2080-2099"
1265.588227730503,,,0.00009853787506637853
1267.338310454245,0.00012374236106255175
1272.594887662975,,0.00011908437104319034
1277.2689316026658,,,,,0.0001120534798522982
1279.27668621574,0.00031818918116016795
1280.5802579826693,,,0.00025337875818277395
1282.025529187764,,,,0.00011202100048409717
1285.0002334782,,0.0003062116981269823
1290.4526614245917,,,,,0.0002881325739560319
1291.215061977235,0.0007321456345924794
1295.2130815002347,,,,0.0002880490570141895
1295.5722882348357,,,0.0005830184138429275
1297.405579293425,,0.0007045857348995384
1303.1534377387302,0.0015074905663277477
1303.6363912465176,,,,,0.0006629861060537209
1308.4006338127053,,,,0.0006627939355840622
1309.81092510865,,0.0014507446310478404
1310.564318487002,,,0.0012004370678967188
1315.0918135002253,0.002777517388185946
1316.8201210684435,,,,,0.0013650908415764143
1321.588186125176,,,,0.0013646951618694711
1322.216270923875,,0.0026729642815401314
1325.5563487391685,,,0.002211778238605031
1327.0301892617204,0.004579351997641636
1330.0038508903694,,,,,0.002515149105157008
1334.6216167391,,0.004406973066796898
1334.7757384376466,,,,0.002514420074215965
1338.9685650232154,0.006756103994748813
1340.5483789913349,,,0.003646605828059779
1343.1875807122954,,,,,0.004146779828654756
1347.026962554325,,0.006501786356818724
1347.9632907501173,,,,0.004145577859835256
1350.9069407847105,0.008919359771778311
1355.5404092435012,,,0.005379985686821402
1356.3713105342213,,,,,0.006117912704711618
1359.4323083695501,,0.008583611460211422
1361.150843062588,,,,0.006116139391293647
1362.8453165462056,0.010536978542485217
1369.5550403561472,,,,,0.008076824233029791
1370.5324394956676,,,0.0071026183056203925
1371.8376541847751,,0.01014033877851364
1374.3383953750586,,,,0.00807448311744373
1374.7836923077007,0.011138932363204339
1382.738770178073,,,,,0.00954164041057538
1384.2430000000002,,0.010719633464034874
1385.524469747834,,,0.008390752093954783
1386.7220680691958,0.010536978542485084
1387.5259476875292,,,,0.009538874709300026
1395.922499999999,,,,,0.010086732808544756
1396.6483458152252,,0.010140338778513598
1398.6604438306908,0.008919359771778086
1400.5165000000004,,,0.008870096837924625
1400.7134999999998,,,,0.01008380910899281
1409.0536916304502,,0.008583611460211351
1409.106229821925,,,,,0.009541640410575526
1410.598819592186,0.0067561039947485555
1413.9010523124705,,,,0.009538874709300062
1415.5085302521668,,,0.008390752093954726
1421.4590374456752,,0.006501786356818645
1422.2899596438508,,,,,0.00807682423303004
1422.537195353681,0.004579351997641402
1427.0886046249411,,,,0.008074483117443793
1430.5005605043332,,,0.007102618305620297
1433.8643832609002,,0.004406973066796826
1434.475571115176,0.0027775173881857697
1435.4736894657767,,,,,0.006117912704711899
1440.2761569374118,,,,0.0061161393912937175
1445.4925907564996,,,0.005379985686821293
1446.2697290761253,,0.0026729642815400763
1446.4139468766712,0.001507490566327633
1448.6574192877026,,,,,0.00414677982865501
1453.4637092498824,,,,0.004145577859835319
1458.3523226381662,0.0007321456345924146
1458.6750748913503,,0.001450744631047805
1460.484621008666,,,0.003646605828059681
1461.8411491096285,,,,,0.002515149105157201
1466.651261562353,,,,0.002514420074216013
1470.2906983996613,0.00031818918116013575
1471.0804207065753,,0.0007045857348995183
1475.0248789315544,,,,,0.0013650908415765396
1475.4766512608323,,,0.0022117782386049563
1479.8388138748237,,,,0.0013646951618695026
1482.2290741611564,0.00012374236106253757
1483.4857665218003,,0.0003062116981269724
1488.2086087534803,,,,,0.0006629861060537919
1490.4686815129987,,,0.0012004370678966702
1493.0263661872943,,,,0.00066279393558408
1495.8911123370253,,0.00011908437104318599
1501.3923385754063,,,,,0.00028813257395606727
1505.4607117651651,,,0.0005830184138429001
1506.213918499765,,,,0.0002880490570141983
1514.5760683973322,,,,,0.00011205347985231361
1519.4014708122356,,,,0.00011202100048410117
1520.4527420173315,,,0.00025337875818276024
1535.444772269498,,,0.0000985378750663725
