"Precipitation (mm)","Historical Ref Period, 1995-2014","2020-2039","2040-2059","2060-2079","2080-2099"
30.583242640399,,,0.00043786828303936934
31.430474205863298,,0.0004472619951584269
32.0368470194051,0.0005735269439555789
32.910780317085994,,,,0.0004386199814759284
33.957049013688,,,0.0011259276874947936
34.6126332480182,0.0014747582566189213
34.733421516322935,,0.0011500825326226194
36.27880472629866,,,,0.0011278605931542155
37.188419476631296,0.003393383193375269
37.330855386977,,,0.002590732463814231
38.03636882678257,,0.00264631218010161
38.8335382692958,,,,,0.000547221458958858
39.646829135511325,,,,0.0025951800331359314
39.76420570524439,0.0069869885310395435
40.704661760266,,,0.005334327713710716
41.33931613724221,,0.0054487665548697325
41.53314512826293,,,,,0.0014071167419488024
42.33999193385749,0.012873368875065221
43.01485354472399,,,,0.0053434852753743625
44.078468133555,,,0.009828378571685498
44.23275198723006,,,,,0.003237741698895853
44.64226344770184,,0.01003922955696053
44.91577816247059,0.021224597089889007
46.38287795393666,,,,0.009845251172630607
46.93235884619719,,,,,0.006666522118933613
47.452274506844,,,0.016204256807631223
47.491564391083685,0.03131351013413732
47.94521075816148,,0.016551891312002246
49.63196570516432,,,,,0.012282916734378155
49.75090236314932,,,,0.016232075023701463
50.06735061969678,0.04133987025964685
50.826080880133,,,0.023906798212138754
51.248158068621116,,0.024419677515783274
52.33157256413145,,,,,0.02025110608620782
52.64313684830988,0.04883728619774867
53.11892677236199,,,,0.02394783955615768
54.199887253422,,,0.03156158259421531
54.55110537908075,,0.0322386821522239
55.03117942309858,,,,,0.02987727931759175
55.21892307692298,0.05162725021843632
56.48695118157465,,,,0.03161576508061674
57.573693626711,,,0.03728560424419537
57.73078628206571,,,,,0.03944376869311655
57.794709305536074,0.048837286197748755
57.85405268954039,,0.03808550285759553
59.85497559078732,,,,0.03734961328870068
60.37049553414917,0.041339870259647
60.43039314103284,,,,,0.04659730686827725
60.9475,,,0.03941564672668896
61.157000000000025,,0.04026124174390947
62.94628176276227,0.031313510134137496
63.12999999999997,,,,,0.04925930592156267
63.222999999999985,,,,0.03948331246355113
64.32130637328899,,,0.03728560424419538
64.45994731045965,,0.03808550285759547
65.52206799137537,0.021224597089889163
65.8296068589671,,,,,0.046597306868277386
66.59102440921265,,,,0.03734961328870071
67.69511274657799,,,0.031561582594215314
67.76289462091928,,0.0322386821522238
68.09785421998846,0.012873368875065341
68.52921371793423,,,,,0.039443768693116776
69.95904881842532,,,,0.031615765080616795
70.67364044860156,0.0069869885310396215
71.06584193137891,,0.02441967751578319
71.06891911986699,,,0.023906798212138772
71.22882057690136,,,,,0.029877279317592008
73.24942667721466,0.003393383193375313
73.32707322763798,,,,0.023947839556157747
73.92842743586849,,,,,0.02025110608620806
74.36878924183854,,0.016551891312002184
74.44272549315599,,,0.01620425680763124
75.82521290582775,0.001474758256618943
76.62803429483562,,,,,0.012282916734378332
76.69509763685065,,,,0.016232075023701525
77.67173655229817,,0.010039229556960497
77.81653186644499,,,0.009828378571685508
78.40099913444085,0.0005735269439555886
79.32764115380274,,,,,0.006666522118933732
80.06312204606331,,,,0.009845251172630652
80.9746838627578,,0.0054487665548697195
81.19033823973399,,,0.005334327713710723
82.02724801276987,,,,,0.003237741698895917
83.43114645527598,,,,0.005343485275374394
84.27763117321743,,0.0026463121801016047
84.56414461302299,,,0.002590732463814236
84.726854871737,,,,,0.0014071167419488356
86.79917086448864,,,,0.002595180033135947
87.42646173070413,,,,,0.0005472214589588721
87.58057848367706,,0.0011500825326226194
87.93795098631199,,,0.001125927687494796
90.16719527370131,,,,0.001127860593154224
90.88352579413669,,0.0004472619951584281
91.31175735960099,,,0.0004378682830393701
93.53521968291398,,,,0.00043861998147593184
