"Precipitation (mm)","Historical Ref Period, 1995-2014","2020-2039","2040-2059","2060-2079","2080-2099"
607.8089076139399,,,,,0.0001028516947895562
622.17214010128,,,,,0.0002644712470734346
636.53537258862,,,,,0.0006085419633503341
650.8986050759601,,,,,0.0012529901506218937
665.2618375633001,,,,,0.0023086061089296357
679.6250700506401,,,,,0.0038062479974605486
686.2487900400611,,,,0.00014630552426426557
693.9883025379802,,,,,0.005615512263283392
696.3460355911654,,,,0.00037620774781663597
706.4432811422698,,,,0.0008656449576931696
708.3515350253202,,,,,0.007413558793350092
716.5405266933742,,,,0.0017823661657669833
722.7147675126603,,,,,0.008758084876915791
723.566319534406,,,0.00012842378726378708
726.6377722444786,,,,0.0032839694841949618
735.0695062528054,,,0.0003302269276266308
736.735017795583,,,,0.00541435034092236
737.0780000000003,,,,,0.0092584145143527
746.5726929712047,,,0.0007598441989924871
746.8322633466873,,,,0.007988010964458244
751.4412324873404,,,,,0.008758084876915744
751.531127189515,,0.00013276576617664206
756.214993167448,0.00012985910301157143
756.9295088977917,,,,0.010545714469210429
758.075879689604,,,0.0015645220127517498
762.6581130573467,,0.00034139182461932413
765.8044649746804,,,,,0.007413558793350013
767.0267544488961,,,,0.012458289599309606
767.5910366616627,0.0003339176761994889
769.5790664080033,,,0.0028825965426790504
773.7850989251783,,0.0007855343577969754
777.1240000000005,,,,0.013170003587688014
778.9670801558773,0.0007683365224779785
780.1676974620204,,,,,0.005615512263283303
781.0822531264026,,,0.0047525982347616
784.91208479301,,0.0016174181446351056
787.2212455511049,,,,0.012458289599309481
790.3431236500919,0.0015820077381808262
792.585439844802,,,0.007011701204852824
794.5309299493605,,,,,0.003806247997460468
796.0390706608416,,0.0029800564733449483
797.3184911022092,,,,0.010545714469210219
801.7191671443065,0.002914813597637219
804.0886265632013,,,0.009256797365301536
807.1660565286733,,0.004913282495491424
807.4157366533136,,,,0.007988010964458003
808.8941624367005,,,,,0.0023086061089295745
813.0952106385212,0.004805715178550447
815.5918132816006,,,0.010935613957286254
817.512982204418,,,,0.005414350340922143
818.2930423965049,,0.007248765220977618
823.2573949240406,,,,,0.0012529901506218542
824.4712541327358,0.007090066789395246
827.0949999999999,,,0.011560340920234594
827.6102277555224,,,,0.003283969484194798
829.4200282643366,,0.009569767569786716
835.8472976269504,0.009360255044875873
837.6206274113806,,,,,0.0006085419633503118
837.7074733066268,,,,0.0017823661657668766
838.5981867183992,,,0.010935613957286278
840.5470141321682,,0.011305344567271511
847.223341121165,0.011057834764342332
847.8047188577311,,,,0.0008656449576931088
850.1013734367986,,,0.009256797365301576
851.6739999999999,,0.011951193406137135
851.9838598987207,,,,,0.0002644712470734235
857.9019644088355,,,,0.0003762077478166059
858.5993846153797,0.011689543926360584
861.6045601551979,,,0.007011701204852872
862.8009858678315,,0.011305344567271537
866.3470923860607,,,,,0.00010285169478955127
867.9992099599399,,,,0.00014630552426425232
869.9754281095943,0.011057834764342404
873.1077468735972,,,0.004752598234761642
873.9279717356632,,0.00956976756978676
881.3514716038089,0.009360255044875997
884.6109335919965,,,0.002882596542679082
885.0549576034948,,0.007248765220977667
892.7275150980236,0.0070900667893953875
896.1141203103958,,,0.0015645220127517706
896.1819434713265,,0.004913282495491469
904.1035585922382,0.004805715178550576
907.3089293391581,,0.0029800564733449817
907.6173070287952,,,0.0007598441989924986
915.4796020864528,0.002914813597637317
918.4359152069898,,0.0016174181446351275
919.1204937471945,,,0.00033022692762663667
926.8556455806674,0.0015820077381808895
929.5629010748214,,0.000785534357796988
930.6236804655938,,,0.0001284237872637896
938.2316890748821,0.0007683365224780147
940.6898869426531,,0.0003413918246193303
949.6077325690967,0.0003339176761995067
951.8168728104847,,0.00013276576617664477
960.9837760633113,0.00012985910301157918
