"Precipitation (mm)","Historical Ref Period, 1995-2014","2020-2039","2040-2059","2060-2079","2080-2099"
756.850352770094,,,,,0.0001103184878267287
770.2414246845279,,,,,0.000283671242467002
783.6324965989619,,,,,0.0006527206898561826
792.9292271228101,,,,0.00008056623350942661
797.0235685133958,,,,,0.0013439543117030521
810.4146404278298,,,,,0.00247620552530285
811.26547966472,,,,0.00020716675881563706
823.8057123422637,,,,,0.004082572720191993
829.60173220663,,,,0.0004766857174291888
837.1967842566977,,,,,0.006023185349793284
847.93798474854,,,,0.0009814976531652118
850.5878561711316,,,,,0.007951765862199152
863.9789280855656,,,,,0.009393901401978563
866.27423729045,,,,0.0018083873020651286
877.3699999999995,,,,,0.009930553803573655
884.6104898323599,,,,0.002981526610578795
890.7610719144335,,,,,0.009393901401978634
902.9467423742699,,,,0.004398767304752989
904.1521438288675,,,,,0.007951765862199272
914.989729399443,,,0.00008863799017536566
917.5432157433014,,,,,0.00602318534979342
921.2829949161799,,,,0.005807220873734691
930.9342876577354,,,,,0.0040825727201921165
931.656203910616,,,0.0002279223482678291
939.6192474580898,,,,0.006860420848997217
944.3253595721693,,,,,0.002476205525302943
948.322678421789,,,0.0005244438283599521
957.7164314866033,,,,,0.0013439543117031126
957.9554999999998,,,,0.007252341220206544
964.9891529329619,,,0.0010798317800002817
971.1075034010372,,,,,0.0006527206898562173
976.2917525419098,,,,0.006860420848997237
981.6556274441349,,,0.0019895657142138825
984.4985753154712,,,,,0.0002836712424670191
994.6280050838197,,,,0.005807220873734723
997.8896472299051,,,,,0.00011031848782673616
998.3221019553079,,,0.0032802393124801215
1012.9642576257297,,,,0.004398767304753025
1014.9885764664808,,,0.00483947028623096
1031.3005101676397,,,,0.002981526610578828
1031.655050977654,,,0.006389033771723339
1048.3215254888269,,,0.007547751574375645
1049.6367627095497,,,,0.0018083873020651533
1059.650544494118,,0.00012993897682632007
1064.9879999999998,,,0.00797893759983026
1067.9730152514596,,,,0.000981497653165228
1071.0195951058827,,0.0003341230624834795
1081.6544745111728,,,0.007547751574375668
1082.3886457176473,,0.0007688091113657585
1086.3092677933696,,,,0.0004766857174291983
1093.7576963294118,,0.0015829808004466039
1098.3209490223458,,,0.006389033771723378
1104.6455203352796,,,,0.0002071667588156416
1105.1267469411764,,0.0029166064429281594
1111.9056287994172,0.00010200622738815869
1114.9874235335187,,,0.0048394702862310165
1116.495797552941,,0.0048086710807166925
1122.9817728771895,,,,0.00008056623350942863
1126.3879093601709,0.0002622972253573595
1127.8648481647056,,0.007094427751916525
1131.6538980446917,,,0.003280239312480171
1139.2338987764701,,0.009366012356147107
1140.8701899209245,0.0006035395917953661
1148.3203725558647,,,0.0019895657142139206
1150.6029493882347,,0.011064636223962733
1155.3524704816782,0.0012426902491103865
1161.9719999999993,,0.011696733938030212
1164.9868470670376,,,0.001079831780000306
1169.834751042432,0.002289628772564268
1173.3410506117639,,0.011064636223962882
1181.6533215782106,,,0.0005244438283599661
1184.3170316031856,0.003774959659333731
1184.7101012235285,,0.009366012356147356
1196.079151835293,,0.007094427751916809
1198.3197960893835,,,0.000227922348267836
1198.7993121639392,0.00556935130725369
1207.4482024470576,,0.004808671080716949
1213.281592724693,0.0073526174320924535
1214.9862706005565,,,0.00008863799017536866
1218.8172530588222,,0.0029166064429283546
1227.7638732854466,0.008686091165219872
1230.1863036705868,,0.001582980800446731
1241.5553542823513,,0.0007688091113658299
1242.2461538462003,0.009182307964270683
1252.924404894116,,0.0003341230624835149
1256.728434406954,0.008686091165219843
1264.2934555058805,,0.00012993897682633565
1271.2107149677076,0.0073526174320924014
1285.6929955284613,0.0055693513072536316
1300.175276089215,0.0037749596593336784
1314.6575566499687,0.0022896287725642276
1329.1398372107224,0.0012426902491103602
1343.622117771476,0.0006035395917953514
1358.1043983322297,0.0002622972253573522
1372.5866788929834,0.00010200622738815542
