"Precipitation (mm)","Historical Ref Period, 1995-2014","2020-2039","2040-2059","2060-2079","2080-2099"
602.91911477957,,,,,0.00009615926021532859
618.2819909151733,,,,,0.0002472624249784273
633.6448670507766,,,,,0.0005689448785990558
636.0009705420059,,,,0.00010114293516577036
649.0077431863799,,,,,0.0011714596068389473
650.6068627040053,,,,0.00026007736917403704
664.3706193219832,,,,,0.0021583879197856507
665.2127548660046,,,,0.0005984317562362926
673.857443024851,,,0.00009609763152363799
679.7334954575865,,,,,0.003558580073772802
679.818647028004,,,,0.0012321731968248243
689.2301715776454,,,0.0002471039539198783
694.4245391900033,,,,0.0022702513407924967
695.0963715931898,,,,,0.005250117716312629
704.6029001304397,,,0.0005685802405139319
709.0304313520027,,,,0.003743011675400076
710.4592477287931,,,,,0.006931167547506149
711.313746272811,0.00011047870452591978
712.220539006875,,0.00011926666715735495
719.975628683234,,,0.0011707088156746287
723.636323514002,,,,0.005522217148973333
724.6069235616667,,0.0003066804515174673
724.6853983963454,0.0002840832211934957
725.8221238643964,,,,,0.008188206955562839
735.3483572360284,,,0.002157004603988942
736.9933081164584,,0.0007056643251498186
738.0570505198797,0.0006536686429734067
738.2422156760014,,,,0.007290391256241821
741.1849999999997,,,,,0.008655980752564237
749.37969267125,,0.001452965452357709
750.7210857888227,,,0.003556299371594675
751.428702643414,0.0013459061506733581
752.8481078380007,,,,0.00861257962442593
756.547876135603,,,,,0.008188206955562865
761.7660772260417,,0.0026770560947441363
764.8003547669483,0.0024798017446093315
766.0938143416171,,,0.0052467529037574
767.4540000000001,,,,0.009104596874937339
771.9107522712063,,,,,0.006931167547506194
774.1524617808334,,0.004413719326262075
778.1720068904826,0.004088501883456691
781.4665428944114,,,0.006926725346236295
782.0598921619994,,,,0.008612579624425914
786.5388463356251,,0.006511739387410341
787.2736284068096,,,,,0.0052501177163126805
791.543659014017,0.006031932885173563
796.6657843239988,,,,0.0072903912562417945
796.8392714472058,,,0.008182959114836639
798.9252308904167,,0.00859675137942154
802.6365045424129,,,,,0.0035585800737728494
804.9153111375513,0.007963314295324757
811.2716764859981,,,,0.005522217148973304
811.3116154452084,,0.010155861758896736
812.2120000000001,,,0.00865043311453247
817.9993806780162,,,,,0.002158387919785686
818.2869632610856,0.009407544263703762
823.6980000000001,,0.010736043237279225
825.8775686479975,,,,0.0037430116754000498
827.5847285527944,,,0.008182959114836625
831.6586153846199,0.009944976051221266
833.3622568136195,,,,,0.0011714596068389707
836.0843845547918,,0.010155861758896715
840.4834608099968,,,,0.002270251340792477
842.9574571055888,,,0.006926725346236272
845.0302675081542,0.00940754426370378
848.4707691095834,,0.008596751379421506
848.7251329492228,,,,,0.0005689448785990689
855.0893529719962,,,,0.0012321731968248117
858.3301856583831,,,0.005246752903757373
858.4019196316885,0.007963314295324788
860.8571536643751,,0.0065117393874103
864.0880090848261,,,,,0.00024726242497843373
869.6952451339955,,,,0.0005984317562362857
871.7735717552229,0.006031932885173597
873.2435382191668,,0.004413719326262038
873.7029142111775,,,0.0035562993715946515
879.4508852204294,,,,,0.00009615926021533147
884.3011372959949,,,,0.00026007736917403346
885.1452238787572,0.0040885018834567214
885.6299227739585,,0.0026770560947441094
889.0756427639718,,,0.002157004603988925
898.0163073287501,,0.0014529654523576904
898.5168760022915,0.002479801744609355
898.9070294579942,,,,0.00010114293516576874
904.4483713167662,,,0.0011707088156746172
910.4026918835418,,0.0007056643251498083
911.8885281258258,0.0013459061506733733
919.8210998695605,,,0.0005685802405139252
922.7890764383335,,0.0003066804515174624
925.2601802493601,0.0006536686429734155
935.1754609931252,,0.00011926666715735282
935.1938284223548,,,0.0002471039539198752
938.6318323728945,0.00028408322119349996
950.5665569751492,,,0.00009609763152363663
952.0034844964288,0.00011047870452592165
