,Country,Year,Unweighted_Temp,Unweighted_Temp_Change,Burke_Weighted_Temp,Precipitation,Drought,Extreme temperature,Flood,GDP_Change,ln_GDP_Change,TFP,TFP_normalized_by_country,TFP_Change,ln_TFP_Change,ln_Life_Expectancy_change,ASI
4996,GTM,1997,23.8992966,0.42494471999999917,23.08,34.432113647460895,0,0,0,870000000.0,0.04283204544828223,84.56278,0.2840724507844409,0.5516500000000093,0.0065449270199451,0.010322256698464649,
4997,GTM,1998,23.93338505,0.034088449999998716,22.94,34.432113647460895,0,0,0,1040000000.0,0.04890490227981914,85.6462,0.3264518861709752,1.0834199999999896,0.0127306400917026,0.008780914756707503,
4998,GTM,1999,23.40061951,-0.5327655399999998,22.22,34.432113647460895,0,0,1,840000000.0,0.0378253106889197,84.31451,0.27436103469149886,-1.3316899999999947,-0.015670883612409,0.01135495683126031,
4999,GTM,2000,23.37990109,-0.020718419999997906,22.22,34.432113647460895,0,0,1,810000000.0,0.03516750506336308,84.95257,0.2993196126600911,0.6380599999999959,0.0075391271851756,0.008591796142759733,
5000,GTM,2001,23.80058177,0.42068068000000025,22.67,34.432113647460895,1,1,0,550000000.0,0.02319311214279196,89.38126,0.4725537985732114,4.428690000000003,0.0508179397690113,0.007385994342884672,
5001,GTM,2002,24.08710655,0.2865247800000006,22.95,34.432113647460895,0,0,1,930000000.0,0.03803361706765074,95.55977,0.714234555186583,6.178510000000003,0.0668408750705253,0.006454853265856819,
5002,GTM,2003,24.41288582,0.3257792699999982,23.1,34.432113647460895,0,0,0,630000000.0,0.02496662273046013,94.1041,0.6572940586948097,-1.4556699999999978,-0.0153502992782552,0.0059920140209674955,
5003,GTM,2004,23.63422362,-0.7786621999999994,22.58,34.432113647460895,0,0,0,800000000.0,0.03083095833765981,96.34339,0.7448869089899061,2.239289999999997,0.0235171721476072,0.005334814989354619,
5004,GTM,2005,23.76930873,0.13508510999999856,22.74,34.432113647460895,0,0,1,860000000.0,0.03211627780778059,100.0,0.8879201437730528,3.6566100000000006,0.0372513975288244,4.3373598496820875e-05,
5005,GTM,2006,23.48775291,-0.2815558199999977,22.48,34.432113647460895,0,1,0,1470000000.0,0.05261546293626651,100.77429,0.9182075420354439,0.7742899999999935,0.0077130775921547,0.009267586837314212,
5006,GTM,2007,23.59979471,0.11204180000000008,22.62,34.432113647460895,0,0,1,1800000000.0,0.0608707150870238,106.61582,1.1467068711908082,5.841530000000006,0.0563486423938108,0.004116879277954233,
