country,year,unweighted_temp,unweighted_precip,ln_gdp_change,ln_tfp_change
AFG,1960,11.50866954,2.143940450002749,nan,nan
AFG,1961,11.59320411,2.3021705274780597,nan,nan
AFG,1962,11.33014374,1.9124983350435891,nan,0.015660166024273
AFG,1963,12.63884349,2.167119565109412,nan,-0.006698525309317
AFG,1964,10.58171019,2.291997328400613,nan,0.046864683303637
AFG,1965,11.69686845,2.3838606812059875,nan,0.027874687071594
AFG,1966,12.01559466,2.0227014596263566,nan,0.0166665521164493
AFG,1967,11.29217589,2.5780360673864684,nan,0.0747242206473473
AFG,1968,11.34742258,2.568784456700087,nan,0.0224937805749157
AFG,1969,11.29213945,2.155284523343046,nan,0.0119932151087685
AFG,1970,12.37508204,1.626045246918996,nan,-0.0990027828860445
AFG,1971,12.46567171,1.399140737950802,nan,-0.0770516154523087
AFG,1972,10.06375634,2.7996389145652447,nan,0.0718803222866775
AFG,1973,11.78755988,1.9781215240557997,nan,0.0871576217162033
AFG,1974,10.90568455,2.211316684881846,nan,0.0025287709236145
AFG,1975,11.16481951,2.2129915133118616,nan,0.0056566613900557
AFG,1976,11.32447799,2.6271520977218947,nan,0.0419572959125043
AFG,1977,12.45693253,1.9633474970857303,nan,-0.111515199485535
AFG,1978,12.00782919,2.015488379324477,nan,0.0651097952529822
AFG,1979,12.04754918,2.1454916770259547,nan,-0.0067275131853357
AFG,1980,12.57414222,2.4368676481147604,nan,0.000707824804091
AFG,1981,12.17456822,2.480449586485823,nan,0.0253919178704027
AFG,1982,11.27440099,3.117826696485283,nan,-0.0101640113150321
AFG,1983,12.31071473,2.201555203646421,nan,0.0057423346355252
AFG,1984,11.80603371,1.933430624504884,nan,-0.0064101795702571
AFG,1985,12.39511318,1.636249841811756,nan,-0.0268695572017705
AFG,1986,11.70436193,2.219742273290952,nan,-0.0420138712155236
AFG,1987,12.50927831,1.8639785914371412,nan,0.0254051801261221
AFG,1988,12.89802618,2.4327105116099106,nan,0.0220617860448185
AFG,1989,11.46520311,2.120943844318389,nan,-0.0095502300362317
AFG,1990,12.37119866,2.453894307216008,nan,0.0696559151036658
AFG,1991,11.48916785,2.886581709608436,nan,0.0545041962053086
AFG,1992,11.31926636,2.6851420241097617,nan,-0.0690619103423842
AFG,1993,11.70868065,2.274197878005604,nan,-0.0352845137693372
AFG,1994,12.02325953,2.21914705634117,nan,0.0098896618255119
AFG,1995,11.95823501,2.3338776975870146,nan,0.0865330563889071
AFG,1996,11.53438018,2.113927517707149,nan,0.045310097619133
AFG,1997,12.08325403,2.4665750606606403,nan,0.0299255713329618
AFG,1998,12.23823193,2.5363076676925025,nan,0.0193086646816623
AFG,1999,12.63175991,1.966240218530099,nan,-0.035787347879741
AFG,2000,12.72885187,1.617510939637821,nan,-0.172937742559331
AFG,2001,13.15923685,1.5365891307592408,nan,-0.193942343164009
AFG,2002,12.69519099,2.164205422004063,nan,0.172622700733825
AFG,2003,12.41593526,2.3068222304185224,0.0407527,0.0318190920702044
AFG,2004,13.16134192,1.8869423829019067,-0.0278005,-0.0802044584740607
AFG,2005,12.46763701,2.117682103688519,0.0714752,0.063983756431429
AFG,2006,13.94905576,1.9076711523036165,0.0235347,-0.209184114395632
AFG,2007,13.2623193,2.151437936350704,0.1011208,0.0652339656179413
AFG,2008,13.1260759,1.993327058851719,0.0098878,0.0296802548301409
AFG,2009,13.03503737,2.444412391632796,0.1660917,0.164978757327146
AFG,2010,13.88422028,1.7588368703921626,0.0563808,0.008931960737911
AFG,2011,13.80366902,1.9621811173856256,0.0347265,-0.0124645569186912
AFG,2012,12.6500436,2.151677927623192,0.1104296,0.133596705276955
AFG,2013,13.85945357,2.107575154552856,0.0173779,-0.0457645615522706
AFG,2014,12.77545314,2.3236763626337047,nan,-0.011827223009143
AFG,2015,13.19268467,nan,nan,-0.0726162139124744
AGO,1960,21.62578042,9.545493921885887,nan,nan
AGO,1961,21.69062773,10.497775737817088,nan,nan
AGO,1962,21.72608471,8.825875582173461,nan,-0.018418073888899
AGO,1963,21.56083202,9.573622480034816,nan,-0.0445160603554919
AGO,1964,21.48252519,7.814331136488662,nan,0.0167019596569737
AGO,1965,21.46571175,8.238288859215881,nan,-0.0072046045616378
AGO,1966,21.79213095,8.418345143397653,nan,0.0044126586291612
AGO,1967,21.56712421,9.947032078479715,nan,-0.0249722938072843
AGO,1968,21.46595987,8.903069347453613,nan,-0.0405205418907695
AGO,1969,21.76389186,10.030180666750915,nan,0.0095545685350781
AGO,1970,21.64970636,8.0079344175756,nan,0.0013494201076191
AGO,1971,21.40114641,8.028308791108435,nan,-0.0230510524042211
AGO,1972,21.63173803,8.270274224380643,nan,-0.0505580998327009
AGO,1973,22.1029733,8.36572035836678,nan,-0.0009784970799495
AGO,1974,21.47231515,8.836794255922248,nan,0.0074989397811551
AGO,1975,21.45917082,9.073950682145862,nan,-0.0884120015322276
AGO,1976,20.93936952,9.203068820138776,nan,-0.121944067231977
AGO,1977,21.70640707,9.028345845018825,nan,-0.0576905974496569
AGO,1978,21.4873457,8.561704623202491,nan,-0.0436066129668289
AGO,1979,21.82946142,8.660701829319205,nan,-0.0556402253099781
AGO,1980,21.78984118,7.337003714094567,nan,0.0045481323474305
AGO,1981,21.54998684,7.542929586954416,nan,-0.0689872966108824
AGO,1982,21.43392515,8.066281419868266,nan,0.0069431504787846
AGO,1983,22.10854149,7.878481170783435,nan,-0.0129283839635628
AGO,1984,21.96322616,8.394866780377924,nan,0.0084039250006267
AGO,1985,21.87108787,8.280929680292807,nan,-0.0099389055752849
AGO,1986,21.58932797,8.890743076801296,-0.0003487,0.001134769816538
AGO,1987,22.32684517,7.645991718706995,0.0505754,0.0072175206076421
AGO,1988,21.83034499,9.14363103639334,0.0299989,0.0167061170455991
AGO,1989,21.54663579,8.137251023047906,-0.0215094,-0.0058920245228977
AGO,1990,21.91469367,8.161802219847837,-0.0307435,0.025627310590985
AGO,1991,21.35149161,9.203954905271525,-0.0424642,0.0096806433736498
AGO,1992,21.80672979,7.469862813750907,-0.1038261,0.0120034486673832
AGO,1993,21.53847106,8.054485338274391,-0.316712,-0.029230082493223
AGO,1994,21.38895289,7.789957316902776,0.0022752,0.133720858185128
AGO,1995,22.40344906,6.449078394410506,0.0686194,-0.017253376439605
AGO,1996,21.95019213,7.749313572111228,0.077898,0.0182378631190154
AGO,1997,21.70283,9.433514564918974,0.0491394,-0.0278621454343346
AGO,1998,22.59010696,8.636431123130023,0.0391305,0.0540997582670331
AGO,1999,21.82013289,9.830919124186034,0.0038824,-0.046833834651359
AGO,2000,21.75839218,8.867363315696528,-0.000529,0.0686622144615301
AGO,2001,21.98767392,7.736358874787894,0.0088182,0.0724714961782231
AGO,2002,22.38016637,7.924324621756868,0.0952098,0.087708098290249
AGO,2003,22.53240538,7.142745796591048,0.0158698,0.0353998942378109
AGO,2004,22.05974531,8.774100022390483,0.0678763,0.0041200071036344
AGO,2005,22.65506474,7.119534724547225,0.1328146,-0.0001792185501701
AGO,2006,21.67499701,9.690344146763287,0.1540862,-0.0239162074190196
AGO,2007,22.18692271,8.22401736831914,0.1697998,0.0525819976378061
AGO,2008,22.02193197,9.101346452410024,0.0960216,0.086611870124214
AGO,2009,22.37364197,9.382558905519552,-0.0090385,0.0655788953711047
AGO,2010,22.81636922,8.953817520290604,0.0011492,0.0037837790018588
AGO,2011,22.13214604,9.319274487905195,0.0066516,0.0147075491772002
AGO,2012,22.10975472,7.6255684920276146,0.0193623,-0.0692240965960647
AGO,2013,22.99887403,8.377311001531782,0.0089993,0.118997499316756
AGO,2014,23.21128162,7.497221839614216,nan,-0.140546896875812
AGO,2015,24.03794877,nan,nan,-0.0015983423139927
ALB,1960,12.69849338,13.311262855927154,nan,nan
ALB,1961,12.67734917,9.403107096751532,nan,nan
ALB,1962,12.57639619,12.979019974668818,nan,0.0422248479347562
ALB,1963,12.713419,13.0365006128947,nan,-0.0210624893484752
ALB,1964,12.00614889,11.80532813072204,nan,0.021214422077855
ALB,1965,11.83997231,10.346545070409768,nan,-0.0991529476439643
ALB,1966,12.59361086,13.161646644274386,nan,0.0387465620122409
ALB,1967,12.04853854,9.716260313987735,nan,-0.050563893778337
ALB,1968,12.24432675,11.61303593715032,nan,-0.149449272085046
ALB,1969,12.3204181,12.955817619959513,nan,0.0256383216290281
ALB,1970,12.23510802,12.525231232245751,nan,-0.0331197842067743
ALB,1971,11.94810428,10.833419154087707,nan,0.0334605277747331
ALB,1972,12.00704165,10.949529876311622,nan,-0.0014648718576584
ALB,1973,12.00616441,11.051940302054083,nan,0.0291574202790121
ALB,1974,11.95128777,11.78421200315158,nan,-0.027517044108107
ALB,1975,11.9203243,7.911955455938968,nan,-0.0289153757993645
ALB,1976,11.43488308,11.773229002952576,nan,0.0239532075565538
ALB,1977,12.58190821,8.794301807880403,nan,0.0103629995041281
ALB,1978,11.63582623,11.319314420223236,nan,-0.0272799093665697
ALB,1979,12.37365999,13.509196996688845,nan,0.0259178516724585
ALB,1980,11.50274012,11.529544701178873,nan,-0.0205156870788903
ALB,1981,11.87238935,10.394654065370547,0.0358366,0.0016716885448211
ALB,1982,12.44094296,9.1922544836998,0.0079269,-0.0042203687923327
ALB,1983,11.750292,8.87293384472529,-0.0102201,0.045678664638003
ALB,1984,11.93364199,9.721679488817848,-0.0336343,-0.0605684784824954
ALB,1985,12.25745745,10.677768215537077,-0.0029102,6.44327635512809e-05
ALB,1986,12.40646319,9.286441996693611,0.0355086,-0.0165842139820223
ALB,1987,12.39035412,9.884774655103689,-0.02788,0.0312367186774374
ALB,1988,12.46245668,9.091224302848184,-0.0331693,-0.0884500906225583
ALB,1989,12.10058928,8.446934700012212,0.0669445,0.0741123695139301
ALB,1990,12.69554255,9.004180356860166,-0.1186473,0.002942752818571
ALB,1991,11.80086651,9.18291687965394,-0.3447925,0.0458127635892938
ALB,1992,12.5424039,8.688667808969813,-0.0686592,0.111674377404789
ALB,1993,12.74560221,8.500298619270326,0.0977688,0.124534006656769
ALB,1994,13.74671026,8.97957483927409,0.0858738,0.052047356416475
ALB,1995,12.35046194,11.166697462399796,0.131046,0.0861969686326551
ALB,1996,12.3052419,11.05563881993294,0.0933098,0.0494794733997059
ALB,1997,12.41506437,8.068198750416439,-0.1013309,-0.0157916227420625
ALB,1998,12.73127935,10.337855994701387,0.1258526,-0.0574523741336384
ALB,1999,13.20121827,10.62971675395966,0.1025524,0.0349282856955213
ALB,2000,13.05820475,9.542802343765889,0.076832,0.0144169151693694
ALB,2001,13.02408717,8.965330292781207,0.0757573,0.0100120660291827
ALB,2002,12.96350039,10.426923871040346,0.0327356,-0.0366005709197452
ALB,2003,13.13420799,10.361995100975047,0.0612746,0.0820191980255665
ALB,2004,12.58482599,11.486861487229676,0.0636344,-0.0105754007711791
ALB,2005,12.16019041,11.238458951314286,0.0608169,0.0559238537635309
ALB,2006,12.10482439,9.937610626220694,0.0570764,-0.0162460903602355
ALB,2007,13.03819821,9.338600754737852,0.066514,0.0410682015050687
ALB,2008,13.03243164,9.22086448470751,0.0838562,0.0677170819744912
ALB,2009,13.22156934,12.889448483784994,0.042216,0.0378558039243062
ALB,2010,13.09130333,13.920992344617842,0.044027,0.0321128307008891
ALB,2011,13.06113396,7.374300817648575,0.0391741,0.0056353005333091
ALB,2012,13.71440615,10.532765249411268,0.0227389,-0.0067745497626718
ALB,2013,13.90744376,10.433699131011965,0.022983,0.0673200896663371
ALB,2014,13.64390926,10.50616948803266,nan,-0.0152349580889206
ALB,2015,13.66062766,nan,nan,0.0223783959899775
ARE,1960,27.29280472,0.5166835059802304,nan,nan
ARE,1961,26.98015102,0.645644380400578,nan,nan
ARE,1962,27.22265816,0.4659516820684072,nan,0.0093383357414573
ARE,1963,27.26656453,0.4600859518492745,nan,-0.0191639244167003
ARE,1964,26.59763551,1.266575083699231,nan,0.0322625318248457
ARE,1965,27.15289672,0.5052346156638426,nan,-0.0266867766098828
ARE,1966,27.33159208,0.7405172313350098,nan,0.010736649657944
ARE,1967,27.00953213,0.4778760661138218,nan,0.0139183467778548
ARE,1968,26.79065021,0.980789521747889,nan,0.0268734814226868
ARE,1969,27.63200156,0.9657545317119608,nan,0.0430481188214742
ARE,1970,27.3763202,0.7093015220016241,nan,0.110682958737532
ARE,1971,26.5113705,0.6525471933297616,nan,-0.074089140559968
ARE,1972,26.25946824,1.419939172434776,nan,-0.116153654710674
ARE,1973,26.74544509,0.6622800728170358,nan,-0.0244546357238224
ARE,1974,26.60613124,0.7147328788802643,nan,0.0560859807717202
ARE,1975,26.65979544,0.8453462386193373,nan,-0.152502083503495
ARE,1976,26.54889123,1.502532078069635,-0.0042797,-0.0909624067374315
ARE,1977,27.87042713,1.014049652963877,0.0452509,0.0705683769161176
ARE,1978,27.20574903,0.6790413066434363,-0.1497971,0.144488597841794
ARE,1979,27.22988621,1.114661838199633,0.077029,0.0818336243938953
ARE,1980,27.43565098,0.8607242526486513,0.1226247,0.0643225165383035
ARE,1981,27.25186666,0.7493721097319702,-0.0265279,-0.0821626834129336
ARE,1982,26.40326198,1.3252327824011452,-0.1275366,0.139913106130329
ARE,1983,26.41446733,0.9077118977438652,-0.0989156,-0.0239334053611717
ARE,1984,26.62612899,0.497158348172283,-0.010308,-0.149586325428553
ARE,1985,26.70460939,0.4658222226037956,-0.0898999,-0.0406955001946461
ARE,1986,26.77884102,0.8561358478934076,-0.2194996,-0.0367584331634472
ARE,1987,26.78216664,0.7168812625617043,-0.0265068,-0.0343549613691021
ARE,1988,26.8672231,1.249718127429026,-0.0869745,-0.0004259762009297
ARE,1989,26.26504135,0.7366568597753941,0.0572723,0.0741127514941962
ARE,1990,26.88838085,0.6346570210322774,0.1116872,-0.0876020789284961
