country,year,drought,extreme_temperature,flood,ln_GDP_change,ln_TFP_change
AUT,1998,0,0,0,0.0360592,0.0442443447599885
AUT,1999,0,0,1,0.0328338,0.0959778080311979
AUT,2000,0,0,0,0.0336147,-0.0428218214762062
AUT,2001,0,0,0,0.0047095,0.0112871564356789
AUT,2002,0,0,1,0.0118757,0.0403879637298479
AUT,2003,0,1,0,0.0037506,-0.0075149147891346
AUT,2004,0,0,0,0.019362,0.0577051532061246
AUT,2005,0,1,1,0.0169104,-0.0335798650948771
AUT,2006,0,0,1,0.0310926,-0.0056892689713379
AUT,2007,0,1,0,0.032509,0.0069246124576363
AUT,2008,0,0,0,0.0099163,0.140774888376832
AUT,2009,0,1,1,-0.0423631,-0.0133127625202984
AUT,2010,0,0,0,0.014613,-0.135336872136598
AUT,2011,0,0,0,0.0259947,0.0513399540461155
AUT,2012,0,1,0,0.0058396,-0.0570533532155908
AUT,2013,0,0,1,-0.0012516,0.0034484049094185
AUT,2014,0,0,0,,0.0271824079937559
AUT,2015,0,0,0,,-0.007395608655627
AUT,2016,0,0,1,,
AUT,2017,0,0,0,,
AUT,2018,0,0,0,,
AZE,1960,0,0,0,,
AZE,1961,0,0,0,,
AZE,1962,0,0,0,,-0.0259059536538553
AZE,1963,0,0,0,,-0.0128732967614926
AZE,1964,0,0,0,,-0.148901430219073
AZE,1965,0,0,0,,0.118744153836376
AZE,1966,0,0,0,,-0.0604534833458574
AZE,1967,0,0,0,,0.0701073428637136
AZE,1968,0,0,0,,0.0668458025002883
AZE,1969,0,0,0,,-0.0212648084116909
AZE,1970,0,0,0,,-0.0969380714788128
AZE,1971,0,0,0,,-0.0085112559353373
AZE,1972,0,0,0,,-0.203329390665693
AZE,1973,0,0,0,,0.0795273771284863
AZE,1974,0,0,0,,-0.0897202495101785
AZE,1975,0,0,0,,-0.0019780847363684
AZE,1976,0,0,0,,0.0557068237862017
AZE,1977,0,0,0,,-0.103973852072478
AZE,1978,0,0,0,,0.0553145701128832
AZE,1979,0,0,0,,0.103975852369373
AZE,1980,0,0,0,,-0.0109128116505399
AZE,1981,0,0,0,,-0.0503254807601525
AZE,1982,0,0,0,,0.132943007496732
AZE,1983,0,0,0,,-0.217551393865986
AZE,1984,0,0,0,,0.0856812604766537
AZE,1985,0,0,0,,-0.0024919634444868
