,Country,Year,Temp,GDP,GDP_change,GDP_Normalized_By_Country,Precipitation
1550,BTN,1998,13.21,484600000.0,0.0335846,-0.26735894675173766,3164.89
1551,BTN,1999,13.35,523300000.0,0.0493481,-0.17187257192519828,3097.0
1552,BTN,2000,12.57,559600000.0,0.0387256,-0.08230783274681641,3344.39
1553,BTN,2001,12.99,605500000.0,0.0499627,0.030943449024195387,3349.36
1554,BTN,2002,12.67,670500000.0,0.0721118,0.19132108116179378,3402.24
1555,BTN,2003,12.69,721900000.0,0.044331,0.31814277795983315,3318.97
1556,BTN,2004,12.78,764400000.0,0.0292795,0.42300507589595515,3513.92
1557,BTN,2005,12.89,818900000.0,0.0430699,0.5574755520728646,3336.54
1558,BTN,2006,13.37,875000000.0,0.0432227,0.6958937853485457,3073.52
1559,BTN,2007,13.2,1032000000.0,0.1443679,1.0832674506655142,3461.07
1560,BTN,2008,12.99,1081000000.0,0.0279244,1.204167511815396,3392.34
1561,BTN,2009,13.58,1153000000.0,0.0467177,1.3818165812601204,3221.37
1562,BTN,2010,13.4,1288000000.0,0.0934799,1.7149085864689786,3585.67
1563,BTN,2011,,1398000000.0,0.0648108,1.9863168870095298,
1564,BTN,2012,,1463000000.0,0.0283174,2.146694519147128,
1565,BTN,2013,,1536000000.0,0.0324048,2.326810936778585,
1566,BWA,1960,,,,,
1567,BWA,1961,20.66,211600000.0,0.0378325,-1.0963340457352457,504.1
1568,BWA,1962,20.94,225700000.0,0.0398354,-1.0930385067622046,405.16
1569,BWA,1963,20.4,239100000.0,0.0318064,-1.0899065761069742,406.13
1570,BWA,1964,20.88,255400000.0,0.0394414,-1.0860968395636714,299.96
1571,BWA,1965,21.03,270300000.0,0.0289934,-1.0826143196559896,218.58
1572,BWA,1966,21.2,287400000.0,0.0330655,-1.0786176021780463,471.78
1573,BWA,1967,20.26,304500000.0,0.0281437,-1.0746208847001029,680.52
1574,BWA,1968,20.52,336600000.0,0.0701323,-1.0671182746976478,455.13
1575,BWA,1969,21.0,387600000.0,0.1097017,-1.0551982401143076,473.06
1576,BWA,1970,21.44,453900000.0,0.1261361,-1.0397021951559655,327.8
1577,BWA,1971,20.31,571100000.0,0.1972221,-1.0123094882311137,482.04
1578,BWA,1972,20.38,721700000.0,0.2009233,-0.9771103272850156,486.13
1579,BWA,1973,20.62,875400000.0,0.1591616,-0.9411866152171849,502.13
1580,BWA,1974,19.77,952400000.0,0.0490617,-0.9231897002580245,645.41
1581,BWA,1975,19.93,1033000000.0,0.044394,-0.9043513710929812,589.85
1582,BWA,1976,19.57,1143000000.0,0.0630943,-0.878641492579895,622.11
1583,BWA,1977,20.53,1280000000.0,0.0743953,-0.8466210075226874,604.58
1584,BWA,1978,20.54,1464000000.0,0.0946729,-0.8036153925553431,569.08
1585,BWA,1979,21.12,1641000000.0,0.0759966,-0.7622458607661042,418.57
1586,BWA,1980,20.4,1838000000.0,0.075699,-0.7162018056108497,488.46
1587,BWA,1981,20.08,2005000000.0,0.0505554,-0.6771695355046187,549.62
1588,BWA,1982,21.14,2249000000.0,0.0797237,-0.6201403504392272,373.38
1589,BWA,1983,21.93,2544000000.0,0.0893726,-0.5511911307904958,320.67
1590,BWA,1984,21.46,2762000000.0,0.0485143,-0.5002388261009247,306.63
1591,BWA,1985,21.25,2958000000.0,0.0358319,-0.454428497113971,310.61
1592,BWA,1986,21.26,3200000000.0,0.0461041,-0.3978667643851811,382.98
1593,BWA,1987,22.16,3580000000.0,0.0804812,-0.30905082043088294,399.88
1594,BWA,1988,21.02,4277000000.0,0.1466136,-0.1461436811252361,600.59
1595,BWA,1989,21.0,4835000000.0,0.0923264,-0.015724479213398306,470.29
1596,BWA,1990,21.77,5163000000.0,0.0358525,0.06093770398925904,326.71
1597,BWA,1991,20.54,5548000000.0,0.0430208,0.1509222787850611,478.11
1598,BWA,1992,22.2,5710000000.0,0.0006789,0.1887859180497882,267.3
1599,BWA,1993,21.3,5819000000.0,-0.00811,0.2142620703945737,306.29
1600,BWA,1994,20.89,6030000000.0,0.0096942,0.26357829190603926,313.01
1601,BWA,1995,21.94,6454000000.0,0.0432714,0.36267818726557194,472.32
1602,BWA,1996,20.78,6831000000.0,0.0332334,0.4507929527149677,497.54
1603,BWA,1997,20.58,7379000000.0,0.055024,0.5788748929437977,495.27
1604,BWA,1998,21.31,7432000000.0,-0.0135854,0.5912623798637392,445.67
1605,BWA,1999,21.22,8151000000.0,0.0730962,0.7593114948720033,325.67
1606,BWA,2000,19.8,8313000000.0,0.0021825,0.7971751341367305,540.44
1607,BWA,2001,20.76,8333000000.0,-0.0133079,0.8018496575027462,494.76
1608,BWA,2002,21.64,8839000000.0,0.0446568,0.9201150986629432,347.27
1609,BWA,2003,22.01,9248000000.0,0.032245,1.015709101497964,318.26
1610,BWA,2004,20.98,9498000000.0,0.0146914,1.0741406435731602,455.65
1611,BWA,2005,22.23,9931000000.0,0.0332649,1.1753440744474,344.45
1612,BWA,2006,20.59,10720000000.0,0.0659073,1.359754021236719,524.29
1613,BWA,2007,21.2,11650000000.0,0.0731607,1.5771193577564486,377.44
1614,BWA,2008,21.01,12110000000.0,0.028643,1.6846333951748096,416.75
1615,BWA,2009,20.7,11160000000.0,-0.0909182,1.4625935352890642,554.22
1616,BWA,2010,21.49,12120000000.0,0.0734567,1.6869706568578173,464.37
1617,BWA,2011,,12870000000.0,0.0512162,1.8622652830834059,
1618,BWA,2012,,13410000000.0,0.0330622,1.9884774139658294,
1619,BWA,2013,,14200000000.0,0.0487359,2.1731210869234494,
1620,CAF,1960,,,,,
1621,CAF,1961,25.04,757000000.0,0.0313795,-1.2086528395933631,1391.63
1622,CAF,1962,25.0,728800000.0,-0.0556198,-1.3007248341935793,1579.79
1623,CAF,1963,25.27,723700000.0,-0.0256246,-1.3173761523659586,1418.45
1624,CAF,1964,24.99,738700000.0,0.0013845,-1.2684016871530779,1453.45
1625,CAF,1965,25.11,745700000.0,-0.0103623,-1.2455469367204,1402.62
1626,CAF,1966,25.1,750600000.0,-0.0140078,-1.2295486114175256,1595.69
1627,CAF,1967,24.71,785700000.0,0.0247221,-1.1149483628193844,1394.99
1628,CAF,1968,24.98,796700000.0,-0.0071871,-1.079033754996605,1478.08
1629,CAF,1969,25.23,853200000.0,0.0477135,-0.8945632693614203,1569.13
1630,CAF,1970,25.33,873100000.0,0.0028669,-0.8295904788456648,1423.53
1631,CAF,1971,24.23,883000000.0,-0.0082756,-0.7972673318051635,1288.38
1632,CAF,1972,24.56,882900000.0,-0.0190873,-0.797593828239916,1293.54
1633,CAF,1973,24.91,899600000.0,-0.0003918,-0.743068923636242,1273.53
1634,CAF,1974,24.23,956700000.0,0.0417378,-0.556639459392542,1467.41
1635,CAF,1975,24.2,960500000.0,-0.0167247,-0.5442325948719454,1462.79
1636,CAF,1976,24.28,1013000000.0,0.0312073,-0.3728219666268623,1455.03
1637,CAF,1977,24.72,1051000000.0,0.0148531,-0.24875332142089734,1378.26
1638,CAF,1978,24.51,1064000000.0,-0.0116241,-0.20630878490306723,1397.48
1639,CAF,1979,24.96,1038000000.0,-0.05012,-0.29119785793872743,1433.9
1640,CAF,1980,24.89,991300000.0,-0.0725999,-0.44367169296816333,1460.6
1641,CAF,1981,24.58,976000000.0,-0.0441571,-0.49362564748530185,1392.77
1642,CAF,1982,24.66,1051000000.0,0.0444059,-0.24875332142089734,1468.79
1643,CAF,1983,25.0,965800000.0,-0.1146984,-0.5269282838300609,1380.4
1644,CAF,1984,24.46,1057000000.0,0.0621994,-0.22916353533574496,1254.88
1645,CAF,1985,24.52,1099000000.0,0.0126252,-0.09203503273967843,1370.35
1646,CAF,1986,24.82,1138000000.0,0.012081,0.035298576813811926,1286.55
1647,CAF,1987,25.18,1082000000.0,-0.0714801,-0.14753942664761013,1277.58
1648,CAF,1988,24.95,1101000000.0,-0.0027203,-0.08550510404462765,1459.31
1649,CAF,1989,24.33,1122000000.0,-0.0004067,-0.016940852746594376,1351.17
1650,CAF,1990,25.47,1098000000.0,-0.0429518,-0.09529999708720382,1368.73
1651,CAF,1991,24.78,1092000000.0,-0.0282016,-0.1148897831723562,1463.32
1652,CAF,1992,24.36,1022000000.0,-0.0900125,-0.34343728749913377,1359.01
1653,CAF,1993,25.13,1025000000.0,-0.0207343,-0.3336423944565576,1309.49
1654,CAF,1994,25.08,1076000000.0,0.0239691,-0.1671292127327625,1368.85
1655,CAF,1995,24.82,1153000000.0,0.0463446,0.08427304202669283,1433.13
1656,CAF,1996,24.95,1107000000.0,-0.0633415,-0.06591531795947528,1478.41
1657,CAF,1997,25.46,1166000000.0,0.0296693,0.12671757854452295,1347.48
1658,CAF,1998,25.63,1220000000.0,0.024721,0.3030256533108942,1524.38
1659,CAF,1999,24.71,1264000000.0,0.0151666,0.44668408460201153,1509.1
1660,CAF,2000,25.04,1233000000.0,-0.0442986,0.34547018982872435,1334.81
1661,CAF,2001,24.94,1288000000.0,0.0257753,0.525043228942621,1396.84
1662,CAF,2002,24.98,1334000000.0,0.018607,0.6752315889287891,1210.4
1663,CAF,2003,25.36,1262000000.0,-0.071911,0.4401541559069608,1289.92
1664,CAF,2004,25.46,1338000000.0,0.0416585,0.6882914463188907,1292.59
1665,CAF,2005,25.66,1350000000.0,-0.0080977,0.7274710184891954,1360.04
1666,CAF,2006,25.41,1453000000.0,0.0554363,1.0637623462843109,1375.44
1667,CAF,2007,25.45,1571000000.0,0.0597175,1.4490281392923074,1291.35
1668,CAF,2008,25.16,1632000000.0,0.0193182,1.6481909644913564,1391.25
1669,CAF,2009,25.59,1777000000.0,0.0661228,2.1216107948825385,1322.54
1670,CAF,2010,25.71,1895000000.0,0.0448223,2.506876587890535,1455.53
1671,CAF,2011,,1958000000.0,0.0128225,2.7125693417846346,
1672,CAF,2012,,2038000000.0,0.0203198,2.9737664895866662,
1673,CAF,2013,,1304000000.0,-0.4662417,0.5772826585030273,
1674,CAN,1960,5.52,231600000000.0,,-1.543584065893667,830.39
1675,CAN,1961,5.79,238900000000.0,0.0111317,-1.5210435643646696,833.95
1676,CAN,1962,5.2,255900000000.0,0.0501506,-1.4685519854615252,871.34
1677,CAN,1963,5.29,269200000000.0,0.0318914,-1.4274850443196532,800.32
1678,CAN,1964,5.5,287200000000.0,0.0459887,-1.3719057254810296,841.83
1679,CAN,1965,4.85,306300000000.0,0.0461544,-1.312929892713379,885.98
1680,CAN,1966,5.29,326400000000.0,0.0451441,-1.2508663200102492,851.07
1681,CAN,1967,5.13,336000000000.0,0.0107427,-1.22122401662965,902.05
1682,CAN,1968,5.3,353700000000.0,0.0354649,-1.16657101977167,903.37
1683,CAN,1969,5.43,372400000000.0,0.0376655,-1.108830282978211,851.63
1684,CAN,1970,5.16,400900000000.0,0.0598138,-1.0208296948170572,850.27
1685,CAN,1971,5.33,417400000000.0,0.0253854,-0.9698819858816521,862.09
1686,CAN,1972,4.38,440100000000.0,0.0370737,-0.8997902893462768,1010.37
1687,CAN,1973,6.15,470800000000.0,0.0503826,-0.8049966733270687,927.48
1688,CAN,1974,5.17,488100000000.0,0.018316,-0.7515787724432805,917.07
1689,CAN,1975,5.66,497000000000.0,-0.0008512,-0.7240978870175165,905.95
1690,CAN,1976,5.14,522900000000.0,0.0374605,-0.6441254226886082,943.03
1691,CAN,1977,5.71,541000000000.0,0.0222464,-0.5882373298564366,951.03
1692,CAN,1978,4.79,562300000000.0,0.0287392,-0.522468469230732,813.07
1693,CAN,1979,5.44,583700000000.0,0.0273665,-0.4563908346114795,889.51
1694,CAN,1980,5.11,596400000000.0,0.0084632,-0.41717653743089506,880.33
1695,CAN,1981,6.25,617300000000.0,0.0220256,-0.3526427727793821,936.45
1696,CAN,1982,4.91,598600000000.0,-0.0427237,-0.4103835095728411,888.01
1697,CAN,1983,6.07,614000000000.0,0.0153088,-0.3628323145664631,958.3
1698,CAN,1984,5.73,648200000000.0,0.0446044,-0.2572316087730782,897.21
1699,CAN,1985,5.12,678500000000.0,0.0364362,-0.1636730887280618,861.87
1700,CAN,1986,5.75,693400000000.0,0.0116947,-0.11766576368942336,967.25
1701,CAN,1987,6.76,721500000000.0,0.0265095,-0.03090027150246093,813.7
1702,CAN,1988,6.11,755600000000.0,0.0333779,0.07439166029737602,827.15
1703,CAN,1989,5.11,773600000000.0,0.0056412,0.12997097913599964,820.41
1704,CAN,1990,6.4,774600000000.0,-0.013647,0.13305871907147873,1005.66
1705,CAN,1991,6.52,758200000000.0,-0.0350355,0.08241978412962166,861.71
1706,CAN,1992,5.39,764600000000.0,-0.0037667,0.10218131971668784,921.49
1707,CAN,1993,5.3,784600000000.0,0.0147963,0.16393611842626962,909.85
1708,CAN,1994,5.52,820300000000.0,0.0349211,0.2741684341228731,880.98
1709,CAN,1995,5.67,842800000000.0,0.0187351,0.34364258267115266,951.49
1710,CAN,1996,4.97,856900000000.0,0.0058849,0.3871797157614078,1024.47
1711,CAN,1997,5.45,893400000000.0,0.0310836,0.4998822234063946,877.04
1712,CAN,1998,7.43,930300000000.0,0.0318924,0.613819827025573,840.42
1713,CAN,1999,6.92,976800000000.0,0.0404903,0.7573997340253507,853.56
1714,CAN,2000,5.68,1027000000000.0,0.0411321,0.912404278786401,862.78
1715,CAN,2001,6.76,1044000000000.0,0.0066476,0.9648958576895456,661.83
1716,CAN,2002,5.89,1073000000000.0,0.018662,1.0544403158184392,698.38
1717,CAN,2003,5.1,1094000000000.0,0.0091079,1.1192828544635,903.48
1718,CAN,2004,5.17,1128000000000.0,0.020885,1.224266012269789,863.54
1719,CAN,2005,6.26,1164000000000.0,0.0212795,1.3354246499470364,904.26
1720,CAN,2006,6.95,1195000000000.0,0.0179116,1.431144587946888,975.85
1721,CAN,2007,5.87,1219000000000.0,0.0101856,1.5052503463983862,842.47
1722,CAN,2008,5.61,1233000000000.0,0.0008637,1.5484787054950935,979.66
1723,CAN,2009,5.41,1200000000000.0,-0.0389375,1.4465832876242835,886.27
1724,CAN,2010,6.76,1240000000000.0,0.0220462,1.570092885043447,883.41
1725,CAN,2011,,1271000000000.0,0.0150914,1.665812823043299,
1726,CAN,2012,,1293000000000.0,0.0050366,1.733743101623839,
1727,CAN,2013,,1319000000000.0,0.0083344,1.8140243399462952,
1728,CHE,1960,7.14,,,,1480.47
1729,CHE,1961,8.12,,,,1135.43
1730,CHE,1962,6.47,,,,1086.95
1731,CHE,1963,6.32,,,,1284.5
1732,CHE,1964,7.58,,,,1113.56
1733,CHE,1965,6.39,,,,1609.37
1734,CHE,1966,7.38,,,,1411.91
1735,CHE,1967,7.41,,,,1209.95
1736,CHE,1968,7.07,,,,1397.58
1737,CHE,1969,6.75,,,,1148.94
1738,CHE,1970,6.83,229400000000.0,,-1.4025117232950144,1473.31
1739,CHE,1971,7.16,238800000000.0,0.0346979,-1.258450021423754,1093.52
1740,CHE,1972,6.85,246400000000.0,0.0238788,-1.1419746028895432,1073.54
1741,CHE,1973,6.82,253900000000.0,0.022661,-1.0270317556518351,1218.31
1742,CHE,1974,7.27,257600000000.0,0.009059,-0.9703266176812326,1226.77
1743,CHE,1975,7.32,238900000000.0,-0.0751828,-1.256917450127251,1173.18
1744,CHE,1976,7.2,235500000000.0,-0.0084202,-1.3090248742083455,1054.81
1745,CHE,1977,7.29,241300000000.0,0.0274352,-1.2201357390111844,1377.1
1746,CHE,1978,6.37,242200000000.0,0.0039927,-1.2063425973426596,1169.3
1747,CHE,1979,6.77,248300000000.0,0.0226017,-1.1128557482559904,1281.82
1748,CHE,1980,6.14,259700000000.0,0.0410215,-0.9381426204546743,1157.74
1749,CHE,1981,6.78,263900000000.0,0.0104158,-0.8737746260015579,1388.38
1750,CHE,1982,7.45,260400000000.0,-0.0190236,-0.927414621379155,1138.26
1751,CHE,1983,7.48,262100000000.0,0.0020826,-0.9013609093386078,1122.61
1752,CHE,1984,6.6,270000000000.0,0.0260498,-0.7802877769148888,1121.53
1753,CHE,1985,6.57,279900000000.0,0.0316629,-0.6285632185611143,1015.52
1754,CHE,1986,6.87,285100000000.0,0.0132118,-0.5488695111429701,1247.71
1755,CHE,1987,6.88,289600000000.0,0.0094493,-0.47990380280034534,1246.42
1756,CHE,1988,7.72,299100000000.0,0.0249009,-0.3343095296325819,1409.81
1757,CHE,1989,8.04,312000000000.0,0.034311,-0.13660783238372426,1004.45
1758,CHE,1990,7.92,323500000000.0,0.0258185,0.03963786671409461,1319.93
1759,CHE,1991,7.02,320500000000.0,-0.0216986,-0.006339272180988571,1072.39
1760,CHE,1992,7.6,320400000000.0,-0.0114626,-0.007871843477491345,1248.35
1761,CHE,1993,7.34,320000000000.0,-0.0103678,-0.014002128663502434,1351.87
1762,CHE,1994,8.58,324100000000.0,0.0046461,0.048833294493111246,1383.31
1763,CHE,1995,7.45,325600000000.0,-0.0018853,0.07182186394065283,1431.88
1764,CHE,1996,6.68,327200000000.0,0.0004187,0.0963430046846972,1152.42
1765,CHE,1997,7.85,333900000000.0,0.0178075,0.19902528155038296,1144.9
1766,CHE,1998,7.56,343000000000.0,0.0240034,0.33848926953213526,1185.71
1767,CHE,1999,7.56,347800000000.0,0.0090952,0.4120526917642684,1545.29
1768,CHE,2000,8.26,360600000000.0,0.0304345,0.6082218177166233,1305.83
1769,CHE,2001,7.62,365000000000.0,0.0060272,0.6756549547627453,1549.74
1770,CHE,2002,8.07,365700000000.0,-0.0057127,0.6863829538382646,1478.5
1771,CHE,2003,8.23,365800000000.0,-0.0072084,0.6879155251347675,962.43
1772,CHE,2004,7.48,374700000000.0,0.0170487,0.8243143705235142,1204.16
1773,CHE,2005,7.13,384800000000.0,0.0201894,0.9791040714702942,1062.19
1774,CHE,2006,7.87,399200000000.0,0.0305534,1.1997943381666936,1308.86
1775,CHE,2007,8.09,414500000000.0,0.0287992,1.4342777465316177,1405.41
1776,CHE,2008,7.63,423500000000.0,0.0087055,1.5722091632168673,1266.7
1777,CHE,2009,7.89,415300000000.0,-0.0320532,1.4465383169036399,1173.92
1778,CHE,2010,6.84,427600000000.0,0.018689,1.635044586373481,1144.48
1779,CHE,2011,,435200000000.0,0.0066257,1.7515200049076918,
1780,CHE,2012,,439800000000.0,-0.0001846,1.8220182845468191,
1781,CHE,2013,,448400000000.0,0.0088647,1.9538194160460578,
1782,CHI,1960,,,,,
1783,CHI,1961,,,,,
1784,CHI,1962,,,,,
1785,CHI,1963,,,,,
1786,CHI,1964,,,,,
1787,CHI,1965,,,,,
1788,CHI,1966,,,,,
1789,CHI,1967,,,,,
1790,CHI,1968,,,,,
1791,CHI,1969,,,,,
1792,CHI,1970,,,,,
1793,CHI,1971,,,,,
1794,CHI,1972,,,,,
1795,CHI,1973,,,,,
1796,CHI,1974,,,,,
1797,CHI,1975,,,,,
1798,CHI,1976,,,,,
1799,CHI,1977,,,,,
1800,CHI,1978,,,,,
1801,CHI,1979,,,,,
1802,CHI,1980,,,,,
1803,CHI,1981,,,,,
1804,CHI,1982,,,,,
1805,CHI,1983,,,,,
1806,CHI,1984,,,,,
1807,CHI,1985,,,,,
1808,CHI,1986,,,,,
1809,CHI,1987,,,,,
1810,CHI,1988,,,,,
1811,CHI,1989,,,,,
1812,CHI,1990,,,,,
1813,CHI,1991,,,,,
1814,CHI,1992,,,,,
1815,CHI,1993,,,,,
1816,CHI,1994,,,,,
1817,CHI,1995,,,,,
1818,CHI,1996,,,,,
1819,CHI,1997,,,,,
1820,CHI,1998,,,,,
1821,CHI,1999,,8754000000.0,0.0301263,-0.8488634005402558,
1822,CHI,2000,,9264000000.0,0.0495945,0.6411109812875748,
1823,CHI,2001,,9124000000.0,-0.0224407,0.23209840588385658,
1824,CHI,2002,,8975000000.0,-0.0238327,-0.20320783508152923,
1825,CHI,2003,,8688000000.0,-0.0400122,-1.0416836146591515,
1826,CHI,2004,,8707000000.0,-0.005198,-0.9861747651400755,
1827,CHI,2005,,8827000000.0,0.006372,-0.6355925576511742,
1828,CHI,2006,,9258000000.0,0.0405133,0.6235818709131297,
1829,CHI,2007,,9804000000.0,0.0503135,2.218730914987631,
1830,CHI,2008,,,,,
1831,CHI,2009,,,,,
1832,CHI,2010,,,,,
1833,CHI,2011,,,,,
1834,CHI,2012,,,,,
1835,CHI,2013,,,,,
1836,CHL,1960,10.16,18960000000.0,,-1.0470490269327637,553.35
1837,CHL,1961,9.92,19730000000.0,0.0143075,-1.030007845714938,694.69
1838,CHL,1962,10.03,20760000000.0,0.0252137,-1.007212499410574,495.79
1839,CHL,1963,9.75,22030000000.0,0.0342976,-0.9791056161032512,818.09
1840,CHL,1964,9.58,22610000000.0,0.0020219,-0.9662694016794344,533.99
1841,CHL,1965,9.91,22710000000.0,-0.0191042,-0.9640562612615351,875.41
1842,CHL,1966,9.22,24980000000.0,0.0731906,-0.913817973775218,754.14
1843,CHL,1967,9.11,25890000000.0,0.014682,-0.8936783959723332,582.91
1844,CHL,1968,9.86,26860000000.0,0.0166849,-0.8722109339187087,424.46
1845,CHL,1969,9.73,27790000000.0,0.0147275,-0.8516287280322441,588.48
1846,CHL,1970,9.54,28380000000.0,0.0022226,-0.8385711995666374,600.26
1847,CHL,1971,9.25,30940000000.0,0.0680916,-0.781914804868412,598.07
1848,CHL,1972,9.62,30690000000.0,-0.0259258,-0.7874476559131607,921.71
1849,CHL,1973,9.54,29170000000.0,-0.0677327,-0.8210873902652319,492.52
1850,CHL,1974,9.38,29900000000.0,0.0083433,-0.8049314652145662,644.7
1851,CHL,1975,9.44,26500000000.0,-0.1360979,-0.8801782394231467,588.49
1852,CHL,1976,9.47,27400000000.0,0.0188375,-0.8602599756620518,513.2
1853,CHL,1977,10.1,29790000000.0,0.0693803,-0.8073659196742555,807.85
1854,CHL,1978,9.87,32010000000.0,0.0582227,-0.7582342023968882,754.63
1855,CHL,1979,9.49,34790000000.0,0.069298,-0.6967088987792841,579.98
1856,CHL,1980,9.82,37620000000.0,0.0638374,-0.6340770249527302,787.28
1857,CHL,1981,9.95,39410000000.0,0.031137,-0.5944618114723305,623.91
1858,CHL,1982,9.92,35340000000.0,-0.1246787,-0.6845366264808372,781.41
1859,CHL,1983,9.69,34000000000.0,-0.0547899,-0.7141927080806896,582.95
1860,CHL,1984,9.33,36710000000.0,0.0602297,-0.654216602755615,751.74
1861,CHL,1985,10.28,39330000000.0,0.0521167,-0.59623232380665,453.16
1862,CHL,1986,10.57,41530000000.0,0.0377109,-0.5475432346128626,636.93
1863,CHL,1987,10.81,44260000000.0,0.0470055,-0.4871245012042082,734.94
1864,CHL,1988,9.73,47500000000.0,0.0535023,-0.41541875166426667,469.09
1865,CHL,1989,9.98,52520000000.0,0.0829895,-0.3043191026857154,481.3
1866,CHL,1990,9.73,54460000000.0,0.0185262,-0.26138417857846646,532.05
1867,CHL,1991,9.79,58800000000.0,0.0584942,-0.16533388444163125,670.84
1868,CHL,1992,9.6,66020000000.0,0.0973985,-0.0055451462692924945,786.7
1869,CHL,1993,9.7,70630000000.0,0.0493197,0.09648062699587116,668.72
1870,CHL,1994,9.98,74660000000.0,0.0380167,0.18567018583721814,578.74
1871,CHL,1995,9.73,82600000000.0,0.0845647,0.3613935350184328,559.78
1872,CHL,1996,9.59,88720000000.0,0.0562437,0.4968377285938778,449.52
1873,CHL,1997,10.47,94580000000.0,0.0497358,0.6265277570827843,895.2
1874,CHL,1998,10.04,97640000000.0,0.018443,0.6942498538705069,359.57
1875,CHL,1999,9.73,96890000000.0,-0.0203695,0.6776513007362611,575.54
1876,CHL,2000,9.72,101300000000.0,0.0316805,0.775250793165626,701.72
1877,CHL,2001,10.01,104600000000.0,0.0210411,0.8482844269563071,679.18
1878,CHL,2002,9.84,106900000000.0,0.0099792,0.8991866565679939,834.61
1879,CHL,2003,10.13,111100000000.0,0.0277322,0.9921385541197699,521.59
1880,CHL,2004,10.17,117900000000.0,0.0479249,1.142632102536931,645.88
1881,CHL,2005,10.48,124400000000.0,0.0436747,1.286486229700394,753.59
1882,CHL,2006,10.44,129900000000.0,0.0329506,1.4082089526848625,694.48
1883,CHL,2007,9.3,136600000000.0,0.0404113,1.5564893606841244,466.0
1884,CHL,2008,10.52,141100000000.0,0.022705,1.6560806794895986,632.45
1885,CHL,2009,10.39,139600000000.0,-0.0199117,1.622883573221107,527.21
1886,CHL,2010,10.5,147700000000.0,0.0467145,1.802147947070961,426.68
1887,CHL,2011,,156300000000.0,0.047596,1.9924780230103116,
1888,CHL,2012,,164700000000.0,0.0434259,2.1783818181138637,
1889,CHL,2013,,171400000000.0,0.031109,2.3266622261131253,
1890,CHN,1960,14.02,87990000000.0,,-0.7297262861990337,942.18
1891,CHN,1961,14.41,87730000000.0,0.0071508,-0.7299305001970463,1042.52
1892,CHN,1962,13.84,63780000000.0,-0.3270334,-0.7487417511678255,985.14
1893,CHN,1963,14.03,60210000000.0,-0.0822056,-0.7515457664482297,930.0
1894,CHN,1964,13.68,66350000000.0,0.0739199,-0.746723174341316,1078.71
1895,CHN,1965,13.9,78490000000.0,0.1442399,-0.7371879515110338,943.65
1896,CHN,1966,14.13,91830000000.0,0.1291304,-0.7267102025360779,851.96
1897,CHN,1967,13.59,101700000000.0,0.0759467,-0.7189579249961366,935.0
1898,CHN,1968,13.84,95860000000.0,-0.084798,-0.723544885566882,904.42
1899,CHN,1969,13.29,91930000000.0,-0.0692642,-0.7266316586906884,994.28
1900,CHN,1970,13.5,107500000000.0,0.1285319,-0.7144023819635471,1029.49
1901,CHN,1971,13.71,128300000000.0,0.1498399,-0.6980652621225364,904.66
1902,CHN,1972,13.65,137300000000.0,0.0430851,-0.6909963160374837,947.33
1903,CHN,1973,14.14,142500000000.0,0.0144618,-0.6869120360772311,1103.65
1904,CHN,1974,13.61,153800000000.0,0.0553751,-0.6780365815482203,976.95
1905,CHN,1975,14.17,157300000000.0,0.0050756,-0.6752875469595887,1068.66
1906,CHN,1976,13.36,171000000000.0,0.0679482,-0.6645270401412308,919.04
1907,CHN,1977,13.96,168300000000.0,-0.0297572,-0.6666477239667465,969.3
1908,CHN,1978,14.25,181100000000.0,0.0598686,-0.6565941117568938,835.87
1909,CHN,1979,14.14,202200000000.0,0.0970379,-0.6400213603797146,932.59
1910,CHN,1980,13.68,217500000000.0,0.0604559,-0.628004152035125,1029.32
1911,CHN,1981,13.88,234600000000.0,0.0626823,-0.6145731544735248,987.42
1912,CHN,1982,14.03,246800000000.0,0.0363761,-0.6049908053360089,969.89
1913,CHN,1983,14.04,269200000000.0,0.0722498,-0.5873969839687666,1087.36
1914,CHN,1984,13.33,298400000000.0,0.0899139,-0.56446218111504,954.31
1915,CHN,1985,13.54,343700000000.0,0.1276744,-0.528881819153608,980.66
1916,CHN,1986,13.81,390000000000.0,0.1114608,-0.49251601873828116,857.43
1917,CHN,1987,14.18,424500000000.0,0.0687313,-0.4654183920789124,984.01
1918,CHN,1988,13.99,473700000000.0,0.0935002,-0.4267748201472909,877.69
1919,CHN,1989,14.11,527100000000.0,0.0915529,-0.3848324067093114,938.28
1920,CHN,1990,14.56,548500000000.0,0.0251552,-0.36802402379596383,1030.72
1921,CHN,1991,13.9,569600000000.0,0.0240273,-0.35145127241878465,976.14
1922,CHN,1992,13.8,621900000000.0,0.0755626,-0.3103728412800894,1146.59
1923,CHN,1993,13.7,710400000000.0,0.1216413,-0.2408615381104043,1075.51
1924,CHN,1994,14.54,809600000000.0,0.1194126,-0.16294604348404543,1070.49
1925,CHN,1995,14.13,915500000000.0,0.1120663,-0.07976811121659176,973.41
1926,CHN,1996,13.76,1016000000000.0,0.0932025,-0.0008315466001697039,984.62
1927,CHN,1997,14.37,1117000000000.0,0.0851532,0.07849773724319972,976.9
1928,CHN,1998,15.0,1221000000000.0,0.0793036,0.1601833364482534,1089.69
1929,CHN,1999,14.6,1317000000000.0,0.0667583,0.23558542802214907,919.18
