,Country,Year,Temp,GDP,GDP_change,GDP_Normalized_By_Country,Precipitation
0,ABW,1960,,,,,
1,ABW,1961,,,,,
2,ABW,1962,,,,,
3,ABW,1963,,,,,
4,ABW,1964,,,,,
5,ABW,1965,,,,,
6,ABW,1966,,,,,
7,ABW,1967,,,,,
8,ABW,1968,,,,,
9,ABW,1969,,,,,
10,ABW,1970,,,,,
11,ABW,1971,,,,,
12,ABW,1972,,,,,
13,ABW,1973,,,,,
14,ABW,1974,,,,,
15,ABW,1975,,,,,
16,ABW,1976,,,,,
17,ABW,1977,,,,,
18,ABW,1978,,,,,
19,ABW,1979,,,,,
20,ABW,1980,,,,,
21,ABW,1981,,,,,
22,ABW,1982,,,,,
23,ABW,1983,,,,,
24,ABW,1984,,,,,
25,ABW,1985,,,,,
26,ABW,1986,,,,,
27,ABW,1987,,,,,
28,ABW,1988,,,,,
29,ABW,1989,,,,,
30,ABW,1990,,,,,
31,ABW,1991,,,,,
32,ABW,1992,,,,,
33,ABW,1993,,,,,
34,ABW,1994,,,,,
35,ABW,1995,,1793000000.0,-0.0338177,-2.2957543432087957,
36,ABW,1996,,1933000000.0,0.0401474,-1.4004740979463128,
37,ABW,1997,,2062000000.0,0.037829,-0.5755373005258819,
38,ABW,1998,,2086000000.0,-0.0097006,-0.4220606870523134,
39,ABW,1999,,2180000000.0,0.0245456,0.1790560490524966,
40,ABW,2000,,2172000000.0,-0.0242702,0.12789717789464045,
41,ABW,2001,,2125000000.0,-0.0440435,-0.1726611901577646,
42,ABW,2002,,2135000000.0,-0.0177231,-0.10871260121044438,
43,ABW,2003,,2295000000.0,0.0514604,0.9144648219466791,
44,ABW,2004,,2322000000.0,-0.0059466,1.0871260121044437,
45,ABW,2005,,2331000000.0,-0.0091731,1.1446797421570318,
46,ABW,2006,,2386000000.0,0.0153224,1.496396981367293,
47,ABW,2007,,2299000000.0,-0.0410814,0.9400442575256073,
48,ABW,2008,,2141000000.0,-0.0725294,-0.07034344784205224,
49,ABW,2009,,2020000000.0,-0.058926,-0.8441213741046268,
50,ABW,2010,,,,,
51,ABW,2011,,,,,
52,ABW,2012,,,,,
53,ABW,2013,,,,,
54,ADO,1960,,,,,
55,ADO,1961,,,,,
56,ADO,1962,,,,,
57,ADO,1963,,,,,
58,ADO,1964,,,,,
59,ADO,1965,,,,,
60,ADO,1966,,,,,
61,ADO,1967,,,,,
62,ADO,1968,,,,,
63,ADO,1969,,,,,
64,ADO,1970,,,,,
65,ADO,1971,,731900000.0,-0.0059706,-1.2216439505658154,
66,ADO,1972,,791600000.0,0.0275464,-1.1205768550552102,
67,ADO,1973,,853200000.0,0.0264086,-1.016293218816462,
68,ADO,1974,,901100000.0,0.010222,-0.935202534143799,
69,ADO,1975,,906000000.0,-0.034186,-0.9269072448975348,
70,ADO,1976,,936000000.0,-0.0019067,-0.8761197597163263,
71,ADO,1977,,962500000.0,-0.002624,-0.831257481139592,
72,ADO,1978,,976600000.0,-0.0148549,-0.8073873631044239,
73,ADO,1979,,977000000.0,-0.0308859,-0.8067101966353412,
74,ADO,1980,,998600000.0,-0.0132573,-0.770143207304871,
75,ADO,1981,,997300000.0,-0.0404524,-0.77234399832939,
76,ADO,1982,,1010000000.0,-0.0296475,-0.7508439629360117,
77,ADO,1983,,1028000000.0,-0.0262249,-0.7203714718272866,
78,ADO,1984,,1046000000.0,-0.0264026,-0.6898989807185614,
79,ADO,1985,,1070000000.0,-0.020425,-0.6492689925735945,
80,ADO,1986,,1105000000.0,-0.010093,-0.5900169265288512,
81,ADO,1987,,1166000000.0,0.0130647,-0.48674903999372704,
82,ADO,1988,,1226000000.0,0.0097795,-0.38517406963130985,
83,ADO,1989,,1285000000.0,0.0079063,-0.2852920154415996,
84,ADO,1990,,1333000000.0,-0.0014447,-0.20403203915166584,
85,ADO,1991,,1367000000.0,-0.0137717,-0.14647288927962945,
86,ADO,1992,,1380000000.0,-0.0293442,-0.12446497903443905,
87,ADO,1993,,1366000000.0,-0.0453825,-0.1481658054523364,
88,ADO,1994,,1398000000.0,-0.0039976,-0.0939924879257139,
89,ADO,1995,,1437000000.0,0.0090755,-0.027968757190142725,
90,ADO,1996,,1504000000.0,0.0388928,0.08545662638122313,
91,ADO,1997,,1640000000.0,0.0896652,0.31569322586936877,
92,ADO,1998,,1693000000.0,0.035999,0.40541778302283726,
93,ADO,1999,,1762000000.0,0.0357158,0.522228998939617,
94,ADO,2000,,1783000000.0,-0.0087218,0.5577802385664631,
95,ADO,2001,,1992000000.0,0.0722747,0.9115997186622162,
96,ADO,2002,,2109000000.0,0.0049505,1.1096709108689298,
97,ADO,2003,,2252000000.0,0.0109753,1.351757923566024,
98,ADO,2004,,2398000000.0,0.01865,1.5989236847812391,
99,ADO,2005,,2540000000.0,0.0305023,1.8393177813056265,
100,ADO,2006,,2712000000.0,0.0576738,2.1304993630112223,
101,ADO,2007,,2751000000.0,0.0213502,2.196523093746794,
102,ADO,2008,,2849000000.0,0.0514932,2.362428878672075,
103,ADO,2009,,,,,
104,ADO,2010,,,,,
105,ADO,2011,,,,,
106,ADO,2012,,,,,
107,ADO,2013,,,,,
108,AFG,1960,,,,,
109,AFG,1961,,,,,
110,AFG,1962,,,,,
111,AFG,1963,,,,,
112,AFG,1964,,,,,
113,AFG,1965,,,,,
114,AFG,1966,,,,,
115,AFG,1967,,,,,
116,AFG,1968,,,,,
117,AFG,1969,,,,,
118,AFG,1970,,,,,
119,AFG,1971,,,,,
120,AFG,1972,,,,,
121,AFG,1973,,,,,
122,AFG,1974,,,,,
123,AFG,1975,,,,,
124,AFG,1976,,,,,
125,AFG,1977,,,,,
126,AFG,1978,,,,,
127,AFG,1979,,,,,
128,AFG,1980,,,,,
129,AFG,1981,,,,,
130,AFG,1982,,,,,
131,AFG,1983,,,,,
132,AFG,1984,,,,,
133,AFG,1985,,,,,
134,AFG,1986,,,,,
135,AFG,1987,,,,,
136,AFG,1988,,,,,
137,AFG,1989,,,,,
138,AFG,1990,,,,,
139,AFG,1991,,,,,
140,AFG,1992,,,,,
141,AFG,1993,,,,,
142,AFG,1994,,,,,
143,AFG,1995,,,,,
144,AFG,1996,,,,,
145,AFG,1997,,,,,
146,AFG,1998,,,,,
147,AFG,1999,,,,,
148,AFG,2000,,,,,
149,AFG,2001,,,,,
150,AFG,2002,,,,,
151,AFG,2003,12.69,5585000000.0,0.0407527,-1.2145289790590807,328.09
152,AFG,2004,13.59,5644000000.0,-0.0278005,-1.1913457641352765,275.58
153,AFG,2005,12.5,6275000000.0,0.0714752,-0.9434032452044212,408.81
154,AFG,2006,13.04,6624000000.0,0.0235347,-0.8062686348924267,472.31
155,AFG,2007,12.91,7534000000.0,0.1011208,-0.448697014881209,361.43
156,AFG,2008,13.2,7806000000.0,0.0098878,-0.3418184647240099,359.51
157,AFG,2009,12.85,9447000000.0,0.1660917,0.30298925883468053,353.68
158,AFG,2010,14.24,10240000000.0,0.0563808,0.614587384844456,237.91
159,AFG,2011,,10870000000.0,0.0347265,0.8621369679291452,
160,AFG,2012,,12440000000.0,0.1104296,1.4790462464100373,
161,AFG,2013,,12970000000.0,0.0173779,1.6873022448781092,
162,AGO,1960,,,,,
163,AGO,1961,,,,,
164,AGO,1962,,,,,
165,AGO,1963,,,,,
166,AGO,1964,,,,,
167,AGO,1965,,,,,
168,AGO,1966,,,,,
169,AGO,1967,,,,,
170,AGO,1968,,,,,
171,AGO,1969,,,,,
172,AGO,1970,,,,,
173,AGO,1971,21.35,,,,978.81
174,AGO,1972,21.49,,,,1018.58
175,AGO,1973,22.01,,,,1051.52
176,AGO,1974,21.43,,,,1024.25
177,AGO,1975,21.67,,,,1124.26
178,AGO,1976,21.32,,,,1075.93
179,AGO,1977,22.05,,,,1042.7
180,AGO,1978,21.77,,,,941.51
181,AGO,1979,22.08,,,,1085.32
182,AGO,1980,22.08,,,,831.76
183,AGO,1981,21.71,,,,908.36
184,AGO,1982,21.28,,,,964.22
185,AGO,1983,21.71,,,,994.76
186,AGO,1984,21.74,,,,1144.65
187,AGO,1985,21.76,13640000000.0,,-0.7766393180518126,1058.88
188,AGO,1986,21.63,14020000000.0,-0.0003487,-0.751441869765494,1144.24
189,AGO,1987,22.23,15130000000.0,0.0505754,-0.6778387971396687,990.78
190,AGO,1988,21.66,15970000000.0,0.0299989,-0.622139174612017,1120.09
191,AGO,1989,21.47,16040000000.0,-0.0215094,-0.6174975394013793,928.4
192,AGO,1990,21.75,15990000000.0,-0.0307435,-0.6208129931232633,1016.45
193,AGO,1991,21.58,15800000000.0,-0.0424642,-0.6334117172664226,1066.93
194,AGO,1992,21.88,14710000000.0,-0.1038261,-0.7056886084034945,954.2
195,AGO,1993,21.67,11070000000.0,-0.316712,-0.9470536393566515,987.37
196,AGO,1994,21.54,11460000000.0,0.0022752,-0.9211931003259561,1010.79
197,AGO,1995,22.33,12650000000.0,0.0686194,-0.8422853017451164,830.7
198,AGO,1996,21.81,14070000000.0,0.077898,-0.74812641604361,998.52
199,AGO,1997,21.66,15180000000.0,0.0491394,-0.6745233434177846,1171.45
200,AGO,1998,22.62,16220000000.0,0.0391305,-0.6055619060025969,1091.34
201,AGO,1999,21.85,16740000000.0,0.0038824,-0.571081187295003,1211.77
202,AGO,2000,21.75,17250000000.0,-0.000529,-0.5372635593317859,1081.63
203,AGO,2001,21.98,17970000000.0,0.0088182,-0.48952102573665596,927.67
204,AGO,2002,22.45,20460000000.0,0.0952098,-0.3244114303868314,985.45
205,AGO,2003,22.58,21530000000.0,0.0158698,-0.2534607207385132,890.23
206,AGO,2004,22.1,23870000000.0,0.0678763,-0.09829748655434081,1001.39
207,AGO,2005,22.46,28230000000.0,0.1328146,0.1908100779939463,898.77
208,AGO,2006,22.0,34090000000.0,0.1540862,0.5793812541987542,1162.16
209,AGO,2007,22.3,41790000000.0,0.1697998,1.0899611273688943,1099.05
210,AGO,2008,22.39,47560000000.0,0.0960216,1.4725644868743109,1012.93
211,AGO,2009,22.62,48710000000.0,-0.0090385,1.5488199224776436,1307.55
212,AGO,2010,23.06,50370000000.0,0.0011492,1.6588929860441932,1134.86
213,AGO,2011,,52340000000.0,0.0066516,1.7895218626864238,
214,AGO,2012,,55060000000.0,0.0193623,1.9698825451569149,
215,AGO,2013,,57300000000.0,0.0089993,2.1184148718973193,
216,ALB,1960,,,,,
217,ALB,1961,,,,,
218,ALB,1962,,,,,
219,ALB,1963,,,,,
220,ALB,1964,,,,,
221,ALB,1965,,,,,
222,ALB,1966,,,,,
223,ALB,1967,,,,,
224,ALB,1968,,,,,
225,ALB,1969,,,,,
226,ALB,1970,,,,,
227,ALB,1971,12.7,,,,1292.76
228,ALB,1972,12.79,,,,1303.22
229,ALB,1973,12.87,,,,1348.63
230,ALB,1974,12.76,,,,1431.44
231,ALB,1975,12.74,,,,950.8
232,ALB,1976,12.25,,,,1449.51
233,ALB,1977,13.33,,,,1037.08
234,ALB,1978,12.36,,,,1360.21
235,ALB,1979,13.17,,,,1616.34
236,ALB,1980,12.3,4951000000.0,,-0.8113425431798724,1338.73
237,ALB,1981,12.87,5236000000.0,0.0358366,-0.6850630410530298,1203.09
238,ALB,1982,13.38,5390000000.0,0.0079269,-0.6168278013072974,1005.26
239,ALB,1983,12.62,5450000000.0,-0.0102201,-0.5902426429648042,1020.39
240,ALB,1984,12.74,5381000000.0,-0.0336343,-0.6208155750586714,1070.26
241,ALB,1985,13.1,5477000000.0,-0.0029102,-0.5782793217106823,1239.07
242,ALB,1986,13.27,5786000000.0,0.0355086,-0.4413657562468425,1009.49
243,ALB,1987,13.26,5740000000.0,-0.02788,-0.46174771097608724,1065.35
244,ALB,1988,13.3,5659000000.0,-0.0331693,-0.497637674738453,1026.18
245,ALB,1989,12.99,6216000000.0,0.0669445,-0.2508387881256414,934.94
246,ALB,1990,13.63,5620000000.0,-0.1186473,-0.5149180276610735,1037.06
247,ALB,1991,12.55,3957000000.0,-0.3447925,-1.2517699997205092,1126.21
248,ALB,1992,13.35,3672000000.0,-0.0686592,-1.3780495018473518,957.43
249,ALB,1993,13.38,4025000000.0,0.0977688,-1.221640153599017,1006.04
250,ALB,1994,14.51,4359000000.0,0.0858738,-1.0736494388258049,1070.96
251,ALB,1995,13.21,4939000000.0,0.131046,-0.816659574848371,1266.02
252,ALB,1996,12.8,5388000000.0,0.0933098,-0.6177139732520471,1236.15
253,ALB,1997,12.84,4839000000.0,-0.1013309,-0.8609681720858596,923.72
254,ALB,1998,13.4,5453000000.0,0.1258526,-0.5889133850476795,1217.11
255,ALB,1999,13.91,6004000000.0,0.1025524,-0.3447730142691173,1260.19
256,ALB,2000,14.18,6442000000.0,0.076832,-0.15070135836891718,1083.95
257,ALB,2001,13.86,6893000000.0,0.0757573,0.049130415172156466,1047.6
258,ALB,2002,13.9,7093000000.0,0.0327356,0.1377476096471337,1208.77
259,ALB,2003,14.29,7497000000.0,0.0612746,0.3167543424865877,1220.38
260,ALB,2004,13.68,7940000000.0,0.0636344,0.5130414282486623,1366.14
261,ALB,2005,13.1,8376000000.0,0.0608169,0.7062269122041126,1326.25
262,ALB,2006,12.93,8795000000.0,0.0570764,0.8918799346291898,1164.67
263,ALB,2007,13.91,9314000000.0,0.066514,1.1218415542917557,1074.21
264,ALB,2008,13.91,10030000000.0,0.0838562,1.4390911105121742,1054.89
265,ALB,2009,13.89,10360000000.0,0.042216,1.5853094813958866,1497.83
266,ALB,2010,13.81,10730000000.0,0.044027,1.7492512911745945,1661.67
267,ALB,2011,,11050000000.0,0.0391741,1.8910388023345581,
268,ALB,2012,,11190000000.0,0.0227389,1.953070838467042,
269,ALB,2013,,11340000000.0,0.022983,2.019533734323275,
270,ARE,1960,,,,,
271,ARE,1961,,,,,
272,ARE,1962,,,,,
273,ARE,1963,,,,,
274,ARE,1964,,,,,
275,ARE,1965,,,,,
276,ARE,1966,,,,,
277,ARE,1967,,,,,
278,ARE,1968,,,,,
279,ARE,1969,,,,,
280,ARE,1970,,,,,
281,ARE,1971,,,,,
282,ARE,1972,,,,,
283,ARE,1973,,,,,
284,ARE,1974,,,,,
285,ARE,1975,,,,,
286,ARE,1976,26.23,46450000000.0,-0.0042797,-1.3821869965756453,209.9
287,ARE,1977,27.62,56410000000.0,0.0452509,-1.1940286160289137,173.54
288,ARE,1978,26.91,55520000000.0,-0.1497971,-1.2108419652946358,93.9
289,ARE,1979,26.82,67130000000.0,0.077029,-0.9915127686934759,106.65
290,ARE,1980,27.12,83160000000.0,0.1226247,-0.6886835678737866,145.88
291,ARE,1981,26.99,87040000000.0,-0.0265279,-0.6153849216367064,119.19
292,ARE,1982,26.22,81190000000.0,-0.1275366,-0.7258996331024072,194.52
293,ARE,1983,26.31,77340000000.0,-0.0989156,-0.7986315372294068,152.25
294,ARE,1984,26.23,80440000000.0,-0.010308,-0.7400681858544201,89.13
295,ARE,1985,26.37,77550000000.0,-0.0898999,-0.7946643424588432,73.4
296,ARE,1986,26.39,65950000000.0,-0.2194996,-1.0138046250233097,140.12
297,ARE,1987,26.54,68180000000.0,-0.0265068,-0.9716767948406578,119.07
298,ARE,1988,26.65,66400000000.0,-0.0869745,-1.005303493372102,187.61
299,ARE,1989,26.02,74590000000.0,0.0572723,-0.8505828973201208,131.23
300,ARE,1990,26.73,88260000000.0,0.1116872,-0.5923374091600988,134.47
301,ARE,1991,26.19,89020000000.0,-0.0461024,-0.5779799423713924,105.32
302,ARE,1992,25.64,91990000000.0,-0.0206559,-0.5218724734734213,172.76
303,ARE,1993,26.64,93150000000.0,-0.0398073,-0.49995844521697463,147.06
304,ARE,1994,26.91,99580000000.0,0.0156734,-0.3784867196230506,146.76
305,ARE,1995,26.4,106200000000.0,0.014865,-0.25342562733194995,239.74
306,ARE,1996,26.81,112400000000.0,0.004661,-0.13629892458197654,146.46
307,ARE,1997,26.5,121600000000.0,0.0243041,0.03750198917604853,266.3
308,ARE,1998,27.85,122000000000.0,-0.0509921,0.04505855064378875,189.32
309,ARE,1999,27.67,125500000000.0,-0.0210369,0.11117846348651568,101.14
310,ARE,2000,27.29,139100000000.0,0.0581922,0.36810155338968314,90.21
311,ARE,2001,27.3,141100000000.0,-0.0204532,0.40588436072838424,69.3
312,ARE,2002,27.46,144500000000.0,-0.004865,0.47011513320417614,78.87
313,ARE,2003,27.53,157200000000.0,0.040268,0.7100359598049282,79.68
314,ARE,2004,27.56,172300000000.0,0.0089558,0.9952961552121214,83.41
315,ARE,2005,27.42,180600000000.0,-0.0783331,1.152094805667731,78.68
316,ARE,2006,27.44,198400000000.0,-0.0675819,1.4883617909821707,134.74
317,ARE,2007,27.59,204700000000.0,-0.1418018,1.6073776340990793,93.17
318,ARE,2008,27.15,211200000000.0,-0.1279019,1.730171757949858,167.02
319,ARE,2009,27.54,201100000000.0,-0.1761062,1.5393685808894173,133.76
320,ARE,2010,28.02,204400000000.0,-0.0729982,1.601710212998274,82.86
321,ARE,2011,,212400000000.0,-0.0176381,1.7528414423530785,
322,ARE,2012,,221700000000.0,0.0117758,1.9285314964780387,
323,ARE,2013,,,,,
324,ARG,1960,17.22,76980000000.0,,-1.4136619243196362,792.29
325,ARG,1961,17.32,81150000000.0,0.0367323,-1.340488068894596,971.2
326,ARG,1962,16.72,80460000000.0,-0.024463,-1.3525959730296746,685.49
327,ARG,1963,17.09,76190000000.0,-0.0701775,-1.4275245971699435,1051.43
328,ARG,1964,16.48,83910000000.0,0.0812122,-1.2920564523542817,819.39
329,ARG,1965,17.14,92780000000.0,0.0855667,-1.1364084673134887,807.74
330,ARG,1966,16.77,92170000000.0,-0.021095,-1.1471125564763842,940.38
331,ARG,1967,17.23,95110000000.0,0.0172599,-1.095522356248658,922.91
332,ARG,1968,17.24,99690000000.0,0.0329098,-1.0151539490911798,852.62
333,ARG,1969,17.4,109300000000.0,0.0777439,-0.8465206755576938,839.44
334,ARG,1970,17.33,112700000000.0,0.0146266,-0.7868585392399152,806.87
335,ARG,1971,16.82,119100000000.0,0.0388175,-0.6745533414652732,904.95
336,ARG,1972,17.08,121000000000.0,-0.0007392,-0.6412127358759263,916.38
337,ARG,1973,16.83,124400000000.0,0.0105496,-0.5815505995581478,963.21
338,ARG,1974,16.94,131300000000.0,0.0369048,-0.4604715582073618,804.21
339,ARG,1975,17.25,131200000000.0,-0.016678,-0.4622263269225906,852.83
340,ARG,1976,16.64,128600000000.0,-0.0361213,-0.5078503135185389,979.77
341,ARG,1977,17.65,137500000000.0,0.0518319,-0.3516758978631773,939.47
342,ARG,1978,17.2,131300000000.0,-0.060996,-0.4604715582073618,1040.71
343,ARG,1979,17.18,144700000000.0,0.0824835,-0.22533255036670505,824.46
344,ARG,1980,17.67,150700000000.0,0.0256764,-0.12004642745297812,944.06
345,ARG,1981,17.41,142200000000.0,-0.0737533,-0.2692017682474246,925.72
346,ARG,1982,17.48,135100000000.0,-0.0661002,-0.3937903470286681,928.48
347,ARG,1983,16.97,140400000000.0,0.0227399,-0.3007876051215427,847.2
348,ARG,1984,16.73,143500000000.0,0.0066658,-0.2463897749494504,1028.94
349,ARG,1985,17.52,132600000000.0,-0.0939708,-0.4376595649093877,1026.73
350,ARG,1986,17.63,143000000000.0,0.0608905,-0.2551636185255943,986.55
351,ARG,1987,17.24,147200000000.0,0.0139193,-0.18146333248598548,882.19
352,ARG,1988,16.75,143400000000.0,-0.0404672,-0.2481445436646792,756.43
353,ARG,1989,17.63,132700000000.0,-0.092236,-0.4359047961941589,792.74
354,ARG,1990,17.21,129500000000.0,-0.03831,-0.4920573950814799,1070.69
355,ARG,1991,17.44,145900000000.0,0.1055819,-0.20427532578395965,966.56
356,ARG,1992,16.98,163300000000.0,0.0994171,0.1010544306658484,1019.24
357,ARG,1993,17.24,173000000000.0,0.0443159,0.2712669960430402,1012.66
358,ARG,1994,17.84,183000000000.0,0.0439257,0.44674386756591844,884.86
359,ARG,1995,17.23,177800000000.0,-0.0413973,0.3554958943740218,751.05
360,ARG,1996,17.3,187700000000.0,0.0414992,0.5292179971816712,853.95
361,ARG,1997,17.78,202900000000.0,0.065961,0.795942841896446,931.22
362,ARG,1998,17.12,210700000000.0,0.0261198,0.932814801684291,930.96
363,ARG,1999,17.0,203600000000.0,-0.0456003,0.8082262229030475,780.01
364,ARG,2000,16.94,202000000000.0,-0.0185049,0.780149923459387,1097.15
365,ARG,2001,17.64,193100000000.0,-0.0550741,0.6239755078040254,1150.11
366,ARG,2002,17.43,172000000000.0,-0.1248064,0.25371930889075245,1184.5
367,ARG,2003,17.41,187200000000.0,0.0756107,0.5204441536055273,993.7
368,ARG,2004,17.46,204100000000.0,0.0775771,0.8170000664791914,829.28
369,ARG,2005,17.29,222900000000.0,0.0791849,1.1468965849422024,810.11
370,ARG,2006,17.72,241600000000.0,0.0715387,1.4750383346899847,947.82
371,ARG,2007,16.73,260900000000.0,,1.8137086967291396,1000.49
372,ARG,2008,17.69,269000000000.0,,1.9558449626626708,740.28
373,ARG,2009,17.63,269100000000.0,,1.9575997313778997,941.15
374,ARG,2010,17.25,293700000000.0,,2.38927283532418,898.69
375,ARG,2011,,318800000000.0,,2.8297197828466043,
376,ARG,2012,,,,,
377,ARG,2013,,,,,
378,ARM,1960,,,,,
379,ARM,1961,,,,,
380,ARM,1962,,,,,
381,ARM,1963,,,,,
382,ARM,1964,,,,,
383,ARM,1965,,,,,
384,ARM,1966,,,,,
385,ARM,1967,,,,,
386,ARM,1968,,,,,
387,ARM,1969,,,,,
388,ARM,1970,,,,,
389,ARM,1971,,,,,
390,ARM,1972,,,,,
391,ARM,1973,,,,,
392,ARM,1974,,,,,
393,ARM,1975,,,,,
394,ARM,1976,,,,,
395,ARM,1977,,,,,
396,ARM,1978,,,,,
397,ARM,1979,,,,,
398,ARM,1980,,,,,
399,ARM,1981,,,,,
400,ARM,1982,,,,,
401,ARM,1983,,,,,
402,ARM,1984,,,,,
403,ARM,1985,,,,,
404,ARM,1986,,,,,
405,ARM,1987,,,,,
406,ARM,1988,,,,,
407,ARM,1989,,,,,
408,ARM,1990,,,,,
409,ARM,1991,8.54,3588000000.0,-0.1151386,-0.27797318300537405,383.84
410,ARM,1992,6.4,2088000000.0,-0.5233527,-1.129591584007541,479.73
411,ARM,1993,6.61,1904000000.0,-0.0687026,-1.2340567745304736,381.57
412,ARM,1994,7.7,2007000000.0,0.0765379,-1.175578977661658,422.05
413,ARM,1995,8.76,2146000000.0,0.0872276,-1.0966623391687906,231.16
414,ARM,1996,9.05,2272000000.0,0.0725531,-1.0251263934846084,328.43
415,ARM,1997,8.37,2347000000.0,0.0440079,-0.9825454734345002,504.57
416,ARM,1998,9.35,2518000000.0,0.0783598,-0.8854609757202532,306.98
417,ARM,1999,9.21,2601000000.0,0.038634,-0.8383380908647999,286.06
418,ARM,2000,8.53,2755000000.0,0.0630697,-0.7509052683619107,333.76
419,ARM,2001,9.0,3018000000.0,0.0965316,-0.6015881753861975,396.29
420,ARM,2002,7.99,3416000000.0,0.1281086,-0.37562542632028917,478.47
421,ARM,2003,7.81,3896000000.0,0.1349928,-0.10310753799959574,492.08
422,ARM,2004,8.31,4304000000.0,0.1029791,0.12853266707299368,414.15
423,ARM,2005,8.16,4900000000.0,0.1334039,0.466909045071188,456.67
424,ARM,2006,8.69,5547000000.0,0.1279585,0.834240448703456,373.9
425,ARM,2007,7.78,6310000000.0,0.1331741,1.267430342013225,356.31
426,ARM,2008,8.32,6745000000.0,0.0708776,1.5143996783038534,317.43
427,ARM,2009,8.43,5791000000.0,-0.1494287,0.9727703752664751,409.67
428,ARM,2010,10.4,5918000000.0,0.0233321,1.0448740665513254,411.01
429,ARM,2011,,6196000000.0,0.0457184,1.2027073435370603,
430,ARM,2012,,6643000000.0,0.0678538,1.456489627035706,
431,ARM,2013,,6875000000.0,0.0318836,1.5882066063907079,
432,ATG,1960,,,,,
433,ATG,1961,,,,,
434,ATG,1962,,,,,
435,ATG,1963,,,,,
436,ATG,1964,,,,,
437,ATG,1965,,,,,
438,ATG,1966,,,,,
439,ATG,1967,,,,,
440,ATG,1968,,,,,
441,ATG,1969,,,,,
442,ATG,1970,,,,,
443,ATG,1971,,,,,
444,ATG,1972,,,,,
445,ATG,1973,,,,,
446,ATG,1974,,,,,
447,ATG,1975,,,,,
448,ATG,1976,,,,,
449,ATG,1977,,273400000.0,,-1.5524873743777186,
450,ATG,1978,,284900000.0,0.0369392,-1.5114356776559885,
451,ATG,1979,,305800000.0,0.0702264,-1.436828681005192,
452,ATG,1980,,332000000.0,0.086034,-1.3433022067348157,
453,ATG,1981,,345600000.0,0.047894,-1.294754113220422,
454,ATG,1982,,346200000.0,0.0132074,-1.2926122855653752,
455,ATG,1983,,362400000.0,0.0602142,-1.234782938879112,
456,ATG,1984,,397700000.0,0.109312,-1.1087720785071928,
457,ATG,1985,,429500000.0,0.0937487,-0.9952552127897132,
458,ATG,1986,,484100000.0,0.1372082,-0.8003488961804557,
459,ATG,1987,,524100000.0,0.0968988,-0.6575603858440032,
460,ATG,1988,,552600000.0,0.0678128,-0.5558235722292809,
461,ATG,1989,,584500000.0,0.0652964,-0.44194973523596015,
462,ATG,1990,,599300000.0,0.0261174,-0.38911798641147277,
463,ATG,1991,,611500000.0,0.0120194,-0.3455674907588548,
464,ATG,1992,,616700000.0,-0.0077964,-0.327004984415116,
465,ATG,1993,,650000000.0,0.0301441,-0.2081335495600194,
466,ATG,1994,,691100000.0,0.0357558,-0.06141835518931457,
467,ATG,1995,,662200000.0,-0.069339,-0.1645830539074014,
468,ATG,1996,,706900000.0,0.0378595,-0.0050168936064158825,
469,ATG,1997,,741400000.0,0.0198084,0.11813819655877429,
470,ATG,1998,,774100000.0,0.0161711,0.2348678037588241,
471,ATG,1999,,806000000.0,0.0159617,0.34874164075214487,
472,ATG,2000,,847100000.0,0.028828,0.4954568351228497,
473,ATG,2001,,820700000.0,-0.0486049,0.40121641830079113,
474,ATG,2002,,844400000.0,0.0152309,0.48581861067513915,
475,ATG,2003,,900000000.0,0.0529036,0.6842946400428079,
476,ATG,2004,,944200000.0,0.0379464,0.8420759439645878,
477,ATG,2005,,1002000000.0,0.0490406,1.0484053414007615,
478,ATG,2006,,1138000000.0,0.1161014,1.5338862765446997,
479,ATG,2007,,1239000000.0,0.0741458,1.894427265144242,
480,ATG,2008,,1240000000.0,-0.0106211,1.8979969779026533,
481,ATG,2009,,1090000000.0,-0.1392662,1.3625400641409569,
482,ATG,2010,,1012000000.0,-0.0852257,1.0841024689848746,
483,ATG,2011,,991900000.0,-0.0307421,1.0123512425408072,
484,ATG,2012,,1025000000.0,0.022237,1.1305087348442218,
485,ATG,2013,,1031000000.0,-0.0037684,1.1519270113946896,
486,AUS,1960,16.09,138400000000.0,,-1.3340191086958446,934.79
487,AUS,1961,16.72,141700000000.0,0.003335,-1.3184615763880476,942.51
488,AUS,1962,16.44,143500000000.0,-0.0117426,-1.3099756496747037,939.62
489,AUS,1963,16.48,152400000000.0,0.0411178,-1.2680174564809483,1202.92
490,AUS,1964,16.22,163000000000.0,0.0478048,-1.2180447769468126,912.47
491,AUS,1965,16.52,172800000000.0,0.0384735,-1.1718436203963851,732.16
492,AUS,1966,16.12,176800000000.0,0.0005376,-1.1529860054778434,820.38
493,AUS,1967,16.46,188000000000.0,0.0484588,-1.1001846837059261,897.56
494,AUS,1968,16.5,197600000000.0,0.0320211,-1.054926407901426,795.65
495,AUS,1969,16.5,211500000000.0,0.0472136,-0.9893961960594931,918.74
496,AUS,1970,16.19,226600000000.0,0.0495153,-0.9182086997419979,923.17
497,AUS,1971,16.27,235700000000.0,0.0054845,-0.8753076258023152,911.21
498,AUS,1972,16.55,245000000000.0,0.0199824,-0.8314636711167056,917.48
499,AUS,1973,17.02,251300000000.0,0.0103514,-0.8017629276200022,1075.5
