"","ISO3","tmean.hist.clim","prcp.hist"
"114","NLD",14.8219416809312,0.000134002834742829
"115","NOR",7.44286250761498,0.000177097433915293
"116","NPL",24.0687931767354,0.000424586839921602
"117","NZL",13.4631499372734,0.000242450877257546
"118","OMN",22.6472074786021,1.99004506233531e-05
"119","PAK",13.6926518960892,5.2820839292567e-05
"120","PAN",25.134872815842,0.000370149777658641
"121","PER",19.3028621979884,0.000190317302800153
"122","PHL",26.1751380600346,0.000443230484071556
"123","PNG",24.8504506028639,0.000520692860649703
"124","POL",14.1831147665034,0.00012998640984603
"125","POLY",23.374823933853,0.000241104833226057
"126","PRI",23.7365025536653,0.000295075773850474
"127","PRK",18.5451580271889,0.000302042631381869
"128","PRT",11.6121111127293,0.000130238926678285
"129","PRY",24.27374780548,0.000282399798099805
"130","PSE",15.5325122736621,0.000112055036767294
"131","QAT",20.907617100428,3.09720982308122e-05
"132","REU",15.5250199297567,0.000242559201585054
"133","ROU",17.7049594319821,0.000117451419324286
"134","RUS",8.87622049077143,0.000100466142925039
"135","RWA",18.8391007763759,0.000176714278182812
"136","SAU",19.2724571806928,1.78526751409042e-05
"137","SDN",28.7401266165301,0.000108109928983386
"138","SEN",27.7870485393627,0.000249871399515219
"139","SGP",27.8344537380943,0.0003153399556701
"140","SLB",26.2471481549151,0.000655146912511242
"141","SLE",25.3725550541248,0.00051691100432734
"142","SLV",24.5712716377372,0.000444664187598685
"143","SOM",25.881449427731,3.76309745002811e-05
"144","STP",21.374106770929,0.000331193893447515
"145","SUR",27.3706817488333,0.000258200037874004
"146","SWE",9.81237120488533,0.000122370785534108
"147","SWZ",22.4270699383721,0.000225144619853361
"148","SYC",26.7131361158913,0.000276994827463382
"149","SYR",13.0476458596123,6.70161376044928e-05
"150","TCD",28.1238418236988,0.000176164481199374
"151","TGO",25.6971699810159,0.000266151070892719
"152","THA",26.7278482756149,0.000316171538746791
"153","TJK",18.9463955690055,2.89900620232426e-05
"154","TKM",15.5105960987281,3.22761827372465e-05
"155","TLS",24.7708286311713,0.000289495762262189
"156","TTO",25.9618215978789,0.000143908864010992
"157","TUN",14.8538512827335,5.63127422760237e-05
"158","TUR",17.4855869270375,6.6044285732393e-05
"159","TZA",23.3245239656515,0.000267667661295813
"160","UGA",22.6968364203857,0.000222224749708399
"161","UKR",16.824368079683,0.000101361741499691
"162","URY",19.9204114986957,0.000191710808736873
"163","USA",16.7037821473081,0.000120137173437985
"164","UZB",18.1964079854183,3.46564356909069e-05
"165","VEN",25.5283615453116,0.000473315838788111
"166","VNM",26.9850415805339,0.000463718500675805
"167","VUT",21.8899250033401,0.000275174073149195
"168","YEM",19.8902081264227,2.00172414727959e-05
"169","YSR",16.2355176765448,0.000153647208402996
"170","ZAF",21.6917009039109,0.000121506253931226
"171","ZMB",22.8594296136382,0.000238356865972088
"172","ZWE",24.054255450934,0.000206205402508446
