"","econvar","depvar","wreg","tvar","prec","form","seasont","regtype","boot","lags","wdata","exclude","years","baseline","select"
"1","tfp","fd","equal","tmax",TRUE,"quad","green5","pooled","year.FAOregion",0,"cropland","none",NA,FALSE,FALSE
"2","tfp","fd","revenue","tmax",TRUE,"quad","green5","pooled","year.FAOregion",0,"cropland","none",NA,FALSE,FALSE
"3","tfp","fd","equal","tmean",TRUE,"quad","green5","pooled","year.FAOregion",0,"cropland","none",NA,TRUE,TRUE
"4","tfp","fd","revenue","tmean",TRUE,"quad","green5","pooled","year.FAOregion",0,"cropland","none",NA,FALSE,FALSE
"5","tfp","fd","equal","tmin",TRUE,"quad","green5","pooled","year.FAOregion",0,"cropland","none",NA,FALSE,FALSE
"6","tfp","fd","revenue","tmin",TRUE,"quad","green5","pooled","year.FAOregion",0,"cropland","none",NA,FALSE,FALSE
"7","tfp","fd","equal","tmax",FALSE,"quad","green5","pooled","year.FAOregion",0,"cropland","none",NA,FALSE,FALSE
"8","tfp","fd","revenue","tmax",FALSE,"quad","green5","pooled","year.FAOregion",0,"cropland","none",NA,FALSE,FALSE
"9","tfp","fd","equal","tmean",FALSE,"quad","green5","pooled","year.FAOregion",0,"cropland","none",NA,FALSE,FALSE
"10","tfp","fd","revenue","tmean",FALSE,"quad","green5","pooled","year.FAOregion",0,"cropland","none",NA,FALSE,FALSE
"11","tfp","fd","equal","tmin",FALSE,"quad","green5","pooled","year.FAOregion",0,"cropland","none",NA,FALSE,FALSE
"12","tfp","fd","revenue","tmin",FALSE,"quad","green5","pooled","year.FAOregion",0,"cropland","none",NA,FALSE,FALSE
"13","tfp","fd","equal","tmax",TRUE,"cubic","green5","pooled","year.FAOregion",0,"cropland","none",NA,FALSE,FALSE
"14","tfp","fd","revenue","tmax",TRUE,"cubic","green5","pooled","year.FAOregion",0,"cropland","none",NA,FALSE,FALSE
"15","tfp","fd","equal","tmean",TRUE,"cubic","green5","pooled","year.FAOregion",0,"cropland","none",NA,FALSE,FALSE
"16","tfp","fd","revenue","tmean",TRUE,"cubic","green5","pooled","year.FAOregion",0,"cropland","none",NA,FALSE,FALSE
"17","tfp","fd","equal","tmin",TRUE,"cubic","green5","pooled","year.FAOregion",0,"cropland","none",NA,FALSE,FALSE
"18","tfp","fd","revenue","tmin",TRUE,"cubic","green5","pooled","year.FAOregion",0,"cropland","none",NA,FALSE,FALSE
"19","tfp","fd","equal","tmax",FALSE,"cubic","green5","pooled","year.FAOregion",0,"cropland","none",NA,FALSE,FALSE
"20","tfp","fd","revenue","tmax",FALSE,"cubic","green5","pooled","year.FAOregion",0,"cropland","none",NA,FALSE,FALSE
"21","tfp","fd","equal","tmean",FALSE,"cubic","green5","pooled","year.FAOregion",0,"cropland","none",NA,FALSE,FALSE
"22","tfp","fd","revenue","tmean",FALSE,"cubic","green5","pooled","year.FAOregion",0,"cropland","none",NA,FALSE,FALSE
"23","tfp","fd","equal","tmin",FALSE,"cubic","green5","pooled","year.FAOregion",0,"cropland","none",NA,FALSE,FALSE
"24","tfp","fd","revenue","tmin",FALSE,"cubic","green5","pooled","year.FAOregion",0,"cropland","none",NA,FALSE,FALSE
"25","tfp","fd","equal","tmax",TRUE,"quad","green3&dry3","pooled","year.FAOregion",0,"cropland","none",NA,FALSE,FALSE
"26","tfp","fd","revenue","tmax",TRUE,"quad","green3&dry3","pooled","year.FAOregion",0,"cropland","none",NA,FALSE,FALSE
"27","tfp","fd","equal","tmean",TRUE,"quad","green3&dry3","pooled","year.FAOregion",0,"cropland","none",NA,FALSE,FALSE
"28","tfp","fd","revenue","tmean",TRUE,"quad","green3&dry3","pooled","year.FAOregion",0,"cropland","none",NA,FALSE,FALSE
"29","tfp","fd","equal","tmin",TRUE,"quad","green3&dry3","pooled","year.FAOregion",0,"cropland","none",NA,FALSE,FALSE
"30","tfp","fd","revenue","tmin",TRUE,"quad","green3&dry3","pooled","year.FAOregion",0,"cropland","none",NA,FALSE,FALSE
"31","tfp","fd","equal","tmax",FALSE,"quad","green3&dry3","pooled","year.FAOregion",0,"cropland","none",NA,FALSE,FALSE
"32","tfp","fd","revenue","tmax",FALSE,"quad","green3&dry3","pooled","year.FAOregion",0,"cropland","none",NA,FALSE,FALSE
"33","tfp","fd","equal","tmean",FALSE,"quad","green3&dry3","pooled","year.FAOregion",0,"cropland","none",NA,FALSE,FALSE
"34","tfp","fd","revenue","tmean",FALSE,"quad","green3&dry3","pooled","year.FAOregion",0,"cropland","none",NA,FALSE,FALSE
"35","tfp","fd","equal","tmin",FALSE,"quad","green3&dry3","pooled","year.FAOregion",0,"cropland","none",NA,FALSE,FALSE
"36","tfp","fd","revenue","tmin",FALSE,"quad","green3&dry3","pooled","year.FAOregion",0,"cropland","none",NA,FALSE,FALSE
"37","tfp","fd","equal","tmax",TRUE,"cubic","green3&dry3","pooled","year.FAOregion",0,"cropland","none",NA,FALSE,FALSE
"38","tfp","fd","revenue","tmax",TRUE,"cubic","green3&dry3","pooled","year.FAOregion",0,"cropland","none",NA,FALSE,FALSE
"39","tfp","fd","equal","tmean",TRUE,"cubic","green3&dry3","pooled","year.FAOregion",0,"cropland","none",NA,FALSE,FALSE
"40","tfp","fd","revenue","tmean",TRUE,"cubic","green3&dry3","pooled","year.FAOregion",0,"cropland","none",NA,FALSE,FALSE
"41","tfp","fd","equal","tmin",TRUE,"cubic","green3&dry3","pooled","year.FAOregion",0,"cropland","none",NA,FALSE,FALSE
"42","tfp","fd","revenue","tmin",TRUE,"cubic","green3&dry3","pooled","year.FAOregion",0,"cropland","none",NA,FALSE,FALSE
"43","tfp","fd","equal","tmax",FALSE,"cubic","green3&dry3","pooled","year.FAOregion",0,"cropland","none",NA,FALSE,FALSE
"44","tfp","fd","revenue","tmax",FALSE,"cubic","green3&dry3","pooled","year.FAOregion",0,"cropland","none",NA,FALSE,FALSE
"45","tfp","fd","equal","tmean",FALSE,"cubic","green3&dry3","pooled","year.FAOregion",0,"cropland","none",NA,FALSE,FALSE
"46","tfp","fd","revenue","tmean",FALSE,"cubic","green3&dry3","pooled","year.FAOregion",0,"cropland","none",NA,FALSE,FALSE
"47","tfp","fd","equal","tmin",FALSE,"cubic","green3&dry3","pooled","year.FAOregion",0,"cropland","none",NA,FALSE,FALSE
"48","tfp","fd","revenue","tmin",FALSE,"cubic","green3&dry3","pooled","year.FAOregion",0,"cropland","none",NA,FALSE,FALSE
"49","tfp","fd","equal","tmax",TRUE,"quad","annual","pooled","year.FAOregion",0,"cropland","none",NA,FALSE,FALSE
"50","tfp","fd","revenue","tmax",TRUE,"quad","annual","pooled","year.FAOregion",0,"cropland","none",NA,FALSE,FALSE
"51","tfp","fd","equal","tmean",TRUE,"quad","annual","pooled","year.FAOregion",0,"cropland","none",NA,FALSE,FALSE
"52","tfp","fd","revenue","tmean",TRUE,"quad","annual","pooled","year.FAOregion",0,"cropland","none",NA,FALSE,FALSE
"53","tfp","fd","equal","tmin",TRUE,"quad","annual","pooled","year.FAOregion",0,"cropland","none",NA,FALSE,FALSE
"54","tfp","fd","revenue","tmin",TRUE,"quad","annual","pooled","year.FAOregion",0,"cropland","none",NA,FALSE,FALSE
"55","tfp","fd","equal","tmax",FALSE,"quad","annual","pooled","year.FAOregion",0,"cropland","none",NA,FALSE,FALSE
"56","tfp","fd","revenue","tmax",FALSE,"quad","annual","pooled","year.FAOregion",0,"cropland","none",NA,FALSE,FALSE
"57","tfp","fd","equal","tmean",FALSE,"quad","annual","pooled","year.FAOregion",0,"cropland","none",NA,FALSE,FALSE
"58","tfp","fd","revenue","tmean",FALSE,"quad","annual","pooled","year.FAOregion",0,"cropland","none",NA,FALSE,FALSE
"59","tfp","fd","equal","tmin",FALSE,"quad","annual","pooled","year.FAOregion",0,"cropland","none",NA,FALSE,FALSE
"60","tfp","fd","revenue","tmin",FALSE,"quad","annual","pooled","year.FAOregion",0,"cropland","none",NA,FALSE,FALSE
"61","tfp","fd","equal","tmax",TRUE,"cubic","annual","pooled","year.FAOregion",0,"cropland","none",NA,FALSE,FALSE
"62","tfp","fd","revenue","tmax",TRUE,"cubic","annual","pooled","year.FAOregion",0,"cropland","none",NA,FALSE,FALSE
"63","tfp","fd","equal","tmean",TRUE,"cubic","annual","pooled","year.FAOregion",0,"cropland","none",NA,FALSE,FALSE
"64","tfp","fd","revenue","tmean",TRUE,"cubic","annual","pooled","year.FAOregion",0,"cropland","none",NA,FALSE,FALSE
"65","tfp","fd","equal","tmin",TRUE,"cubic","annual","pooled","year.FAOregion",0,"cropland","none",NA,FALSE,FALSE
"66","tfp","fd","revenue","tmin",TRUE,"cubic","annual","pooled","year.FAOregion",0,"cropland","none",NA,FALSE,FALSE
"67","tfp","fd","equal","tmax",FALSE,"cubic","annual","pooled","year.FAOregion",0,"cropland","none",NA,FALSE,FALSE
"68","tfp","fd","revenue","tmax",FALSE,"cubic","annual","pooled","year.FAOregion",0,"cropland","none",NA,FALSE,FALSE
"69","tfp","fd","equal","tmean",FALSE,"cubic","annual","pooled","year.FAOregion",0,"cropland","none",NA,FALSE,FALSE
"70","tfp","fd","revenue","tmean",FALSE,"cubic","annual","pooled","year.FAOregion",0,"cropland","none",NA,FALSE,FALSE
"71","tfp","fd","equal","tmin",FALSE,"cubic","annual","pooled","year.FAOregion",0,"cropland","none",NA,FALSE,FALSE
"72","tfp","fd","revenue","tmin",FALSE,"cubic","annual","pooled","year.FAOregion",0,"cropland","none",NA,FALSE,FALSE
"73","tfp","fd","equal","tmax",TRUE,"quad","green5","latregion3","year.FAOregion",0,"cropland","none",NA,FALSE,FALSE
"74","tfp","fd","revenue","tmax",TRUE,"quad","green5","latregion3","year.FAOregion",0,"cropland","none",NA,FALSE,FALSE
"75","tfp","fd","equal","tmean",TRUE,"quad","green5","latregion3","year.FAOregion",0,"cropland","none",NA,FALSE,FALSE
"76","tfp","fd","revenue","tmean",TRUE,"quad","green5","latregion3","year.FAOregion",0,"cropland","none",NA,FALSE,FALSE
"77","tfp","fd","equal","tmin",TRUE,"quad","green5","latregion3","year.FAOregion",0,"cropland","none",NA,FALSE,FALSE
"78","tfp","fd","revenue","tmin",TRUE,"quad","green5","latregion3","year.FAOregion",0,"cropland","none",NA,FALSE,FALSE
"79","tfp","fd","equal","tmax",FALSE,"quad","green5","latregion3","year.FAOregion",0,"cropland","none",NA,FALSE,FALSE
"80","tfp","fd","revenue","tmax",FALSE,"quad","green5","latregion3","year.FAOregion",0,"cropland","none",NA,FALSE,FALSE
"81","tfp","fd","equal","tmean",FALSE,"quad","green5","latregion3","year.FAOregion",0,"cropland","none",NA,FALSE,FALSE
"82","tfp","fd","revenue","tmean",FALSE,"quad","green5","latregion3","year.FAOregion",0,"cropland","none",NA,FALSE,FALSE
"83","tfp","fd","equal","tmin",FALSE,"quad","green5","latregion3","year.FAOregion",0,"cropland","none",NA,FALSE,FALSE
"84","tfp","fd","revenue","tmin",FALSE,"quad","green5","latregion3","year.FAOregion",0,"cropland","none",NA,FALSE,FALSE
"85","tfp","fd","equal","tmax",TRUE,"cubic","green5","latregion3","year.FAOregion",0,"cropland","none",NA,FALSE,FALSE
"86","tfp","fd","revenue","tmax",TRUE,"cubic","green5","latregion3","year.FAOregion",0,"cropland","none",NA,FALSE,FALSE
"87","tfp","fd","equal","tmean",TRUE,"cubic","green5","latregion3","year.FAOregion",0,"cropland","none",NA,FALSE,FALSE
"88","tfp","fd","revenue","tmean",TRUE,"cubic","green5","latregion3","year.FAOregion",0,"cropland","none",NA,FALSE,FALSE
"89","tfp","fd","equal","tmin",TRUE,"cubic","green5","latregion3","year.FAOregion",0,"cropland","none",NA,FALSE,FALSE
"90","tfp","fd","revenue","tmin",TRUE,"cubic","green5","latregion3","year.FAOregion",0,"cropland","none",NA,FALSE,FALSE
"91","tfp","fd","equal","tmax",FALSE,"cubic","green5","latregion3","year.FAOregion",0,"cropland","none",NA,FALSE,FALSE
"92","tfp","fd","revenue","tmax",FALSE,"cubic","green5","latregion3","year.FAOregion",0,"cropland","none",NA,FALSE,FALSE
"93","tfp","fd","equal","tmean",FALSE,"cubic","green5","latregion3","year.FAOregion",0,"cropland","none",NA,FALSE,FALSE
"94","tfp","fd","revenue","tmean",FALSE,"cubic","green5","latregion3","year.FAOregion",0,"cropland","none",NA,FALSE,FALSE
"95","tfp","fd","equal","tmin",FALSE,"cubic","green5","latregion3","year.FAOregion",0,"cropland","none",NA,FALSE,FALSE
"96","tfp","fd","revenue","tmin",FALSE,"cubic","green5","latregion3","year.FAOregion",0,"cropland","none",NA,FALSE,FALSE
"97","tfp","fd","equal","tmax",TRUE,"quad","green3&dry3","latregion3","year.FAOregion",0,"cropland","none",NA,FALSE,FALSE
"98","tfp","fd","revenue","tmax",TRUE,"quad","green3&dry3","latregion3","year.FAOregion",0,"cropland","none",NA,FALSE,FALSE
"99","tfp","fd","equal","tmean",TRUE,"quad","green3&dry3","latregion3","year.FAOregion",0,"cropland","none",NA,FALSE,FALSE
"100","tfp","fd","revenue","tmean",TRUE,"quad","green3&dry3","latregion3","year.FAOregion",0,"cropland","none",NA,FALSE,FALSE
