"","ISO3","year","FAO.N","WDI.Code","Country","Region","Sub.Region","tfp","output","log_tfp","log_output","fd_log_tfp","fd_log_output","cum_log_fd_log_tfp","cum_log_fd_log_output","FAO","FAOregion","prcp","tmin","tmean","tmax","tmin_sq","tmin_cu","tmean_sq","tmean_cu","tmax_sq","tmax_cu","prcp_sq","prcp_cu","fd_prcp","fd_prcp_cu","fd_prcp_sq","fd_tmax","fd_tmax_cu","fd_tmax_sq","fd_tmean","fd_tmean_cu","fd_tmean_sq","fd_tmin","fd_tmin_cu","fd_tmin_sq","block","mean","weights"
"15","AFG",1962,2,"AFG","Afghanistan","ASIA","South Asia",85.6802741350121,53.5402987189738,4.45062262565599,3.98043461743738,0.015660166024273,0.0191220169891682,0.015660166024273,0.0191220169891682,"Asia","2",46.8379642648779,10.7305778755957,18.0297270470072,25.3288762184187,115.145301544224,1235.57562522925,325.071057389583,5860.94243561619,641.551970487975,16249.7904481725,2193.79489647798,102752.886965707,-12.6095020637018,-107334.533520488,-1340.20635640964,-0.569849461145623,-1121.62419732745,-29.192021337348,-0.497174579553047,-498.343994135073,-18.1750264906577,-0.424499697960471,-152.51488221662,-9.29045412783191,"1962.Asia",0.00175581066666667,1
"16","AFG",1963,2,"AFG","Afghanistan","ASIA","South Asia",85.1082606126019,54.0392019339822,4.44392410034667,3.98970974492192,-0.00669852530931703,0.00927512748454662,0.00896164071495598,0.0283971444737148,"Asia","2",86.3568301049033,11.3874466346852,18.6152111820568,25.8429757294285,129.673940857802,1476.65508142754,346.526087352573,6450.65629616001,667.859394551829,17259.4741240737,7457.50210576712,644006.24235469,39.5188658400254,541253.355388983,5263.70720928915,0.514099511009785,1009.68367590118,26.3074240638533,0.585484135049619,589.713860543825,21.4550299629902,0.656868759089456,241.079456198298,14.5286393135784,"1963.Asia",0.00175581066666667,1
"17","AFG",1964,2,"AFG","Afghanistan","ASIA","South Asia",89.1917711501258,57.5289066416119,4.49078878365031,4.05228754568178,0.046864683303637,0.062577800759851,0.055826324018593,0.0909749452335658,"Asia","2",47.0375669498263,10.7372560052912,18.0287509009296,25.3202457965679,115.288666523163,1237.88392696785,325.03585904777,5859.9905366419,641.114847198616,16233.1855148981,2212.5327045594,104072.155219393,-39.3192631550769,-539934.087135297,-5244.96940120773,-0.522729932860525,-1026.28860917563,-26.7445473532122,-0.586460281127216,-590.665759518109,-21.4902283048032,-0.65019062939391,-238.771154459692,-14.3852743346393,"1964.Asia",0.00175581066666667,1
"18","AFG",1965,2,"AFG","Afghanistan","ASIA","South Asia",91.7129389996046,59.9799433559402,4.51866347072191,4.09401022893796,0.027874687071594,0.0417226832561841,0.083701011090187,0.13269762848975,"Asia","2",73.0580659235529,10.4430971415828,17.7635097424687,25.0839223433546,109.058277908535,1138.90619029257,315.542278370781,5605.13833600015,629.203160127445,15782.8832068302,5337.4809964902,389946.038507292,26.0204989737265,285873.883287899,3124.9482919308,-0.23632345321332,-450.30230806791,-11.9116870711714,-0.265241158460874,-254.852200641755,-9.49358067698853,-0.294158863708423,-98.9777366752808,-6.23038861462761,"1965.Asia",0.00175581066666667,1
"19","AFG",1966,2,"AFG","Afghanistan","ASIA","South Asia",93.2542862708276,61.5456334512782,4.53533002283836,4.11977890699899,0.0166665521164493,0.0257686780610271,0.100367563206636,0.158466306550777,"Asia","2",42.1580729118803,10.9887831290921,18.3158714240624,25.6429597190326,120.75335465822,1326.93242644952,335.471146022785,6144.44637703618,657.56138315193,16861.8200609563,1777.30311164341,74927.6741671747,-30.8999930116726,-315018.364340117,-3560.17788484679,0.559037375678006,1078.93685412616,28.3582230244847,0.552361681593652,539.308041036028,19.9288676520034,0.545685987509296,188.02623615695,11.6950767496843,"1966.Asia",0.00175581066666667,1
"20","AFG",1967,2,"AFG","Afghanistan","ASIA","South Asia",100.489600394756,67.1104475483,4.6100542434857,4.20633973302438,0.0747242206473473,0.086560826025396,0.175091783853984,0.245027132576173,"Asia","2",66.4221593772466,10.592050534611,17.6391681613241,24.6862857880372,112.191534527753,1188.33840327352,311.14025342347,5488.2552518936,609.41270600865,15044.1362233906,4411.90325633635,293048.141249366,24.2640864653663,218120.467082192,2634.60014469294,-0.956673930995382,-1817.68383756567,-48.1486771432802,-0.676703262738254,-656.191125142577,-24.3308925993141,-0.396732594481126,-138.594023176006,-8.56182013046656,"1967.Asia",0.00175581066666667,1
"21","AFG",1968,2,"AFG","Afghanistan","ASIA","South Asia",102.775605477744,70.0143510077606,4.63254802406062,4.24870023543336,0.0224937805749157,0.0423605024089779,0.197585564428899,0.287387634985151,"Asia","2",55.1300240488316,10.6374838718612,17.6459375217396,24.654391171618,113.156063124107,1203.695796486,311.379111021138,5494.57633865382,607.839004043157,14985.9005750467,3039.31955162475,167557.759973156,-11.292135328415,-125490.38127621,-1372.5837047116,-0.0318946164192084,-58.2356483439289,-1.5737019654922,0.00676936041549681,6.32108676022654,0.238857597667561,0.0454333372502003,15.3573932124814,0.964528596353986,"1968.Asia",0.00175581066666667,1
"22","AFG",1969,2,"AFG","Afghanistan","ASIA","South Asia",104.015636538283,71.3429613646523,4.64454123916939,4.26749868964745,0.0119932151087685,0.0187984542140942,0.209578779537668,0.306186089199245,"Asia","2",64.8853375900976,10.8185125306618,17.7500827762435,24.6816530218251,117.040213376087,1266.20101500054,315.065438563495,5592.43761443549,609.183995889767,15035.6680130001,4210.10703418093,273174.216203274,9.75531354126599,105616.456230118,1170.78748255618,0.0272618502070472,49.7674379534346,1.3449918466099,0.104145254503852,97.8612757816618,3.68632754235693,0.181028658800653,62.5052185145421,3.88415025198037,"1969.Asia",0.00175581066666667,1
"23","AFG",1970,2,"AFG","Afghanistan","ASIA","South Asia",94.21114213574,65.027788356117,4.54553845628334,4.17481469170895,-0.0990027828860445,-0.0926839979385052,0.110575996651623,0.21350209126074,"Asia","2",21.2357868220307,11.8382989414879,19.3930663078253,26.9478336741627,140.145321828033,1659.08221505129,376.09102081971,7293.55810453434,726.18573973034,19569.132530802,450.958641950732,9576.46158601822,-43.6495507680669,-263597.754617256,-3759.1483922302,2.26618065233766,4533.46451780188,117.001743840572,1.64298353158185,1701.12049009885,61.0255822562145,1.01978641082604,392.881200050749,23.1051084519459,"1970.Asia",0.00175581066666667,1
"24","AFG",1971,2,"AFG","Afghanistan","ASIA","South Asia",87.2246383448084,60.6177791838544,4.46848684083103,4.10458823591823,-0.0770516154523087,-0.0702264557907144,0.0335243811993147,0.143275635470026,"Asia","2",22.309621355183,11.8067259724701,19.403744372735,27.000762773,139.398778189001,1645.84317497468,376.505295682447,7305.61251240323,729.041190323821,19684.668231679,497.719205011638,11103.9270050123,1.07383453315232,1527.46541899413,46.7605630609056,0.0529290988372182,115.535700876968,2.85545059348101,0.0106780649097296,12.0544078688881,0.4142748627375,-0.0315729690177591,-13.2390400766083,-0.746543639032552,"1971.Asia",0.00175581066666667,1
"25","AFG",1972,2,"AFG","Afghanistan","ASIA","South Asia",93.7252062416897,64.6372319996664,4.54036716311771,4.16879059150862,0.0718803222866775,0.0642023555903863,0.105404703485992,0.207477991060412,"Asia","2",53.3688236245276,9.88532645022883,17.0062682802752,24.1272101103216,97.7196790275937,965.990927799344,289.213160820694,4918.43660310311,582.122267707604,14044.9862628782,2848.23133506593,152006.755762986,31.0592022693446,140902.828757974,2350.5121300543,-2.87355266267839,-5639.68196880078,-146.918922616217,-2.39747609245985,-2387.17590930012,-87.2921348617526,-1.9213995222413,-679.852247175335,-41.6790991614071,"1972.Asia",0.00175581066666667,1
"26","AFG",1973,2,"AFG","Afghanistan","ASIA","South Asia",102.26063352128,70.4432454852458,4.62752478483391,4.25480735703063,0.0871576217162033,0.0860167655220128,0.192562325202196,0.293494756582425,"Asia","2",34.0846503534652,11.8728025114872,19.1175613150756,26.3623201186641,140.963439476776,1673.63107824774,365.481150635676,6987.10830678193,694.971922038922,18321.0722822733,1161.76338971797,39598.2989319936,-19.2841732710624,-112408.456830993,-1686.46794534796,2.23511000834252,4276.0860193951,112.849654331318,2.11129303480043,2068.67170367883,76.2679898149818,1.98747606125834,707.640150448392,43.2437604491823,"1973.Asia",0.00175581066666667,1
