"","ISO3","year","prcp","tmin","tmean","tmax"
"93","LTU",1961,139.970309681882,9.58968023340323,14.5734929733772,19.5573057133513
"94","LVA",1961,131.639191025295,9.21930989476774,13.8809395700557,18.5425692453436
"95","MAR",1961,81.5716367926116,7.23813966431148,13.0844205405375,18.9307014167635
"96","MDA",1961,109.175190872589,11.9567645096355,17.6184283058563,23.2800921020772
"97","MDG",1961,359.973789556378,19.1914670853463,23.5190050080523,27.8465429307583
"98","MEX",1961,209.78832910504,15.4328341037709,22.420404544519,29.4079749852671
"99","MICRO",1961,437.452012790716,25.6933025343159,26.9985328315955,28.3037631288751
"100","MLI",1961,231.329265712372,21.7416413330165,27.8371565507642,33.9326717685119
"101","MLT",1961,50.6805034508281,14.2761808971529,16.9572782464333,19.6383755957136
"102","MMR",1961,263.331687107831,18.3474548171922,23.7687112261536,29.1899676351151
"103","MNG",1961,79.086223655846,4.59166496154976,11.5679273907429,18.5441898199361
"104","MOZ",1961,279.924854934205,20.2081262273851,25.1091006360803,30.0100750447755
"105","MRT",1961,0.765175872466179,15.1813910808564,22.9885170738791,30.7956430669018
"106","MUS",1961,374.505732529061,20.2901097472888,21.533766964305,22.7774241813212
"107","MWI",1961,323.535877661305,18.2308055866514,22.9696416321174,27.7084776775834
"108","MYS",1961,427.374993988008,22.1352044676248,26.3811010424856,30.6269976173464
"109","NAM",1961,87.8890508874081,15.441306185607,22.1884176396543,28.9355290937015
"110","NCL",1961,192.031788928355,17.4589962813832,19.0475667186054,20.6361371558276
"111","NER",1961,1.96217519529155,18.3350467774198,27.1686798867184,36.0023129960169
"112","NGA",1961,328.697306026369,20.8860389725266,26.0288032967504,31.1715676209743
"113","NIC",1961,276.305583480524,18.9894522794282,24.0070909108955,29.0247295423628
"114","NLD",1961,147.307353354513,10.1754459220902,14.7243917432193,19.2733375643484
"115","NOR",1961,202.853220638261,3.97642568485112,7.6753088824854,11.3741920801197
"116","NPL",1961,480.497832184002,19.0340652016726,23.9231089122757,28.8121526228788
"117","NZL",1961,278.329771017855,8.52213119443944,13.4316753672822,18.3412195401249
"118","OMN",1961,20.6070594515119,17.4811321991392,22.2385552099236,26.995978220708
"119","PAK",1961,50.3676056504064,6.19509473912424,13.3267400349749,20.4583853308256
"120","PAN",1961,388.270143822002,21.9628812708776,25.4055363479512,28.8481914250248
"121","PER",1961,200.914795656983,12.9884550406894,19.4147947881243,25.8411345355593
"122","PHL",1961,477.618800000805,23.5499794220215,26.0416293137561,28.5332792054908
"123","PNG",1961,562.978792058588,20.149758014794,24.9019685191524,29.6541790235108
"124","POL",1961,138.56831833015,8.95706037601656,14.1875815387989,19.4181027015811
"125","POLY",1961,256.702732083816,22.1314764889722,23.3262824276376,24.5210883663029
"126","PRI",1961,290.090307197083,21.8471789451741,23.7071866341855,25.567194323197
"127","PRK",1961,356.352975396472,13.481409628167,18.4446634143793,23.4079172005915
"128","PRT",1961,175.54871822146,7.20757652315845,11.8009936979146,16.3944108726708
"129","PRY",1961,289.758397730623,19.0179749927021,24.5277602557706,30.037545518839
"130","PSE",1961,114.274727650859,9.66874604552574,15.3619479096615,21.0551497737973
"131","QAT",1961,25.7588174949317,15.316716852675,20.5489644067439,25.7812119608127
"132","REU",1961,259.045339005743,13.8453106678107,15.1966509296838,16.5479911915568
"133","ROU",1961,129.722178974449,11.7216343642848,17.6838371622624,23.6460399602401
"134","RUS",1961,111.076031467724,3.38273924271439,8.67947374695629,13.9762082511982
"135","RWA",1961,197.014483621754,13.0936569692659,18.9511521009575,24.8086472326491
"136","SAU",1961,17.4008397192521,13.1546271832723,19.1640708510711,25.1735145188699
"137","SDN",1961,135.337177348572,21.1286178330988,27.8589237573604,34.589229681622
"138","SEN",1961,329.026487626178,22.1531165114654,27.5728136815316,32.9925108515978
"139","SGP",1961,321.64259102625,23.520278841136,27.5465613197496,31.5728437983631
"140","SLB",1961,732.524691187585,24.9542007732995,26.4488128077961,27.9434248422927
"141","SLE",1961,586.917902615489,20.5634490672777,25.1650943366884,29.766739606099
"142","SLV",1961,506.429589402993,18.9528736876205,24.2935451764418,29.634216665263
"143","SOM",1961,39.1856592590757,19.7428033033177,25.9462898828071,32.1497764622966
"144","STP",1961,364.062307620497,19.8542658203317,21.3825155115046,22.9107652026776
"145","SUR",1961,262.85775563117,23.1676696836395,27.5615810562346,31.9554924288297
"146","SWE",1961,130.013553843851,4.96346746983671,9.86046128442028,14.7574550990039
"147","SWZ",1961,213.931668174432,16.782116286395,22.1707138677623,27.5593114491297
"148","SYC",1961,285.689590317071,25.5009201527701,26.6542467769098,27.8075734010495
"149","SYR",1961,80.5625980524287,6.75975313938243,13.0135731532827,19.2673931671829
"150","TCD",1961,227.273634219172,20.8096244288537,27.293915854704,33.7782072805543
"151","TGO",1961,293.960123134527,20.8955347322252,25.6613678708007,30.4272010093763
"152","THA",1961,339.729149647239,21.885598971033,26.459847111731,31.0340952524291
"153","TJK",1961,35.1854158956734,10.9297962387675,18.6310284737363,26.3322607087052
"154","TKM",1961,38.8022853124088,8.4530649295845,14.8634769616811,21.2738889937777
"155","TLS",1961,306.384502704208,23.1987252533721,24.5334951442527,25.8682650351333
"156","TTO",1961,145.416859654042,22.0080803108527,25.569199058396,29.1303178059393
"157","TUN",1961,55.4376547068612,9.06812015768376,14.7583721188327,20.4486240799817
"158","TUR",1961,74.2427619322418,10.7254905936008,17.4125913372889,24.0996920809771
"159","TZA",1961,297.991703480013,18.1676454549013,23.2030648958845,28.2384843368677
"160","UGA",1961,249.030435985701,16.7589197260844,22.3989340281803,28.0389483302762
"161","UKR",1961,106.780493901094,11.138315740832,16.7020888766342,22.2658620124363
"162","URY",1961,200.793233931947,14.4287520833132,20.0561267334894,25.6835013836655
"163","USA",1961,129.551082589307,9.98926771091935,16.6273896498817,23.265511588844
"164","UZB",1961,39.5888194733605,10.8508416631652,17.5579478589343,24.2650540547035
"165","VEN",1961,508.595431642476,20.8457998467086,25.683630057965,30.5214602692214
"166","VNM",1961,501.535582631453,23.2794696226354,26.8235331747729,30.3675967269104
"167","VUT",1961,334.735361366205,20.4475014815783,21.6817432264159,22.9159849712535
"168","YEM",1961,21.6707588839229,14.6540046999743,19.6758446681516,24.6976846363288
"169","YSR",1961,172.946634997469,10.5495714079199,16.1893366949852,21.8291019820506
"170","ZAF",1961,121.570456051643,14.5545440952695,21.494003786714,28.4334634781584
"171","ZMB",1961,262.573732960312,16.8601859425381,22.7263768795862,28.5925678166342
"172","ZWE",1961,216.338598472261,18.11193969408,23.9728514264842,29.8337631588885
