="",="(1)",=""
="",="growthwdi",=""
="udel_temp_popweight",="0.00745**",="(2.70)"
="udel_temp_popweight_2",="-0.000394***",="(-4.23)"
="udel_precip_popweight",="0.00000483",="(0.49)"
="udel_precip_popweight_2",="-3.05e-09",="(-1.29)"
="1961.year",="0",="(.)"
="1962.year",="-0.00262",="(-0.33)"
="1963.year",="-0.00427",="(-0.50)"
="1964.year",="0.00339",="(0.36)"
="1965.year",="0.00136",="(0.13)"
="1966.year",="-0.0132",="(-1.16)"
="1967.year",="-0.0193",="(-1.54)"
="1968.year",="-0.0129",="(-0.95)"
="1969.year",="0.00118",="(0.08)"
="1970.year",="-0.00577",="(-0.36)"
="1971.year",="-0.0134",="(-0.80)"
="1972.year",="-0.00257",="(-0.14)"
="1973.year",="-0.0143",="(-0.76)"
="1974.year",="-0.0107",="(-0.54)"
="1975.year",="-0.0417*",="(-2.02)"
="1976.year",="-0.0106",="(-0.49)"
="1977.year",="-0.0223",="(-1.01)"
="1978.year",="-0.0349",="(-1.53)"
="1979.year",="-0.0154",="(-0.66)"
="1980.year",="-0.0326",="(-1.36)"
="1981.year",="-0.0399",="(-1.63)"
="1982.year",="-0.0586*",="(-2.35)"
="1983.year",="-0.0469",="(-1.85)"
="1984.year",="-0.0308",="(-1.20)"
="1985.year",="-0.0436",="(-1.68)"
="1986.year",="-0.0322",="(-1.23)"
="1987.year",="-0.0239",="(-0.91)"
="1988.year",="-0.0199",="(-0.76)"
="1989.year",="-0.0228",="(-0.86)"
="1990.year",="-0.0296",="(-1.12)"
="1991.year",="-0.0303",="(-1.15)"
="1992.year",="-0.0535*",="(-2.04)"
="1993.year",="-0.0453",="(-1.73)"
="1994.year",="-0.0162",="(-0.62)"
="1995.year",="-0.000718",="(-0.03)"
="1996.year",="0.00723",="(0.28)"
="1997.year",="0.0105",="(0.41)"
="1998.year",="-0.00507",="(-0.20)"
="1999.year",="-0.00928",="(-0.37)"
="2000.year",="0.00964",="(0.39)"
="2001.year",="0.00447",="(0.18)"
="2002.year",="0.00906",="(0.38)"
="2003.year",="0.0189",="(0.79)"
="2004.year",="0.0345",="(1.46)"
="2005.year",="0.0304",="(1.29)"
="2006.year",="0.0416",="(1.77)"
="2007.year",="0.0395",="(1.68)"
="2008.year",="0.0271",="(1.14)"
="2009.year",="-0.0100",="(-0.42)"
="2010.year",="0.0448",="(1.83)"
="_yi_isoxtim_2",="0",="(.)"
="_yi_isoxtim_3",="-0.0374",="(-0.11)"
="_yi_isoxtim_4",="-0.00965",="(-0.59)"
="_yi_isoxtim_5",="0",="(.)"
="_yi_isoxtim_6",="0.0139**",="(2.90)"
="_yi_isoxtim_7",="0.00151",="(0.48)"
="_yi_isoxtim_8",="0.236***",="(10.81)"
="_yi_isoxtim_9",="0",="(.)"
="_yi_isoxtim_10",="0",="(.)"
="_yi_isoxtim_11",="0.00322",="(1.33)"
="_yi_isoxtim_12",="0",="(.)"
="_yi_isoxtim_13",="0",="(.)"
="_yi_isoxtim_14",="0.00284",="(1.01)"
="_yi_isoxtim_15",="0.00345",="(1.43)"
="_yi_isoxtim_16",="0.00356",="(1.29)"
="_yi_isoxtim_17",="0",="(.)"
="_yi_isoxtim_18",="-0.0132",="(-1.36)"
="_yi_isoxtim_19",="0",="(.)"
="_yi_isoxtim_20",="0",="(.)"
="_yi_isoxtim_21",="-0.300***",="(-7.56)"
="_yi_isoxtim_22",="0",="(.)"
="_yi_isoxtim_23",="0.00668*",="(2.42)"
="_yi_isoxtim_24",="0",="(.)"
="_yi_isoxtim_25",="0.000986",="(0.44)"
="_yi_isoxtim_26",="0.00166",="(0.69)"
="_yi_isoxtim_27",="0",="(.)"
="_yi_isoxtim_28",="-0.00165",="(-0.35)"
="_yi_isoxtim_29",="-0.00735",="(-0.74)"
="_yi_isoxtim_30",="0",="(.)"
="_yi_isoxtim_31",="0",="(.)"
="_yi_isoxtim_32",="0.00283",="(1.30)"
="_yi_isoxtim_33",="0.00529",="(1.51)"
="_yi_isoxtim_34",="0",="(.)"
="_yi_isoxtim_35",="0.00600*",="(2.45)"
="_yi_isoxtim_36",="0.0107***",="(3.86)"
="_yi_isoxtim_37",="0",="(.)"
="_yi_isoxtim_38",="0",="(.)"
="_yi_isoxtim_39",="0",="(.)"
="_yi_isoxtim_40",="0.00311",="(1.30)"
="_yi_isoxtim_41",="0",="(.)"
="_yi_isoxtim_42",="0",="(.)"
="_yi_isoxtim_43",="0.0125",="(1.26)"
="_yi_isoxtim_44",="0.00382",="(1.37)"
