="",="(1)",=""
="",="growthwdi",=""
="udel_temp_popweight",="0.0138***",="(3.97)"
="udel_temp_popweight_2",="-0.000455***",="(-4.24)"
="udel_precip_popweight",="0.0000111",="(1.19)"
="udel_precip_popweight_2",="-3.02e-09",="(-1.37)"
="1961.year",="0",="(.)"
="1962.year",="-0.00471",="(-0.57)"
="1963.year",="-0.0141",="(-1.63)"
="1964.year",="0.00771",="(0.84)"
="1965.year",="0.0179",="(1.85)"
="1966.year",="-0.00723",="(-0.70)"
="1967.year",="-0.0201",="(-1.84)"
="1968.year",="-0.0192",="(-1.66)"
="1969.year",="-0.00422",="(-0.34)"
="1970.year",="0.00785",="(0.60)"
="1971.year",="-0.00254",="(-0.19)"
="1972.year",="-0.00494",="(-0.34)"
="1973.year",="-0.0138",="(-0.91)"
="1974.year",="-0.0148",="(-0.94)"
="1975.year",="-0.0375*",="(-2.29)"
="1976.year",="-0.0141",="(-0.83)"
="1977.year",="-0.0176",="(-1.01)"
="1978.year",="-0.00694",="(-0.39)"
="1979.year",="-0.0244",="(-1.33)"
="1980.year",="-0.0332",="(-1.77)"
="1981.year",="-0.0302",="(-1.59)"
="1982.year",="-0.0451*",="(-2.33)"
="1983.year",="-0.0518**",="(-2.63)"
="1984.year",="-0.0349",="(-1.76)"
="1985.year",="-0.0262",="(-1.31)"
="1986.year",="-0.0297",="(-1.47)"
="1987.year",="-0.0272",="(-1.33)"
="1988.year",="-0.0182",="(-0.89)"
="1989.year",="-0.0337",="(-1.65)"
="1990.year",="-0.0320",="(-1.56)"
="1991.year",="-0.0381",="(-1.87)"
="1992.year",="-0.0604**",="(-2.97)"
="1993.year",="-0.0440*",="(-2.18)"
="1994.year",="-0.0222",="(-1.11)"
="1995.year",="-0.0126",="(-0.63)"
="1996.year",="0.00925",="(0.47)"
="1997.year",="0.00728",="(0.37)"
="1998.year",="0.000180",="(0.01)"
="1999.year",="-0.00644",="(-0.33)"
="2000.year",="0.00301",="(0.16)"
="2001.year",="0.00210",="(0.11)"
="2002.year",="0.00591",="(0.32)"
="2003.year",="0.0197",="(1.06)"
="2004.year",="0.0376*",="(2.04)"
="2005.year",="0.0325",="(1.77)"
="2006.year",="0.0425*",="(2.32)"
="2007.year",="0.0429*",="(2.33)"
="2008.year",="0.0304",="(1.65)"
="2009.year",="-0.00861",="(-0.46)"
="2010.year",="0.0364",="(1.91)"
="_yi_isoxtim_2",="0",="(.)"
="_yi_isoxtim_3",="0",="(.)"
="_yi_isoxtim_4",="-0.00870",="(-0.51)"
="_yi_isoxtim_5",="0.000866",="(0.12)"
="_yi_isoxtim_6",="0",="(.)"
="_yi_isoxtim_7",="0",="(.)"
="_yi_isoxtim_8",="0.230***",="(7.05)"
="_yi_isoxtim_9",="0",="(.)"
="_yi_isoxtim_10",="0.00376",="(1.77)"
="_yi_isoxtim_11",="0",="(.)"
="_yi_isoxtim_12",="0.146***",="(6.40)"
="_yi_isoxtim_13",="0.00354",="(1.63)"
="_yi_isoxtim_14",="0.00295",="(1.14)"
="_yi_isoxtim_15",="0",="(.)"
="_yi_isoxtim_16",="0.00368",="(1.45)"
="_yi_isoxtim_17",="0.00320",="(1.26)"
="_yi_isoxtim_18",="0",="(.)"
="_yi_isoxtim_19",="0",="(.)"
="_yi_isoxtim_20",="0.00389",="(1.46)"
="_yi_isoxtim_21",="-0.306***",="(-7.28)"
="_yi_isoxtim_22",="0.0614",="(1.92)"
="_yi_isoxtim_23",="0.00655**",="(2.58)"
="_yi_isoxtim_24",="0",="(.)"
="_yi_isoxtim_25",="0.00104",="(0.41)"
="_yi_isoxtim_26",="0.00172",="(0.82)"
="_yi_isoxtim_27",="0",="(.)"
="_yi_isoxtim_28",="0.00137",="(0.21)"
="_yi_isoxtim_29",="0",="(.)"
="_yi_isoxtim_30",="0.00601**",="(3.08)"
="_yi_isoxtim_31",="0",="(.)"
="_yi_isoxtim_32",="0",="(.)"
="_yi_isoxtim_33",="0.00560",="(1.64)"
="_yi_isoxtim_34",="0",="(.)"
="_yi_isoxtim_35",="0",="(.)"
="_yi_isoxtim_36",="0.0108***",="(5.68)"
="_yi_isoxtim_37",="0",="(.)"
="_yi_isoxtim_38",="0.00416*",="(2.16)"
="_yi_isoxtim_39",="0",="(.)"
="_yi_isoxtim_40",="0.00312",="(1.49)"
="_yi_isoxtim_41",="0.00332",="(1.60)"
="_yi_isoxtim_42",="-0.00409",="(-0.39)"
="_yi_isoxtim_43",="0.0150",="(1.44)"
="_yi_isoxtim_44",="0.00362",="(1.89)"
