="",="(1)",=""
="",="growthwdi",=""
="udel_temp_popweight",="0.0154***",="(5.15)"
="udel_temp_popweight_2",="-0.000539***",="(-5.83)"
="udel_precip_popweight",="0.0000338**",="(2.91)"
="udel_precip_popweight_2",="-9.55e-09**",="(-3.11)"
="1961.year",="0",="(.)"
="1962.year",="0.0165*",="(2.06)"
="1963.year",="-0.00135",="(-0.16)"
="1964.year",="0.0153",="(1.59)"
="1965.year",="0.0144",="(1.34)"
="1966.year",="0.00572",="(0.48)"
="1967.year",="0.00469",="(0.35)"
="1968.year",="0.0178",="(1.23)"
="1969.year",="0.0290",="(1.83)"
="1970.year",="0.0246",="(1.44)"
="1971.year",="0.0111",="(0.61)"
="1972.year",="0.0200",="(1.03)"
="1973.year",="0.0105",="(0.52)"
="1974.year",="0.0223",="(1.04)"
="1975.year",="-0.0165",="(-0.73)"
="1976.year",="0.0248",="(1.07)"
="1977.year",="0.0101",="(0.42)"
="1978.year",="0.00819",="(0.33)"
="1979.year",="0.00851",="(0.33)"
="1980.year",="0.00156",="(0.06)"
="1981.year",="0.00125",="(0.05)"
="1982.year",="-0.0186",="(-0.68)"
="1983.year",="-0.0189",="(-0.68)"
="1984.year",="-0.00751",="(-0.27)"
="1985.year",="-0.000110",="(-0.00)"
="1986.year",="-0.00866",="(-0.30)"
="1987.year",="-0.000883",="(-0.03)"
="1988.year",="0.00557",="(0.19)"
="1989.year",="-0.0137",="(-0.47)"
="1990.year",="-0.0167",="(-0.58)"
="1991.year",="-0.0183",="(-0.63)"
="1992.year",="-0.0354",="(-1.23)"
="1993.year",="-0.0353",="(-1.23)"
="1994.year",="-0.0259",="(-0.90)"
="1995.year",="-0.00905",="(-0.32)"
="1996.year",="-0.00583",="(-0.21)"
="1997.year",="-0.00836",="(-0.30)"
="1998.year",="-0.0187",="(-0.68)"
="1999.year",="-0.0311",="(-1.14)"
="2000.year",="-0.0246",="(-0.91)"
="2001.year",="-0.0297",="(-1.11)"
="2002.year",="-0.0309",="(-1.16)"
="2003.year",="-0.0325",="(-1.23)"
="2004.year",="-0.0116",="(-0.44)"
="2005.year",="-0.0231",="(-0.89)"
="2006.year",="-0.0245",="(-0.94)"
="2007.year",="-0.0293",="(-1.12)"
="2008.year",="-0.0474",="(-1.81)"
="2009.year",="-0.0907***",="(-3.41)"
="2010.year",="-0.0409",="(-1.51)"
="_yi_isoxtim_2",="0",="(.)"
="_yi_isoxtim_3",="0",="(.)"
="_yi_isoxtim_4",="-0.00961",="(-0.92)"
="_yi_isoxtim_5",="-0.00256",="(-0.33)"
="_yi_isoxtim_6",="0.0109",="(1.56)"
="_yi_isoxtim_7",="-0.00268",="(-0.79)"
="_yi_isoxtim_8",="0.238***",="(10.02)"
="_yi_isoxtim_9",="0",="(.)"
="_yi_isoxtim_10",="0.0000107",="(0.00)"
="_yi_isoxtim_11",="-0.000665",="(-0.22)"
="_yi_isoxtim_12",="0.153***",="(6.56)"
="_yi_isoxtim_13",="-0.000163",="(-0.05)"
="_yi_isoxtim_14",="-0.00116",="(-0.38)"
="_yi_isoxtim_15",="-0.000211",="(-0.07)"
="_yi_isoxtim_16",="-0.000122",="(-0.04)"
="_yi_isoxtim_17",="-0.000778",="(-0.30)"
="_yi_isoxtim_18",="0",="(.)"
="_yi_isoxtim_19",="0",="(.)"
="_yi_isoxtim_20",="-0.000212",="(-0.07)"
="_yi_isoxtim_21",="0",="(.)"
="_yi_isoxtim_22",="0.0695*",="(2.12)"
="_yi_isoxtim_23",="0.00264",="(1.01)"
="_yi_isoxtim_24",="0",="(.)"
="_yi_isoxtim_25",="-0.00312",="(-1.03)"
="_yi_isoxtim_26",="-0.00230",="(-0.96)"
="_yi_isoxtim_27",="0",="(.)"
="_yi_isoxtim_28",="-0.00656",="(-0.95)"
="_yi_isoxtim_29",="0",="(.)"
="_yi_isoxtim_30",="0.00182",="(0.58)"
="_yi_isoxtim_31",="-0.00333",="(-1.09)"
="_yi_isoxtim_32",="-0.00129",="(-0.43)"
="_yi_isoxtim_33",="0.000535",="(0.11)"
="_yi_isoxtim_34",="0",="(.)"
="_yi_isoxtim_35",="0.00205",="(0.77)"
="_yi_isoxtim_36",="0.00678*",="(2.24)"
="_yi_isoxtim_37",="0",="(.)"
="_yi_isoxtim_38",="-0.0000739",="(-0.02)"
="_yi_isoxtim_39",="0",="(.)"
="_yi_isoxtim_40",="-0.000849",="(-0.28)"
="_yi_isoxtim_41",="-0.000702",="(-0.23)"
="_yi_isoxtim_42",="0",="(.)"
