="",="(1)",=""
="",="growthwdi",=""
="udel_temp_popweight",="0.0169***",="(4.11)"
="udel_temp_popweight_2",="-0.000551***",="(-4.57)"
="udel_precip_popweight",="0.00000505",="(0.49)"
="udel_precip_popweight_2",="-3.42e-09",="(-1.39)"
="1961.year",="0",="(.)"
="1962.year",="0.00521",="(0.59)"
="1963.year",="-0.0152",="(-1.68)"
="1964.year",="-0.00489",="(-0.51)"
="1965.year",="-0.0143",="(-1.40)"
="1966.year",="-0.0176",="(-1.65)"
="1967.year",="-0.0190",="(-1.65)"
="1968.year",="-0.00309",="(-0.25)"
="1969.year",="-0.0121",="(-0.93)"
="1970.year",="-0.0124",="(-0.90)"
="1971.year",="-0.0263",="(-1.81)"
="1972.year",="-0.0182",="(-1.20)"
="1973.year",="-0.0301",="(-1.89)"
="1974.year",="-0.0323",="(-1.94)"
="1975.year",="-0.0549**",="(-3.18)"
="1976.year",="-0.0261",="(-1.47)"
="1977.year",="-0.0495**",="(-2.69)"
="1978.year",="-0.0504**",="(-2.67)"
="1979.year",="-0.0470*",="(-2.43)"
="1980.year",="-0.0694***",="(-3.51)"
="1981.year",="-0.0555**",="(-2.76)"
="1982.year",="-0.0772***",="(-3.79)"
="1983.year",="-0.0807***",="(-3.89)"
="1984.year",="-0.0663**",="(-3.16)"
="1985.year",="-0.0676**",="(-3.19)"
="1986.year",="-0.0622**",="(-2.92)"
="1987.year",="-0.0538*",="(-2.50)"
="1988.year",="-0.0539*",="(-2.50)"
="1989.year",="-0.0636**",="(-2.95)"
="1990.year",="-0.0659**",="(-3.05)"
="1991.year",="-0.0685**",="(-3.18)"
="1992.year",="-0.0826***",="(-3.84)"
="1993.year",="-0.0762***",="(-3.56)"
="1994.year",="-0.0705***",="(-3.31)"
="1995.year",="-0.0345",="(-1.63)"
="1996.year",="-0.0304",="(-1.45)"
="1997.year",="-0.0238",="(-1.14)"
="1998.year",="-0.0309",="(-1.49)"
="1999.year",="-0.0366",="(-1.79)"
="2000.year",="-0.0282",="(-1.39)"
="2001.year",="-0.0271",="(-1.35)"
="2002.year",="-0.0249",="(-1.25)"
="2003.year",="-0.0168",="(-0.85)"
="2004.year",="0.00204",="(0.10)"
="2005.year",="0.00560",="(0.29)"
="2006.year",="0.0148",="(0.76)"
="2007.year",="0.0174",="(0.89)"
="2008.year",="0.00511",="(0.26)"
="2009.year",="-0.0318",="(-1.60)"
="2010.year",="0.0150",="(0.74)"
="_yi_isoxtim_2",="0",="(.)"
="_yi_isoxtim_3",="0",="(.)"
="_yi_isoxtim_4",="-0.00602",="(-0.48)"
="_yi_isoxtim_5",="0.00289",="(0.38)"
="_yi_isoxtim_6",="0.0177*",="(2.56)"
="_yi_isoxtim_7",="0",="(.)"
="_yi_isoxtim_8",="0",="(.)"
="_yi_isoxtim_9",="0",="(.)"
="_yi_isoxtim_10",="0.00639**",="(2.89)"
="_yi_isoxtim_11",="0",="(.)"
="_yi_isoxtim_12",="0.151***",="(6.43)"
="_yi_isoxtim_13",="0",="(.)"
="_yi_isoxtim_14",="0.00512",="(1.91)"
="_yi_isoxtim_15",="0.00584*",="(2.18)"
="_yi_isoxtim_16",="0.00595**",="(2.75)"
="_yi_isoxtim_17",="0",="(.)"
="_yi_isoxtim_18",="-0.00807",="(-1.28)"
="_yi_isoxtim_19",="0",="(.)"
="_yi_isoxtim_20",="0",="(.)"
="_yi_isoxtim_21",="-0.299***",="(-4.89)"
="_yi_isoxtim_22",="0.0672*",="(2.04)"
="_yi_isoxtim_23",="0.00905***",="(3.43)"
="_yi_isoxtim_24",="0",="(.)"
="_yi_isoxtim_25",="0.00352",="(1.33)"
="_yi_isoxtim_26",="0.00404*",="(2.04)"
="_yi_isoxtim_27",="0",="(.)"
="_yi_isoxtim_28",="0.00162",="(0.24)"
="_yi_isoxtim_29",="-0.00216",="(-0.20)"
="_yi_isoxtim_30",="0.00826***",="(4.06)"
="_yi_isoxtim_31",="0.00304",="(1.12)"
="_yi_isoxtim_32",="0",="(.)"
="_yi_isoxtim_33",="0",="(.)"
="_yi_isoxtim_34",="0",="(.)"
="_yi_isoxtim_35",="0.00845***",="(3.77)"
="_yi_isoxtim_36",="0.0132***",="(4.96)"
="_yi_isoxtim_37",="0.000272",="(0.13)"
="_yi_isoxtim_38",="0.00631**",="(2.86)"
="_yi_isoxtim_39",="0",="(.)"
="_yi_isoxtim_40",="0.00548*",="(2.53)"
="_yi_isoxtim_41",="0.00562**",="(2.85)"
="_yi_isoxtim_42",="-0.00220",="(-0.20)"
