="",="(1)",=""
="",="growthwdi",=""
="udel_temp_popweight",="0.00859",="(1.76)"
="udel_temp_popweight_2",="-0.000323*",="(-2.37)"
="udel_precip_popweight",="0.00000550",="(0.48)"
="udel_precip_popweight_2",="-3.54e-09",="(-1.31)"
="1961.year",="0",="(.)"
="1962.year",="-0.000621",="(-0.07)"
="1963.year",="-0.0208*",="(-2.34)"
="1964.year",="0.0117",="(1.24)"
="1965.year",="-0.000725",="(-0.07)"
="1966.year",="-0.0234*",="(-2.16)"
="1967.year",="-0.0222",="(-1.92)"
="1968.year",="-0.00641",="(-0.52)"
="1969.year",="-0.00343",="(-0.26)"
="1970.year",="-0.00435",="(-0.31)"
="1971.year",="-0.0160",="(-1.07)"
="1972.year",="-0.00209",="(-0.13)"
="1973.year",="-0.0285",="(-1.73)"
="1974.year",="-0.00895",="(-0.52)"
="1975.year",="-0.0348",="(-1.95)"
="1976.year",="-0.00921",="(-0.50)"
="1977.year",="-0.0263",="(-1.38)"
="1978.year",="-0.0268",="(-1.37)"
="1979.year",="-0.0176",="(-0.88)"
="1980.year",="-0.0390",="(-1.90)"
="1981.year",="-0.0316",="(-1.51)"
="1982.year",="-0.0531*",="(-2.51)"
="1983.year",="-0.0533*",="(-2.47)"
="1984.year",="-0.0420",="(-1.93)"
="1985.year",="-0.0448*",="(-2.04)"
="1986.year",="-0.0343",="(-1.55)"
="1987.year",="-0.0312",="(-1.39)"
="1988.year",="-0.0270",="(-1.20)"
="1989.year",="-0.0514*",="(-2.29)"
="1990.year",="-0.0401",="(-1.79)"
="1991.year",="-0.0386",="(-1.73)"
="1992.year",="-0.0440*",="(-1.98)"
="1993.year",="-0.0394",="(-1.78)"
="1994.year",="-0.0363",="(-1.65)"
="1995.year",="-0.0161",="(-0.74)"
="1996.year",="0.00462",="(0.21)"
="1997.year",="0.0147",="(0.69)"
="1998.year",="-0.00110",="(-0.05)"
="1999.year",="-0.00902",="(-0.43)"
="2000.year",="0.00273",="(0.13)"
="2001.year",="0.00567",="(0.27)"
="2002.year",="0.000768",="(0.04)"
="2003.year",="0.00216",="(0.11)"
="2004.year",="0.0276",="(1.36)"
="2005.year",="0.0283",="(1.40)"
="2006.year",="0.0371",="(1.85)"
="2007.year",="0.0338",="(1.68)"
="2008.year",="0.0215",="(1.06)"
="2009.year",="-0.00711",="(-0.35)"
="2010.year",="0.0346",="(1.65)"
="_yi_isoxtim_2",="0",="(.)"
="_yi_isoxtim_3",="-0.0910",="(-0.22)"
="_yi_isoxtim_4",="0",="(.)"
="_yi_isoxtim_5",="-0.000313",="(-0.03)"
="_yi_isoxtim_6",="0.0161**",="(2.99)"
="_yi_isoxtim_7",="0.00181",="(0.84)"
="_yi_isoxtim_8",="0.236***",="(6.56)"
="_yi_isoxtim_9",="0",="(.)"
="_yi_isoxtim_10",="0",="(.)"
="_yi_isoxtim_11",="0",="(.)"
="_yi_isoxtim_12",="0.152***",="(4.30)"
="_yi_isoxtim_13",="0.00392",="(1.31)"
="_yi_isoxtim_14",="0.00294",="(1.27)"
="_yi_isoxtim_15",="0.00375",="(1.32)"
="_yi_isoxtim_16",="0.00366",="(1.60)"
="_yi_isoxtim_17",="0",="(.)"
="_yi_isoxtim_18",="-0.0117",="(-1.03)"
="_yi_isoxtim_19",="0",="(.)"
="_yi_isoxtim_20",="0",="(.)"
="_yi_isoxtim_21",="-0.303***",="(-4.64)"
="_yi_isoxtim_22",="0.0669**",="(2.67)"
="_yi_isoxtim_23",="0.00670*",="(2.39)"
="_yi_isoxtim_24",="0",="(.)"
="_yi_isoxtim_25",="0.00125",="(0.44)"
="_yi_isoxtim_26",="0",="(.)"
="_yi_isoxtim_27",="0",="(.)"
="_yi_isoxtim_28",="-0.000343",="(-0.05)"
="_yi_isoxtim_29",="-0.00598",="(-0.52)"
="_yi_isoxtim_30",="0",="(.)"
="_yi_isoxtim_31",="0.000746",="(0.32)"
="_yi_isoxtim_32",="0",="(.)"
="_yi_isoxtim_33",="0.00577",="(1.14)"
="_yi_isoxtim_34",="0",="(.)"
="_yi_isoxtim_35",="0.00611*",="(2.08)"
="_yi_isoxtim_36",="0.0109***",="(3.86)"
="_yi_isoxtim_37",="-0.00194",="(-0.66)"
="_yi_isoxtim_38",="0.00419*",="(2.08)"
="_yi_isoxtim_39",="0",="(.)"
="_yi_isoxtim_40",="0.00324",="(1.15)"
="_yi_isoxtim_41",="0.00338",="(1.62)"
="_yi_isoxtim_42",="-0.00581",="(-0.70)"
="_yi_isoxtim_43",="0",="(.)"
