="",="(1)",=""
="",="growthwdi",=""
="udel_temp_popweight",="0.0113***",="(3.61)"
="udel_temp_popweight_2",="-0.000423***",="(-4.36)"
="udel_precip_popweight",="-0.00000258",="(-0.29)"
="udel_precip_popweight_2",="5.31e-10",="(0.23)"
="1961.year",="0",="(.)"
="1962.year",="-0.00412",="(-0.53)"
="1963.year",="-0.0171*",="(-2.09)"
="1964.year",="0.000607",="(0.07)"
="1965.year",="-0.0206*",="(-2.03)"
="1966.year",="-0.0270*",="(-2.47)"
="1967.year",="-0.0388**",="(-3.19)"
="1968.year",="-0.0216",="(-1.62)"
="1969.year",="-0.0213",="(-1.47)"
="1970.year",="-0.0217",="(-1.40)"
="1971.year",="-0.0407*",="(-2.45)"
="1972.year",="-0.0375*",="(-2.13)"
="1973.year",="-0.0356",="(-1.92)"
="1974.year",="-0.0402*",="(-2.06)"
="1975.year",="-0.0661**",="(-3.25)"
="1976.year",="-0.0464*",="(-2.19)"
="1977.year",="-0.0486*",="(-2.22)"
="1978.year",="-0.0434",="(-1.92)"
="1979.year",="-0.0610**",="(-2.62)"
="1980.year",="-0.0726**",="(-3.05)"
="1981.year",="-0.0674**",="(-2.78)"
="1982.year",="-0.0900***",="(-3.64)"
="1983.year",="-0.0809**",="(-3.22)"
="1984.year",="-0.0687**",="(-2.70)"
="1985.year",="-0.0688**",="(-2.67)"
="1986.year",="-0.0653*",="(-2.51)"
="1987.year",="-0.0620*",="(-2.37)"
="1988.year",="-0.0539*",="(-2.05)"
="1989.year",="-0.0671*",="(-2.55)"
="1990.year",="-0.0698**",="(-2.65)"
="1991.year",="-0.0830**",="(-3.16)"
="1992.year",="-0.0919***",="(-3.51)"
="1993.year",="-0.0917***",="(-3.51)"
="1994.year",="-0.0695**",="(-2.68)"
="1995.year",="-0.0411",="(-1.59)"
="1996.year",="-0.0376",="(-1.47)"
="1997.year",="-0.0380",="(-1.50)"
="1998.year",="-0.0449",="(-1.79)"
="1999.year",="-0.0445",="(-1.79)"
="2000.year",="-0.0362",="(-1.47)"
="2001.year",="-0.0323",="(-1.33)"
="2002.year",="-0.0363",="(-1.50)"
="2003.year",="-0.0196",="(-0.82)"
="2004.year",="0.000110",="(0.00)"
="2005.year",="0.00205",="(0.09)"
="2006.year",="0.00571",="(0.24)"
="2007.year",="0.00595",="(0.25)"
="2008.year",="-0.00908",="(-0.38)"
="2009.year",="-0.0415",="(-1.72)"
="2010.year",="0.0102",="(0.42)"
="_yi_isoxtim_2",="0",="(.)"
="_yi_isoxtim_3",="-0.0394",="(-0.11)"
="_yi_isoxtim_4",="-0.00447",="(-0.48)"
="_yi_isoxtim_5",="0.00328",="(0.34)"
="_yi_isoxtim_6",="0",="(.)"
="_yi_isoxtim_7",="0",="(.)"
="_yi_isoxtim_8",="0",="(.)"
="_yi_isoxtim_9",="0",="(.)"
="_yi_isoxtim_10",="0.00630**",="(2.63)"
="_yi_isoxtim_11",="0.00567*",="(2.05)"
="_yi_isoxtim_12",="0.149***",="(5.07)"
="_yi_isoxtim_13",="0",="(.)"
="_yi_isoxtim_14",="0.00525*",="(2.21)"
="_yi_isoxtim_15",="0",="(.)"
="_yi_isoxtim_16",="0.00588*",="(2.17)"
="_yi_isoxtim_17",="0.00545*",="(2.01)"
="_yi_isoxtim_18",="0",="(.)"
="_yi_isoxtim_19",="0",="(.)"
="_yi_isoxtim_20",="0.00624*",="(2.22)"
="_yi_isoxtim_21",="0",="(.)"
="_yi_isoxtim_22",="0",="(.)"
="_yi_isoxtim_23",="0",="(.)"
="_yi_isoxtim_24",="0",="(.)"
="_yi_isoxtim_25",="0",="(.)"
="_yi_isoxtim_26",="0.00404",="(1.81)"
="_yi_isoxtim_27",="0",="(.)"
="_yi_isoxtim_28",="0",="(.)"
="_yi_isoxtim_29",="-0.00168",="(-0.17)"
="_yi_isoxtim_30",="0.00823**",="(2.93)"
="_yi_isoxtim_31",="0",="(.)"
="_yi_isoxtim_32",="0",="(.)"
="_yi_isoxtim_33",="0.00746*",="(2.47)"
="_yi_isoxtim_34",="0",="(.)"
="_yi_isoxtim_35",="0",="(.)"
="_yi_isoxtim_36",="0",="(.)"
="_yi_isoxtim_37",="0.000256",="(0.11)"
="_yi_isoxtim_38",="0.00636**",="(2.83)"
="_yi_isoxtim_39",="0",="(.)"
="_yi_isoxtim_40",="0.00540*",="(2.28)"
="_yi_isoxtim_41",="0.00560*",="(2.06)"
="_yi_isoxtim_42",="-0.00195",="(-0.28)"
="_yi_isoxtim_43",="0.0176",="(1.82)"
