="",="(1)",=""
="",="growthwdi",=""
="udel_temp_popweight",="0.0188***",="(4.81)"
="udel_temp_popweight_2",="-0.000604***",="(-5.05)"
="udel_precip_popweight",="0.0000162",="(1.42)"
="udel_precip_popweight_2",="-5.37e-09",="(-1.95)"
="1961.year",="0",="(.)"
="1962.year",="0.0112",="(1.21)"
="1963.year",="0.00987",="(0.98)"
="1964.year",="0.0239*",="(2.17)"
="1965.year",="0.0162",="(1.32)"
="1966.year",="-0.00377",="(-0.28)"
="1967.year",="-0.00439",="(-0.29)"
="1968.year",="0.00881",="(0.54)"
="1969.year",="0.0180",="(1.01)"
="1970.year",="0.0286",="(1.50)"
="1971.year",="0.00170",="(0.08)"
="1972.year",="0.00753",="(0.35)"
="1973.year",="0.00643",="(0.28)"
="1974.year",="-0.00155",="(-0.06)"
="1975.year",="-0.0244",="(-0.98)"
="1976.year",="0.00327",="(0.13)"
="1977.year",="-0.00148",="(-0.06)"
="1978.year",="-0.00342",="(-0.12)"
="1979.year",="0.00556",="(0.20)"
="1980.year",="-0.0150",="(-0.51)"
="1981.year",="-0.0156",="(-0.53)"
="1982.year",="-0.0408",="(-1.35)"
="1983.year",="-0.0337",="(-1.09)"
="1984.year",="-0.0200",="(-0.64)"
="1985.year",="-0.0160",="(-0.51)"
="1986.year",="-0.0136",="(-0.43)"
="1987.year",="-0.00511",="(-0.16)"
="1988.year",="-0.00124",="(-0.04)"
="1989.year",="-0.0197",="(-0.61)"
="1990.year",="-0.0258",="(-0.80)"
="1991.year",="-0.0237",="(-0.74)"
="1992.year",="-0.0504",="(-1.58)"
="1993.year",="-0.0368",="(-1.16)"
="1994.year",="-0.0229",="(-0.73)"
="1995.year",="0.00481",="(0.15)"
="1996.year",="0.0211",="(0.68)"
="1997.year",="0.0313",="(1.02)"
="1998.year",="0.0169",="(0.56)"
="1999.year",="0.0118",="(0.39)"
="2000.year",="0.0224",="(0.75)"
="2001.year",="0.0226",="(0.77)"
="2002.year",="0.0284",="(0.97)"
="2003.year",="0.0161",="(0.55)"
="2004.year",="0.0519",="(1.81)"
="2005.year",="0.0457",="(1.60)"
="2006.year",="0.0553",="(1.94)"
="2007.year",="0.0528",="(1.84)"
="2008.year",="0.0452",="(1.57)"
="2009.year",="0.0134",="(0.46)"
="2010.year",="0.0580",="(1.95)"
="_yi_isoxtim_2",="0",="(.)"
="_yi_isoxtim_3",="0",="(.)"
="_yi_isoxtim_4",="-0.00695",="(-0.49)"
="_yi_isoxtim_5",="0",="(.)"
="_yi_isoxtim_6",="0.0165*",="(2.11)"
="_yi_isoxtim_7",="0.00127",="(0.33)"
="_yi_isoxtim_8",="0.228***",="(6.10)"
="_yi_isoxtim_9",="0",="(.)"
="_yi_isoxtim_10",="0",="(.)"
="_yi_isoxtim_11",="0.00318",="(0.93)"
="_yi_isoxtim_12",="0.144***",="(5.49)"
="_yi_isoxtim_13",="0.00365",="(1.29)"
="_yi_isoxtim_14",="0.00278",="(0.82)"
="_yi_isoxtim_15",="0.00360",="(1.22)"
="_yi_isoxtim_16",="0.00368",="(1.09)"
="_yi_isoxtim_17",="0",="(.)"
="_yi_isoxtim_18",="-0.00941",="(-0.79)"
="_yi_isoxtim_19",="0",="(.)"
="_yi_isoxtim_20",="0.00411",="(1.38)"
="_yi_isoxtim_21",="0",="(.)"
="_yi_isoxtim_22",="0.0601",="(1.64)"
="_yi_isoxtim_23",="0.00663*",="(2.27)"
="_yi_isoxtim_24",="0",="(.)"
="_yi_isoxtim_25",="0.00100",="(0.30)"
="_yi_isoxtim_26",="0.00167",="(0.49)"
="_yi_isoxtim_27",="0",="(.)"
="_yi_isoxtim_28",="0.000541",="(0.07)"
="_yi_isoxtim_29",="-0.00358",="(-0.30)"
="_yi_isoxtim_30",="0.00598*",="(2.00)"
="_yi_isoxtim_31",="0",="(.)"
="_yi_isoxtim_32",="0.00265",="(0.96)"
="_yi_isoxtim_33",="0.00576",="(1.04)"
="_yi_isoxtim_34",="0",="(.)"
="_yi_isoxtim_35",="0.00618",="(1.77)"
="_yi_isoxtim_36",="0.0108**",="(3.19)"
="_yi_isoxtim_37",="0",="(.)"
="_yi_isoxtim_38",="0.00394",="(1.33)"
="_yi_isoxtim_39",="0",="(.)"
="_yi_isoxtim_40",="0.00306",="(0.90)"
="_yi_isoxtim_41",="0.00325",="(0.97)"
="_yi_isoxtim_42",="-0.00289",="(-0.33)"
="_yi_isoxtim_43",="0",="(.)"
="_yi_isoxtim_44",="0.00379",="(1.11)"
