,UDel_temp_popweight,UDel_precip_popweight,growthWDI,UDel_precip_popweight_2,iso_id
0,,,-0.8612992391001401,,ABW
1,,,0.34475948973222287,,ABW
2,,,0.30695616685528565,,ABW
3,,,-0.4680510859965414,,ABW
4,,,0.09035995433651926,,ABW
5,,,-0.7056197941520904,,ABW
6,,,-1.0280388953609165,,ABW
7,,,-0.5988642147837347,,ABW
8,,,0.5292267911930542,,ABW
9,,,-0.4068391837881121,,ABW
10,,,-0.4594497864720485,,ABW
11,,,-0.060031525804339736,,ABW
12,,,-0.9797395411969347,,ABW
13,,,-1.4925237448865145,,ABW
14,,,-1.2707096824192408,,ABW
15,,,-0.40723052253425024,,ADO
16,,,0.13929034222864883,,ADO
17,,,0.12073762450548668,,ADO
18,,,-0.14319753167111451,,ADO
19,,,-0.8673046582752505,,ADO
20,,,-0.3409654587663132,,ADO
21,,,-0.35266159554151466,,ADO
22,,,-0.552095973464018,,ADO
23,,,-0.8134939501031574,,ADO
24,,,-0.5260458575960939,,ADO
25,,,-0.9694832048918995,,ADO
26,,,-0.7933008708024332,,ADO
27,,,-0.7374927044469269,,ADO
28,,,-0.7403902417464575,,ADO
29,,,-0.6429208047083363,,ADO
30,,,-0.4744494744958988,,ADO
31,,,-0.09684508776916943,,ADO
32,,,-0.15041283980303513,,ADO
33,,,-0.18095682893911122,,ADO
34,,,-0.33343218790315543,,ADO
35,,,-0.5344335513883198,,ADO
36,,,-0.7883553273981132,,ADO
37,,,-1.049872336239203,,ADO
38,,,-0.37505921644548335,,ADO
39,,,-0.16189210968975173,,ADO
40,,,0.3243022567778554,,ADO
41,,,1.152185896545371,,ADO
42,,,0.27711658746225815,,ADO
43,,,0.27249879025782886,,ADO
44,,,-0.4520909874665439,,ADO
45,,,0.868620210515619,,ADO
46,,,-0.22915345668223194,,ADO
47,,,-0.13091438677670594,,ADO
48,,,-0.005772408652296804,,ADO
49,,,0.18748860054987845,,ADO
50,,,0.6305411314119816,,ADO
51,,,0.0382564614444535,,ADO
52,,,0.5297616208127761,,ADO
53,-0.8655134002623058,-1.1164650415020327,0.3546293790254467,1.2464941888961356,AFG
54,-0.7435179317277173,-1.1872813019254216,-0.7631840931308911,1.409636889901724,AFG
